"Indicator","Time","Value (USD/LSL)"
"Currency","2015/04/09",11.95
"Currency","2015/04/08",11.81
"Currency","2015/04/07",11.88
"Currency","2015/04/06",11.92
"Currency","2015/04/03",11.94
"Currency","2015/04/02",11.94
"Currency","2015/04/01",11.98
"Currency","2015/03/31",12.13
"Currency","2015/03/30",12.15
"Currency","2015/03/27",12.04
"Currency","2015/03/26",11.99
"Currency","2015/03/25",11.85
"Currency","2015/03/24",11.81
"Currency","2015/03/23",11.90
"Currency","2015/03/20",12.01
"Currency","2015/03/19",12.31
"Currency","2015/03/18",12.23
"Currency","2015/03/17",12.35
"Currency","2015/03/16",12.39
"Currency","2015/03/13",12.48
"Currency","2015/03/12",12.30
"Currency","2015/03/11",12.28
"Currency","2015/03/10",12.36
"Currency","2015/03/09",12.09
"Currency","2015/03/06",12.04
"Currency","2015/03/05",11.84
"Currency","2015/03/04",11.81
"Currency","2015/03/03",11.75
"Currency","2015/03/02",11.77
"Currency","2015/02/27",11.66
"Currency","2015/02/26",11.53
"Currency","2015/02/25",11.43
"Currency","2015/02/24",11.48
"Currency","2015/02/23",11.63
"Currency","2015/02/20",11.65
"Currency","2015/02/19",11.67
"Currency","2015/02/18",11.60
"Currency","2015/02/17",11.64
"Currency","2015/02/16",11.64
"Currency","2015/02/13",11.63
"Currency","2015/02/12",11.71
"Currency","2015/02/11",11.82
"Currency","2015/02/10",11.68
"Currency","2015/02/09",11.58
"Currency","2015/02/06",11.51
"Currency","2015/02/05",11.27
"Currency","2015/02/04",11.47
"Currency","2015/02/03",11.37
"Currency","2015/02/02",11.49
"Currency","2015/01/30",11.64
"Currency","2015/01/29",11.55
"Currency","2015/01/28",11.58
"Currency","2015/01/27",11.58
"Currency","2015/01/26",11.46
"Currency","2015/01/23",11.40
"Currency","2015/01/22",11.40
"Currency","2015/01/21",11.51
"Currency","2015/01/20",11.59
"Currency","2015/01/19",11.64
"Currency","2015/01/16",11.55
"Currency","2015/01/15",11.56
"Currency","2015/01/14",11.44
"Currency","2015/01/13",11.53
"Currency","2015/01/12",11.52
"Currency","2015/01/09",11.50
"Currency","2015/01/08",11.58
"Currency","2015/01/07",11.68
"Currency","2015/01/06",11.71
"Currency","2015/01/05",11.71
"Currency","2015/01/02",11.70
"Currency","2015/01/01",11.55
"Currency","2014/12/31",11.57
"Currency","2014/12/30",11.56
"Currency","2014/12/29",11.62
"Currency","2014/12/26",11.60
"Currency","2014/12/25",11.61
"Currency","2014/12/24",11.64
"Currency","2014/12/23",11.65
"Currency","2014/12/22",11.57
"Currency","2014/12/19",11.57
"Currency","2014/12/18",11.58
"Currency","2014/12/17",11.62
"Currency","2014/12/16",11.66
"Currency","2014/12/15",11.76
"Currency","2014/12/12",11.61
"Currency","2014/12/11",11.63
"Currency","2014/12/10",11.54
"Currency","2014/12/09",11.45
"Currency","2014/12/08",11.54
"Currency","2014/12/05",11.36
"Currency","2014/12/04",11.20
"Currency","2014/12/03",11.22
"Currency","2014/12/02",11.12
"Currency","2014/12/01",10.99
"Currency","2014/11/28",11.08
"Currency","2014/11/27",10.97
"Currency","2014/11/26",10.95
"Currency","2014/11/25",10.96
"Currency","2014/11/24",11.02
"Currency","2014/11/21",10.96
"Currency","2014/11/20",10.96
"Currency","2014/11/19",11.06
"Currency","2014/11/18",11.03
"Currency","2014/11/17",11.13
"Currency","2014/11/14",11.08
"Currency","2014/11/13",11.20
"Currency","2014/11/12",11.19
"Currency","2014/11/11",11.22
"Currency","2014/11/10",11.27
"Currency","2014/11/07",11.26
"Currency","2014/11/06",11.25
"Currency","2014/11/05",11.14
"Currency","2014/11/04",11.03
"Currency","2014/11/03",11.07
"Currency","2014/10/31",11.04
"Currency","2014/10/30",10.86
"Currency","2014/10/29",10.94
"Currency","2014/10/28",10.84
"Currency","2014/10/27",10.94
"Currency","2014/10/24",10.93
"Currency","2014/10/23",10.97
"Currency","2014/10/22",11.00
"Currency","2014/10/21",11.04
"Currency","2014/10/20",11.02
"Currency","2014/10/17",11.08
"Currency","2014/10/16",11.11
"Currency","2014/10/15",11.07
"Currency","2014/10/14",11.05
"Currency","2014/10/13",11.04
"Currency","2014/10/10",11.11
"Currency","2014/10/09",11.06
"Currency","2014/10/08",11.09
"Currency","2014/10/07",11.18
"Currency","2014/10/06",11.21
"Currency","2014/10/03",11.34
"Currency","2014/10/02",11.18
"Currency","2014/10/01",11.26
"Currency","2014/09/30",11.28
"Currency","2014/09/29",11.28
"Currency","2014/09/26",11.23
"Currency","2014/09/25",11.20
"Currency","2014/09/24",11.13
"Currency","2014/09/23",11.17
"Currency","2014/09/22",11.17
"Currency","2014/09/19",11.08
"Currency","2014/09/18",11.07
"Currency","2014/09/17",11.02
"Currency","2014/09/16",10.90
"Currency","2014/09/15",10.96
"Currency","2014/09/12",11.02
"Currency","2014/09/11",10.96
"Currency","2014/09/10",10.92
"Currency","2014/09/09",10.92
"Currency","2014/09/08",10.81
"Currency","2014/09/05",10.69
"Currency","2014/09/04",10.73
"Currency","2014/09/03",10.68
"Currency","2014/09/02",10.74
"Currency","2014/09/01",10.67
"Currency","2014/08/29",10.66
"Currency","2014/08/28",10.62
"Currency","2014/08/27",10.61
"Currency","2014/08/26",10.67
"Currency","2014/08/25",10.70
"Currency","2014/08/22",10.69
"Currency","2014/08/21",10.70
"Currency","2014/08/20",10.73
"Currency","2014/08/19",10.64
"Currency","2014/08/18",10.60
"Currency","2014/08/15",10.59
"Currency","2014/08/14",10.54
"Currency","2014/08/13",10.56
"Currency","2014/08/12",10.63
"Currency","2014/08/11",10.63
"Currency","2014/08/08",10.65
"Currency","2014/08/07",10.76
"Currency","2014/08/06",10.70
"Currency","2014/08/05",10.75
"Currency","2014/08/04",10.65
"Currency","2014/08/01",10.68
"Currency","2014/07/31",10.70
"Currency","2014/07/30",10.65
"Currency","2014/07/29",10.60
"Currency","2014/07/28",10.56
"Currency","2014/07/25",10.51
"Currency","2014/07/24",10.52
"Currency","2014/07/23",10.51
"Currency","2014/07/22",10.57
"Currency","2014/07/21",10.60
"Currency","2014/07/18",10.64
"Currency","2014/07/17",10.76
"Currency","2014/07/16",10.68
"Currency","2014/07/15",10.70
"Currency","2014/07/14",10.68
"Currency","2014/07/11",10.71
"Currency","2014/07/10",10.69
"Currency","2014/07/09",10.67
"Currency","2014/07/08",10.68
"Currency","2014/07/07",10.77
"Currency","2014/07/04",10.76
"Currency","2014/07/03",10.74
"Currency","2014/07/02",10.76
"Currency","2014/07/01",10.67
"Currency","2014/06/30",10.64
"Currency","2014/06/27",10.59
"Currency","2014/06/26",10.63
"Currency","2014/06/25",10.59
"Currency","2014/06/24",10.65
"Currency","2014/06/23",10.60
"Currency","2014/06/20",10.65
"Currency","2014/06/19",10.75
"Currency","2014/06/18",10.66
"Currency","2014/06/17",10.84
"Currency","2014/06/16",10.75
"Currency","2014/06/13",10.67
"Currency","2014/06/12",10.67
"Currency","2014/06/11",10.76
"Currency","2014/06/10",10.71
"Currency","2014/06/09",10.65
"Currency","2014/06/06",10.59
"Currency","2014/06/05",10.69
"Currency","2014/06/04",10.77
"Currency","2014/06/03",10.76
"Currency","2014/06/02",10.69
"Currency","2014/05/30",10.57
"Currency","2014/05/29",10.42
"Currency","2014/05/28",10.47
"Currency","2014/05/27",10.46
"Currency","2014/05/26",10.36
"Currency","2014/05/23",10.30
"Currency","2014/05/22",10.33
"Currency","2014/05/21",10.37
"Currency","2014/05/20",10.45
"Currency","2014/05/19",10.36
"Currency","2014/05/16",10.36
"Currency","2014/05/15",10.41
"Currency","2014/05/14",10.30
"Currency","2014/05/13",10.31
"Currency","2014/05/12",10.36
"Currency","2014/05/09",10.36
"Currency","2014/05/08",10.34
"Currency","2014/05/07",10.45
"Currency","2014/05/06",10.50
"Currency","2014/05/05",10.55
"Currency","2014/05/02",10.49
"Currency","2014/05/01",10.49
"Currency","2014/04/30",10.52
"Currency","2014/04/29",10.56
"Currency","2014/04/28",10.62
"Currency","2014/04/25",10.67
"Currency","2014/04/24",10.62
"Currency","2014/04/23",10.59
"Currency","2014/04/22",10.56
"Currency","2014/04/21",10.49
"Currency","2014/04/18",10.50
"Currency","2014/04/17",10.49
"Currency","2014/04/16",10.57
"Currency","2014/04/15",10.57
"Currency","2014/04/14",10.51
"Currency","2014/04/11",10.49
"Currency","2014/04/10",10.47
"Currency","2014/04/09",10.38
"Currency","2014/04/08",10.46
"Currency","2014/04/07",10.53
"Currency","2014/04/04",10.56
"Currency","2014/04/03",10.64
"Currency","2014/04/02",10.61
"Currency","2014/04/01",10.59
"Currency","2014/03/31",10.54
"Currency","2014/03/28",10.58
"Currency","2014/03/27",10.59
"Currency","2014/03/26",10.70
"Currency","2014/03/25",10.74
"Currency","2014/03/24",10.83
"Currency","2014/03/21",10.90
"Currency","2014/03/20",10.89
"Currency","2014/03/19",10.87
"Currency","2014/03/18",10.73
"Currency","2014/03/17",10.78
"Currency","2014/03/14",10.68
"Currency","2014/03/13",10.81
"Currency","2014/03/12",10.81
"Currency","2014/03/11",10.86
"Currency","2014/03/10",10.75
"Currency","2014/03/07",10.74
"Currency","2014/03/06",10.60
"Currency","2014/03/05",10.67
"Currency","2014/03/04",10.76
"Currency","2014/03/03",10.90
"Currency","2014/02/28",10.77
"Currency","2014/02/27",10.71
"Currency","2014/02/26",10.82
"Currency","2014/02/25",10.73
"Currency","2014/02/24",10.80
"Currency","2014/02/21",10.94
"Currency","2014/02/20",11.01
"Currency","2014/02/19",11.04
"Currency","2014/02/18",10.88
"Currency","2014/02/17",10.83
"Currency","2014/02/14",10.85
"Currency","2014/02/13",10.97
"Currency","2014/02/12",11.01
"Currency","2014/02/11",10.97
"Currency","2014/02/10",11.14
"Currency","2014/02/07",11.06
"Currency","2014/02/06",11.04
"Currency","2014/02/05",11.13
"Currency","2014/02/04",11.10
"Currency","2014/02/03",11.28
"Currency","2014/01/31",11.11
"Currency","2014/01/30",11.21
"Currency","2014/01/29",11.32
"Currency","2014/01/28",11.05
"Currency","2014/01/27",11.12
"Currency","2014/01/24",11.10
"Currency","2014/01/23",10.99
"Currency","2014/01/22",10.87
"Currency","2014/01/21",10.83
"Currency","2014/01/20",10.85
"Currency","2014/01/17",10.88
"Currency","2014/01/16",10.89
"Currency","2014/01/15",10.88
"Currency","2014/01/14",10.84
"Currency","2014/01/13",10.82
"Currency","2014/01/10",10.66
"Currency","2014/01/09",10.79
"Currency","2014/01/08",10.77
"Currency","2014/01/07",10.65
"Currency","2014/01/06",10.65
"Currency","2014/01/03",10.67
"Currency","2014/01/02",10.68
"Currency","2014/01/01",10.51
"Currency","2013/12/31",10.51
"Currency","2013/12/30",10.43
"Currency","2013/12/27",10.52
"Currency","2013/12/26",10.36
"Currency","2013/12/25",10.34
"Currency","2013/12/24",10.34
"Currency","2013/12/23",10.35
"Currency","2013/12/20",10.35
"Currency","2013/12/19",10.39
"Currency","2013/12/18",10.34
"Currency","2013/12/17",10.33
"Currency","2013/12/16",10.29
"Currency","2013/12/13",10.30
"Currency","2013/12/12",10.39
"Currency","2013/12/11",10.38
"Currency","2013/12/10",10.36
"Currency","2013/12/09",10.40
"Currency","2013/12/06",10.34
"Currency","2013/12/05",10.45
"Currency","2013/12/04",10.44
"Currency","2013/12/03",10.33
"Currency","2013/12/02",10.28
"Currency","2013/11/29",10.20
"Currency","2013/11/28",10.21
"Currency","2013/11/27",10.24
"Currency","2013/11/26",10.13
"Currency","2013/11/25",10.10
"Currency","2013/11/22",10.07
"Currency","2013/11/21",10.13
"Currency","2013/11/20",10.16
"Currency","2013/11/19",10.19
"Currency","2013/11/18",10.15
"Currency","2013/11/15",10.16
"Currency","2013/11/14",10.19
"Currency","2013/11/13",10.28
"Currency","2013/11/12",10.37
"Currency","2013/11/11",10.36
"Currency","2013/11/08",10.35
"Currency","2013/11/07",10.29
"Currency","2013/11/06",10.26
"Currency","2013/11/05",10.25
"Currency","2013/11/04",10.14
"Currency","2013/11/01",10.19
"Currency","2013/10/31",10.05
"Currency","2013/10/30",9.95
"Currency","2013/10/29",9.89
"Currency","2013/10/28",9.83
"Currency","2013/10/25",9.83
"Currency","2013/10/24",9.76
"Currency","2013/10/23",9.79
"Currency","2013/10/22",9.74
"Currency","2013/10/21",9.84
"Currency","2013/10/18",9.77
"Currency","2013/10/17",9.83
"Currency","2013/10/16",9.87
"Currency","2013/10/15",9.98
"Currency","2013/10/14",9.91
"Currency","2013/10/11",9.89
"Currency","2013/10/10",9.90
"Currency","2013/10/09",9.96
"Currency","2013/10/08",10.00
"Currency","2013/10/07",10.01
"Currency","2013/10/04",9.99
"Currency","2013/10/03",10.04
"Currency","2013/10/02",10.01
"Currency","2013/10/01",10.12
"Currency","2013/09/30",10.02
"Currency","2013/09/27",10.07
"Currency","2013/09/26",9.99
"Currency","2013/09/25",9.99
"Currency","2013/09/24",9.87
"Currency","2013/09/23",9.84
"Currency","2013/09/20",9.88
"Currency","2013/09/19",9.69
"Currency","2013/09/18",9.59
"Currency","2013/09/17",9.81
"Currency","2013/09/16",9.81
"Currency","2013/09/13",9.93
"Currency","2013/09/12",9.97
"Currency","2013/09/11",9.87
"Currency","2013/09/10",9.98
"Currency","2013/09/09",9.96
"Currency","2013/09/06",10.01
"Currency","2013/09/05",10.24
"Currency","2013/09/04",10.25
"Currency","2013/09/03",10.34
"Currency","2013/09/02",10.28
"Currency","2013/08/30",10.28
"Currency","2013/08/29",10.36
"Currency","2013/08/28",10.32
"Currency","2013/08/27",10.39
"Currency","2013/08/26",10.33
"Currency","2013/08/23",10.24
"Currency","2013/08/22",10.28
"Currency","2013/08/21",10.38
"Currency","2013/08/20",10.16
"Currency","2013/08/19",10.21
"Currency","2013/08/16",10.10
"Currency","2013/08/15",9.99
"Currency","2013/08/14",9.97
"Currency","2013/08/13",10.00
"Currency","2013/08/12",9.89
"Currency","2013/08/09",9.83
"Currency","2013/08/08",9.87
"Currency","2013/08/07",9.95
"Currency","2013/08/06",9.94
"Currency","2013/08/05",9.85
"Currency","2013/08/02",9.84
"Currency","2013/08/01",9.97
"Currency","2013/07/31",9.86
"Currency","2013/07/30",9.80
"Currency","2013/07/29",9.80
"Currency","2013/07/26",9.78
"Currency","2013/07/25",9.72
"Currency","2013/07/24",9.79
"Currency","2013/07/23",9.70
"Currency","2013/07/22",9.82
"Currency","2013/07/19",9.88
"Currency","2013/07/18",9.93
"Currency","2013/07/17",9.83
"Currency","2013/07/16",9.86
"Currency","2013/07/15",9.88
"Currency","2013/07/12",9.99
"Currency","2013/07/11",9.99
"Currency","2013/07/10",9.99
"Currency","2013/07/09",10.03
"Currency","2013/07/08",10.17
"Currency","2013/07/05",10.21
"Currency","2013/07/04",10.04
"Currency","2013/07/03",10.09
"Currency","2013/07/02",10.00
"Currency","2013/07/01",9.94
"Currency","2013/06/28",9.89
"Currency","2013/06/27",9.95
"Currency","2013/06/26",10.11
"Currency","2013/06/25",10.11
"Currency","2013/06/24",10.07
"Currency","2013/06/21",10.17
"Currency","2013/06/20",10.25
"Currency","2013/06/19",10.02
"Currency","2013/06/18",9.99
"Currency","2013/06/17",9.96
"Currency","2013/06/14",9.95
"Currency","2013/06/13",9.85
"Currency","2013/06/12",10.11
"Currency","2013/06/11",10.08
"Currency","2013/06/10",9.96
"Currency","2013/06/07",9.96
"Currency","2013/06/06",9.93
"Currency","2013/06/05",10.01
"Currency","2013/06/04",9.83
"Currency","2013/06/03",9.65
"Currency","2013/05/31",10.06
"Currency","2013/05/30",10.04
"Currency","2013/05/29",9.83
"Currency","2013/05/28",9.78
"Currency","2013/05/27",9.61
"Currency","2013/05/24",9.58
"Currency","2013/05/23",9.55
"Currency","2013/05/22",9.57
"Currency","2013/05/21",9.55
"Currency","2013/05/20",9.45
"Currency","2013/05/17",9.41
"Currency","2013/05/16",9.32
"Currency","2013/05/15",9.26
"Currency","2013/05/14",9.24
"Currency","2013/05/13",9.16
"Currency","2013/05/10",9.13
"Currency","2013/05/09",9.03
"Currency","2013/05/08",9.01
"Currency","2013/05/07",9.03
"Currency","2013/05/06",9.00
"Currency","2013/05/03",8.91
"Currency","2013/05/02",8.95
"Currency","2013/05/01",9.04
"Currency","2013/04/30",8.97
"Currency","2013/04/29",9.00
"Currency","2013/04/26",9.10
"Currency","2013/04/25",9.10
"Currency","2013/04/24",9.14
"Currency","2013/04/23",9.21
"Currency","2013/04/22",9.24
"Currency","2013/04/19",9.23
"Currency","2013/04/18",9.19
"Currency","2013/04/17",9.18
"Currency","2013/04/16",9.13
"Currency","2013/04/15",9.21
"Currency","2013/04/12",8.95
"Currency","2013/04/11",8.90
"Currency","2013/04/10",8.91
"Currency","2013/04/09",8.93
"Currency","2013/04/08",8.99
"Currency","2013/04/05",9.10
"Currency","2013/04/04",9.16
"Currency","2013/04/03",9.23
"Currency","2013/04/02",9.25
"Currency","2013/04/01",9.20
"Currency","2013/03/29",9.24
"Currency","2013/03/28",9.21
"Currency","2013/03/27",9.26
"Currency","2013/03/26",9.25
"Currency","2013/03/25",9.30
"Currency","2013/03/22",9.30
"Currency","2013/03/21",9.33
"Currency","2013/03/20",9.33
"Currency","2013/03/19",9.25
"Currency","2013/03/18",9.17
"Currency","2013/03/15",9.19
"Currency","2013/03/14",9.18
"Currency","2013/03/13",9.26
"Currency","2013/03/12",9.17
"Currency","2013/03/11",9.10
"Currency","2013/03/08",9.09
"Currency","2013/03/07",9.15
"Currency","2013/03/06",9.13
"Currency","2013/03/05",9.04
"Currency","2013/03/04",9.08
"Currency","2013/03/01",9.06
"Currency","2013/02/28",9.03
"Currency","2013/02/27",8.82
"Currency","2013/02/26",8.82
"Currency","2013/02/25",8.87
"Currency","2013/02/22",8.86
"Currency","2013/02/21",8.90
"Currency","2013/02/20",8.91
"Currency","2013/02/19",8.86
"Currency","2013/02/18",8.89
"Currency","2013/02/15",8.86
"Currency","2013/02/14",8.79
"Currency","2013/02/13",8.87
"Currency","2013/02/12",8.92
"Currency","2013/02/11",8.91
"Currency","2013/02/08",8.88
"Currency","2013/02/07",8.91
"Currency","2013/02/06",8.91
"Currency","2013/02/05",8.83
"Currency","2013/02/04",8.92
"Currency","2013/02/01",8.84
"Currency","2013/01/31",8.96
"Currency","2013/01/30",9.04
"Currency","2013/01/29",9.03
"Currency","2013/01/28",9.10
"Currency","2013/01/25",8.94
"Currency","2013/01/24",9.05
"Currency","2013/01/23",9.07
"Currency","2013/01/22",8.86
"Currency","2013/01/21",8.86
"Currency","2013/01/18",8.89
"Currency","2013/01/17",8.81
"Currency","2013/01/16",8.80
"Currency","2013/01/15",8.81
