"Indicator","Time","Value (USD/MGA)"
"Currency","2015/06/16",3110.00
"Currency","2015/06/15",3197.00
"Currency","2015/06/12",3193.00
"Currency","2015/06/11",3180.00
"Currency","2015/06/10",3185.00
"Currency","2015/06/09",3102.00
"Currency","2015/06/08",3135.00
"Currency","2015/06/05",3170.00
"Currency","2015/06/04",3155.00
"Currency","2015/06/03",3155.00
"Currency","2015/06/02",3190.00
"Currency","2015/06/01",3190.00
"Currency","2015/05/29",3200.00
"Currency","2015/05/28",3096.00
"Currency","2015/05/27",2995.00
"Currency","2015/05/26",3097.00
"Currency","2015/05/25",3130.00
"Currency","2015/05/22",3130.00
"Currency","2015/05/21",3098.00
"Currency","2015/05/20",3052.50
"Currency","2015/05/19",3110.00
"Currency","2015/05/18",3115.00
"Currency","2015/05/15",3087.00
"Currency","2015/05/14",3005.00
"Currency","2015/05/13",3035.00
"Currency","2015/05/12",3040.00
"Currency","2015/05/11",3100.00
"Currency","2015/05/08",3085.00
"Currency","2015/05/07",2950.00
"Currency","2015/05/06",3000.00
"Currency","2015/05/05",3045.00
"Currency","2015/05/04",3047.00
"Currency","2015/05/01",3050.00
"Currency","2015/04/30",3050.00
"Currency","2015/04/29",3055.00
"Currency","2015/04/28",3095.00
"Currency","2015/04/27",3125.00
"Currency","2015/04/24",3055.00
"Currency","2015/04/23",3058.00
"Currency","2015/04/22",3085.00
"Currency","2015/04/21",3060.00
"Currency","2015/04/20",3070.00
"Currency","2015/04/17",3070.00
"Currency","2015/04/16",3090.00
"Currency","2015/04/15",3035.00
"Currency","2015/04/14",3055.00
"Currency","2015/04/13",3065.00
"Currency","2015/04/10",3030.00
"Currency","2015/04/09",3085.00
"Currency","2015/04/08",3060.00
"Currency","2015/04/07",3025.00
"Currency","2015/04/06",2998.00
"Currency","2015/04/03",3005.00
"Currency","2015/04/02",3007.00
"Currency","2015/04/01",3005.00
"Currency","2015/03/31",3010.00
"Currency","2015/03/30",2855.00
"Currency","2015/03/27",2860.00
"Currency","2015/03/26",2985.00
"Currency","2015/03/25",2988.00
"Currency","2015/03/24",2985.00
"Currency","2015/03/23",2985.00
"Currency","2015/03/20",2988.00
"Currency","2015/03/19",2950.00
"Currency","2015/03/18",2975.00
"Currency","2015/03/17",2988.00
"Currency","2015/03/16",2997.00
"Currency","2015/03/13",2975.00
"Currency","2015/03/12",2955.00
"Currency","2015/03/11",2935.00
"Currency","2015/03/10",2910.00
"Currency","2015/03/09",2950.00
"Currency","2015/03/06",2905.00
"Currency","2015/03/05",2900.00
"Currency","2015/03/04",2847.00
"Currency","2015/03/03",2875.00
"Currency","2015/03/02",2850.00
"Currency","2015/02/27",2845.00
"Currency","2015/02/26",2855.00
"Currency","2015/02/25",2855.00
"Currency","2015/02/24",2840.00
"Currency","2015/02/23",2820.00
"Currency","2015/02/20",2820.00
"Currency","2015/02/19",2835.00
"Currency","2015/02/18",2765.00
"Currency","2015/02/17",2820.00
"Currency","2015/02/16",2823.00
"Currency","2015/02/13",2815.00
"Currency","2015/02/12",2825.00
"Currency","2015/02/11",2810.00
"Currency","2015/02/10",2815.00
"Currency","2015/02/09",2808.00
"Currency","2015/02/06",2820.00
"Currency","2015/02/05",2825.00
"Currency","2015/02/04",2825.00
"Currency","2015/02/03",2800.00
"Currency","2015/02/02",2785.00
"Currency","2015/01/30",2732.50
"Currency","2015/01/29",2795.00
"Currency","2015/01/28",2790.00
"Currency","2015/01/27",2770.00
"Currency","2015/01/26",2755.00
"Currency","2015/01/23",2615.00
"Currency","2015/01/22",2600.00
"Currency","2015/01/21",2630.00
"Currency","2015/01/20",2630.00
"Currency","2015/01/19",2635.00
"Currency","2015/01/16",2635.00
"Currency","2015/01/15",2635.00
"Currency","2015/01/14",2635.00
"Currency","2015/01/13",2630.00
"Currency","2015/01/12",2615.00
"Currency","2015/01/09",2620.00
"Currency","2015/01/08",2615.00
"Currency","2015/01/07",2606.00
"Currency","2015/01/06",2620.00
"Currency","2015/01/05",2615.00
"Currency","2015/01/02",2525.00
"Currency","2015/01/01",2585.00
"Currency","2014/12/31",2585.00
"Currency","2014/12/30",2585.00
"Currency","2014/12/29",2535.00
"Currency","2014/12/26",2565.00
"Currency","2014/12/25",2570.00
"Currency","2014/12/24",2570.00
"Currency","2014/12/23",2565.00
"Currency","2014/12/22",2565.00
"Currency","2014/12/19",2580.00
"Currency","2014/12/18",2585.00
"Currency","2014/12/17",2560.00
"Currency","2014/12/16",2631.00
"Currency","2014/12/15",2570.00
"Currency","2014/12/12",2575.00
"Currency","2014/12/11",2595.00
"Currency","2014/12/10",2600.00
"Currency","2014/12/09",2605.00
"Currency","2014/12/08",2625.00
"Currency","2014/12/05",2638.00
"Currency","2014/12/04",2645.00
"Currency","2014/12/03",2665.00
"Currency","2014/12/02",2665.00
"Currency","2014/12/01",2595.00
"Currency","2014/11/28",2675.00
"Currency","2014/11/27",2695.00
"Currency","2014/11/26",2695.00
"Currency","2014/11/25",2700.00
"Currency","2014/11/24",2710.00
"Currency","2014/11/21",2710.00
"Currency","2014/11/20",2720.00
"Currency","2014/11/19",2710.00
"Currency","2014/11/18",2720.00
"Currency","2014/11/17",2720.00
"Currency","2014/11/14",2735.00
"Currency","2014/11/13",2695.00
"Currency","2014/11/12",2710.00
"Currency","2014/11/11",2720.00
"Currency","2014/11/10",2685.00
"Currency","2014/11/07",2700.00
"Currency","2014/11/06",2725.00
"Currency","2014/11/05",2710.00
"Currency","2014/11/04",2655.00
"Currency","2014/11/03",2680.00
"Currency","2014/10/31",2695.00
"Currency","2014/10/30",2710.00
"Currency","2014/10/29",2695.00
"Currency","2014/10/28",2710.00
"Currency","2014/10/27",2710.00
"Currency","2014/10/24",2730.00
"Currency","2014/10/23",2690.00
"Currency","2014/10/22",2710.00
"Currency","2014/10/21",2705.00
"Currency","2014/10/20",2695.00
"Currency","2014/10/17",2650.00
"Currency","2014/10/16",2668.00
"Currency","2014/10/15",2715.00
"Currency","2014/10/14",2695.00
"Currency","2014/10/13",2690.00
"Currency","2014/10/10",2690.00
"Currency","2014/10/09",2650.00
"Currency","2014/10/08",2690.00
"Currency","2014/10/07",2680.00
"Currency","2014/10/06",2715.00
"Currency","2014/10/03",2665.00
"Currency","2014/10/02",2665.00
"Currency","2014/10/01",2660.00
"Currency","2014/09/30",2650.00
"Currency","2014/09/29",2655.00
"Currency","2014/09/26",2627.50
"Currency","2014/09/25",2628.00
"Currency","2014/09/24",2645.00
"Currency","2014/09/23",2615.00
"Currency","2014/09/22",2615.00
"Currency","2014/09/19",2555.00
"Currency","2014/09/18",2625.00
"Currency","2014/09/17",2605.00
"Currency","2014/09/16",2587.00
"Currency","2014/09/15",2587.00
"Currency","2014/09/12",2568.00
"Currency","2014/09/11",2615.00
"Currency","2014/09/10",2580.00
"Currency","2014/09/09",2518.00
"Currency","2014/09/08",2581.50
"Currency","2014/09/05",2480.13
"Currency","2014/09/04",2568.00
"Currency","2014/09/03",2578.00
"Currency","2014/09/02",2455.00
"Currency","2014/09/01",2560.00
"Currency","2014/08/29",2555.00
"Currency","2014/08/28",2552.00
"Currency","2014/08/27",2550.00
"Currency","2014/08/26",2465.00
"Currency","2014/08/25",2540.00
"Currency","2014/08/22",2535.00
"Currency","2014/08/21",2560.50
"Currency","2014/08/20",2560.00
"Currency","2014/08/19",2462.46
"Currency","2014/08/18",2460.28
"Currency","2014/08/15",2514.00
"Currency","2014/08/14",2501.00
"Currency","2014/08/13",2480.00
"Currency","2014/08/12",2463.23
"Currency","2014/08/11",2480.00
"Currency","2014/08/08",2480.00
"Currency","2014/08/07",2484.00
"Currency","2014/08/06",2482.00
"Currency","2014/08/05",2480.00
"Currency","2014/08/04",2472.50
"Currency","2014/08/01",2466.50
"Currency","2014/07/31",2453.29
"Currency","2014/07/30",2470.50
"Currency","2014/07/29",2470.50
"Currency","2014/07/28",2460.50
"Currency","2014/07/25",2460.00
"Currency","2014/07/24",2460.00
"Currency","2014/07/23",2454.00
"Currency","2014/07/22",2455.00
"Currency","2014/07/21",2451.00
"Currency","2014/07/18",2437.50
"Currency","2014/07/17",2439.00
"Currency","2014/07/16",2438.00
"Currency","2014/07/15",2402.95
"Currency","2014/07/14",2425.00
"Currency","2014/07/11",2422.50
"Currency","2014/07/10",2420.00
"Currency","2014/07/09",2418.50
"Currency","2014/07/08",2420.00
"Currency","2014/07/07",2419.50
"Currency","2014/07/04",2449.00
"Currency","2014/07/03",2415.00
"Currency","2014/07/02",2414.00
"Currency","2014/07/01",2415.00
"Currency","2014/06/30",2405.50
"Currency","2014/06/27",2366.00
"Currency","2014/06/26",2367.00
"Currency","2014/06/25",2431.50
"Currency","2014/06/24",2357.07
"Currency","2014/06/23",2358.24
"Currency","2014/06/20",2384.00
"Currency","2014/06/19",2381.00
"Currency","2014/06/18",2381.00
"Currency","2014/06/17",2380.50
"Currency","2014/06/16",2375.00
"Currency","2014/06/13",2358.48
"Currency","2014/06/12",2376.00
"Currency","2014/06/11",2365.00
"Currency","2014/06/10",2375.00
"Currency","2014/06/09",2431.17
"Currency","2014/06/06",2431.17
"Currency","2014/06/05",2360.50
"Currency","2014/06/04",2431.17
"Currency","2014/06/03",2356.00
"Currency","2014/06/02",2431.17
"Currency","2014/05/30",2345.50
"Currency","2014/05/29",2431.17
"Currency","2014/05/28",2348.00
"Currency","2014/05/27",2418.89
"Currency","2014/05/26",2341.26
"Currency","2014/05/23",2401.28
"Currency","2014/05/22",2388.91
"Currency","2014/05/21",2383.96
"Currency","2014/05/20",2383.96
"Currency","2014/05/19",2371.92
"Currency","2014/05/16",2408.76
"Currency","2014/05/15",2408.76
"Currency","2014/05/14",2408.76
"Currency","2014/05/13",2396.33
"Currency","2014/05/12",2388.91
"Currency","2014/05/09",2367.43
"Currency","2014/05/08",2399.02
"Currency","2014/05/07",2315.00
"Currency","2014/05/06",2389.35
"Currency","2014/05/05",2372.88
"Currency","2014/05/02",2358.50
"Currency","2014/05/01",2351.66
"Currency","2014/04/30",2388.91
"Currency","2014/04/29",2332.50
"Currency","2014/04/28",2367.59
"Currency","2014/04/25",2345.00
"Currency","2014/04/24",2383.01
"Currency","2014/04/23",2383.01
"Currency","2014/04/22",2340.30
"Currency","2014/04/21",2348.18
"Currency","2014/04/18",2382.47
"Currency","2014/04/17",2382.47
"Currency","2014/04/16",2397.11
"Currency","2014/04/15",2382.47
"Currency","2014/04/14",2382.47
"Currency","2014/04/11",2350.14
"Currency","2014/04/10",2382.68
"Currency","2014/04/09",2382.68
"Currency","2014/04/08",2382.68
"Currency","2014/04/07",2358.71
"Currency","2014/04/04",2358.71
"Currency","2014/04/03",2345.25
"Currency","2014/04/02",2368.13
"Currency","2014/04/01",2346.25
"Currency","2014/03/31",2378.03
"Currency","2014/03/28",2378.03
"Currency","2014/03/27",2348.23
"Currency","2014/03/26",2330.00
"Currency","2014/03/25",2335.00
"Currency","2014/03/24",2346.00
"Currency","2014/03/21",2334.03
"Currency","2014/03/20",2345.50
"Currency","2014/03/19",2335.00
"Currency","2014/03/18",2337.50
"Currency","2014/03/17",2351.00
"Currency","2014/03/14",2332.50
"Currency","2014/03/13",2321.00
"Currency","2014/03/12",2330.00
"Currency","2014/03/11",2324.53
"Currency","2014/03/10",2338.50
"Currency","2014/03/07",2337.50
"Currency","2014/03/06",2335.00
"Currency","2014/03/05",2334.50
"Currency","2014/03/04",2333.00
"Currency","2014/03/03",2332.50
"Currency","2014/02/28",2341.50
"Currency","2014/02/27",2340.50
"Currency","2014/02/26",2340.00
"Currency","2014/02/25",2346.00
"Currency","2014/02/24",2345.00
"Currency","2014/02/21",2339.00
"Currency","2014/02/20",2335.50
"Currency","2014/02/19",2335.00
"Currency","2014/02/18",2335.50
"Currency","2014/02/17",2306.83
"Currency","2014/02/14",2332.00
"Currency","2014/02/13",2331.00
"Currency","2014/02/12",2332.00
"Currency","2014/02/11",2301.79
"Currency","2014/02/10",2325.00
"Currency","2014/02/07",2330.00
"Currency","2014/02/06",2340.00
"Currency","2014/02/05",2350.00
"Currency","2014/02/04",2340.00
"Currency","2014/02/03",2337.50
"Currency","2014/01/31",2311.00
"Currency","2014/01/30",2310.00
"Currency","2014/01/29",2307.00
"Currency","2014/01/28",2294.00
"Currency","2014/01/27",2275.55
"Currency","2014/01/24",2291.00
"Currency","2014/01/23",2289.00
"Currency","2014/01/22",2290.00
"Currency","2014/01/21",2278.71
"Currency","2014/01/20",2273.73
"Currency","2014/01/17",2280.00
"Currency","2014/01/16",2275.50
"Currency","2014/01/15",2275.00
"Currency","2014/01/14",2283.50
"Currency","2014/01/13",2282.50
"Currency","2014/01/10",2265.13
"Currency","2014/01/09",2278.00
"Currency","2014/01/08",2275.00
"Currency","2014/01/07",2261.00
"Currency","2014/01/06",2262.00
"Currency","2014/01/03",2246.50
"Currency","2014/01/02",2247.50
"Currency","2014/01/01",2265.00
"Currency","2013/12/31",2240.50
"Currency","2013/12/30",2236.01
"Currency","2013/12/27",2262.50
"Currency","2013/12/26",2265.00
"Currency","2013/12/25",2265.00
"Currency","2013/12/24",2262.00
"Currency","2013/12/23",2261.00
"Currency","2013/12/20",2262.00
"Currency","2013/12/19",2262.00
"Currency","2013/12/18",2260.00
"Currency","2013/12/17",2244.78
"Currency","2013/12/16",2242.98
"Currency","2013/12/13",2233.17
"Currency","2013/12/12",2248.50
"Currency","2013/12/11",2260.00
"Currency","2013/12/10",2262.50
"Currency","2013/12/09",2260.00
"Currency","2013/12/06",2255.00
"Currency","2013/12/05",2255.00
"Currency","2013/12/04",2256.00
"Currency","2013/12/03",2257.00
"Currency","2013/12/02",2257.00
"Currency","2013/11/29",2255.00
"Currency","2013/11/28",2258.57
"Currency","2013/11/27",2256.50
"Currency","2013/11/26",2254.50
"Currency","2013/11/25",2255.00
"Currency","2013/11/22",2265.50
"Currency","2013/11/21",2248.33
"Currency","2013/11/20",2260.00
"Currency","2013/11/19",2258.50
"Currency","2013/11/18",2255.00
"Currency","2013/11/15",2264.50
"Currency","2013/11/14",2265.00
"Currency","2013/11/13",2256.00
"Currency","2013/11/12",2255.50
"Currency","2013/11/11",2255.00
"Currency","2013/11/08",2248.00
"Currency","2013/11/07",2174.85
"Currency","2013/11/06",2241.00
"Currency","2013/11/05",2224.00
"Currency","2013/11/04",2223.00
"Currency","2013/11/01",2196.00
"Currency","2013/10/31",2201.00
"Currency","2013/10/30",2200.00
"Currency","2013/10/29",2199.50
"Currency","2013/10/28",2201.00
"Currency","2013/10/25",2203.50
"Currency","2013/10/24",2207.50
"Currency","2013/10/23",2208.00
"Currency","2013/10/22",2175.00
"Currency","2013/10/21",2220.00
"Currency","2013/10/18",2181.22
"Currency","2013/10/17",2253.00
"Currency","2013/10/16",2242.50
"Currency","2013/10/15",2255.00
"Currency","2013/10/14",2258.13
"Currency","2013/10/11",2258.13
"Currency","2013/10/10",2219.50
"Currency","2013/10/09",2203.25
"Currency","2013/10/08",2208.72
"Currency","2013/10/07",2217.52
"Currency","2013/10/04",2250.53
"Currency","2013/10/03",2242.74
"Currency","2013/10/02",2240.02
"Currency","2013/10/01",2236.63
"Currency","2013/09/30",2252.50
"Currency","2013/09/27",2235.11
"Currency","2013/09/26",2240.00
"Currency","2013/09/25",2233.85
"Currency","2013/09/24",2203.74
"Currency","2013/09/23",2215.00
"Currency","2013/09/20",2192.72
"Currency","2013/09/19",2205.00
"Currency","2013/09/18",2201.14
"Currency","2013/09/17",2215.54
"Currency","2013/09/16",2202.72
"Currency","2013/09/13",2210.00
"Currency","2013/09/12",2203.84
"Currency","2013/09/11",2215.00
"Currency","2013/09/10",2207.50
"Currency","2013/09/09",2200.00
"Currency","2013/09/06",2201.09
"Currency","2013/09/05",2217.50
"Currency","2013/09/04",2199.41
"Currency","2013/09/03",2196.48
"Currency","2013/09/02",2192.18
"Currency","2013/08/30",2204.00
"Currency","2013/08/29",2203.50
"Currency","2013/08/28",2204.00
"Currency","2013/08/27",2203.00
"Currency","2013/08/26",2203.00
"Currency","2013/08/23",2171.20
"Currency","2013/08/22",2194.00
"Currency","2013/08/21",2201.00
"Currency","2013/08/20",2200.50
"Currency","2013/08/19",2198.00
"Currency","2013/08/16",2197.00
"Currency","2013/08/15",2199.00
"Currency","2013/08/14",2198.00
"Currency","2013/08/13",2178.22
"Currency","2013/08/12",2207.50
"Currency","2013/08/09",2208.50
"Currency","2013/08/08",2178.20
"Currency","2013/08/07",2209.00
"Currency","2013/08/06",2212.00
"Currency","2013/08/05",2213.50
"Currency","2013/08/02",2214.00
"Currency","2013/08/01",2215.50
"Currency","2013/07/31",2219.50
"Currency","2013/07/30",2188.34
"Currency","2013/07/29",2187.75
"Currency","2013/07/26",2190.12
"Currency","2013/07/25",2198.50
"Currency","2013/07/24",2210.57
"Currency","2013/07/23",2235.00
"Currency","2013/07/22",2198.86
"Currency","2013/07/19",2237.50
"Currency","2013/07/18",2230.00
"Currency","2013/07/17",2228.50
"Currency","2013/07/16",2221.00
"Currency","2013/07/15",2221.00
"Currency","2013/07/12",2220.00
"Currency","2013/07/11",2220.50
"Currency","2013/07/10",2220.00
"Currency","2013/07/09",2217.00
"Currency","2013/07/08",2212.00
"Currency","2013/07/05",2207.50
"Currency","2013/07/04",2206.00
"Currency","2013/07/03",2202.50
"Currency","2013/07/02",2196.00
"Currency","2013/07/01",2200.00
"Currency","2013/06/28",2193.00
"Currency","2013/06/27",2186.31
"Currency","2013/06/26",2190.50
"Currency","2013/06/25",2190.50
"Currency","2013/06/24",2188.50
"Currency","2013/06/21",2185.00
"Currency","2013/06/20",2184.00
"Currency","2013/06/19",2193.00
"Currency","2013/06/18",2191.00
"Currency","2013/06/17",2196.00
"Currency","2013/06/14",2167.46
"Currency","2013/06/13",2169.99
"Currency","2013/06/12",2175.50
"Currency","2013/06/11",2176.18
"Currency","2013/06/10",2179.11
"Currency","2013/06/07",2182.20
"Currency","2013/06/06",2194.85
"Currency","2013/06/05",2196.85
"Currency","2013/06/04",2196.40
"Currency","2013/06/03",2198.36
"Currency","2013/05/31",2196.81
"Currency","2013/05/30",2198.32
"Currency","2013/05/29",2217.50
"Currency","2013/05/28",2209.50
"Currency","2013/05/27",2211.00
"Currency","2013/05/24",2208.50
"Currency","2013/05/23",2219.00
"Currency","2013/05/22",2213.00
"Currency","2013/05/21",2217.50
