"Indicator","Time","Value (USD/IDR)"
"Currency","2015/06/02",13188.00
"Currency","2015/06/01",13200.00
"Currency","2015/05/29",13224.00
"Currency","2015/05/28",13170.00
"Currency","2015/05/27",13217.00
"Currency","2015/05/26",13173.00
"Currency","2015/05/25",13140.00
"Currency","2015/05/22",13158.00
"Currency","2015/05/21",13015.00
"Currency","2015/05/20",13168.00
"Currency","2015/05/19",13162.00
"Currency","2015/05/18",13047.00
"Currency","2015/05/15",13084.00
"Currency","2015/05/14",13102.00
"Currency","2015/05/13",13145.00
"Currency","2015/05/12",13170.00
"Currency","2015/05/11",13047.00
"Currency","2015/05/08",13121.00
"Currency","2015/05/07",13004.00
"Currency","2015/05/05",12860.00
"Currency","2015/05/04",12975.00
"Currency","2015/05/01",12948.00
"Currency","2015/04/30",12915.00
"Currency","2015/04/29",12935.00
"Currency","2015/04/28",12927.00
"Currency","2015/04/27",12942.00
"Currency","2015/04/24",12922.00
"Currency","2015/04/23",12900.00
"Currency","2015/04/22",12925.00
"Currency","2015/04/21",12970.00
"Currency","2015/04/20",12800.00
"Currency","2015/04/17",12850.00
"Currency","2015/04/16",12897.00
"Currency","2015/04/15",12975.00
"Currency","2015/04/14",13045.00
"Currency","2015/04/13",12890.00
"Currency","2015/04/10",12927.00
"Currency","2015/04/09",12925.00
"Currency","2015/04/08",12995.00
"Currency","2015/04/07",12945.00
"Currency","2015/04/06",12965.00
"Currency","2015/04/03",13020.00
"Currency","2015/04/02",12958.00
"Currency","2015/04/01",13060.00
"Currency","2015/03/31",13087.00
"Currency","2015/03/30",13035.00
"Currency","2015/03/27",13065.00
"Currency","2015/03/26",12930.00
"Currency","2015/03/25",12905.00
"Currency","2015/03/24",12943.00
"Currency","2015/03/23",13025.00
"Currency","2015/03/20",13124.00
"Currency","2015/03/19",12880.00
"Currency","2015/03/18",13120.00
"Currency","2015/03/17",13195.00
"Currency","2015/03/16",13185.00
"Currency","2015/03/13",13205.00
"Currency","2015/03/12",13175.00
"Currency","2015/03/11",13070.00
"Currency","2015/03/10",13073.00
"Currency","2015/03/09",13030.00
"Currency","2015/03/06",12976.00
"Currency","2015/03/05",13015.00
"Currency","2015/03/04",12970.00
"Currency","2015/03/03",12995.00
"Currency","2015/03/02",12978.00
"Currency","2015/02/27",12932.00
"Currency","2015/02/26",12855.00
"Currency","2015/02/25",12797.00
"Currency","2015/02/24",12860.00
"Currency","2015/02/23",12813.00
"Currency","2015/02/20",12825.00
"Currency","2015/02/19",12810.00
"Currency","2015/02/18",12772.00
"Currency","2015/02/17",12615.00
"Currency","2015/02/16",12677.00
"Currency","2015/02/13",12798.00
"Currency","2015/02/12",12805.00
"Currency","2015/02/11",12727.00
"Currency","2015/02/10",12665.00
"Currency","2015/02/09",12633.00
"Currency","2015/02/06",12621.00
"Currency","2015/02/05",12625.00
"Currency","2015/02/04",12575.00
"Currency","2015/02/03",12645.00
"Currency","2015/02/02",12730.00
"Currency","2015/01/30",12672.00
"Currency","2015/01/29",12455.00
"Currency","2015/01/28",12450.00
"Currency","2015/01/27",12487.00
"Currency","2015/01/26",12423.00
"Currency","2015/01/23",12459.00
"Currency","2015/01/22",12465.00
"Currency","2015/01/21",12562.00
"Currency","2015/01/20",12630.00
"Currency","2015/01/19",12580.00
"Currency","2015/01/16",12590.00
"Currency","2015/01/15",12555.00
"Currency","2015/01/14",12587.00
"Currency","2015/01/13",12558.00
"Currency","2015/01/12",12565.00
"Currency","2015/01/09",12647.00
"Currency","2015/01/08",12720.00
"Currency","2015/01/07",12635.00
"Currency","2015/01/06",12625.00
"Currency","2015/01/05",12480.00
"Currency","2015/01/02",12545.00
"Currency","2015/01/01",12390.00
"Currency","2014/12/31",12420.00
"Currency","2014/12/30",12410.00
"Currency","2014/12/29",12405.00
"Currency","2014/12/26",12409.00
"Currency","2014/12/25",12470.00
"Currency","2014/12/24",12415.00
"Currency","2014/12/23",12460.00
"Currency","2014/12/22",12435.00
"Currency","2014/12/19",12497.00
"Currency","2014/12/18",12673.00
"Currency","2014/12/17",12705.00
"Currency","2014/12/16",12850.00
"Currency","2014/12/15",12612.00
"Currency","2014/12/12",12467.00
"Currency","2014/12/11",12285.00
"Currency","2014/12/10",12285.00
"Currency","2014/12/09",12285.00
"Currency","2014/12/08",12285.00
"Currency","2014/12/05",12299.00
"Currency","2014/12/04",12285.00
"Currency","2014/12/03",12285.00
"Currency","2014/12/02",12285.00
"Currency","2014/12/01",12175.00
"Currency","2014/11/28",12206.00
"Currency","2014/11/27",12175.00
"Currency","2014/11/26",12133.00
"Currency","2014/11/25",12133.00
"Currency","2014/11/24",12133.00
"Currency","2014/11/23",12150.00
"Currency","2014/11/22",12155.00
"Currency","2014/11/21",12147.00
"Currency","2014/11/20",12102.00
"Currency","2014/11/19",12125.00
"Currency","2014/11/18",12195.00
"Currency","2014/11/17",12200.00
"Currency","2014/11/16",12260.00
"Currency","2014/11/15",12215.00
"Currency","2014/11/14",12214.00
"Currency","2014/11/13",12187.00
"Currency","2014/11/12",12128.00
"Currency","2014/11/11",12145.00
"Currency","2014/11/10",12175.00
"Currency","2014/11/09",12140.00
"Currency","2014/11/08",12138.00
"Currency","2014/11/07",12178.00
"Currency","2014/11/06",12175.00
"Currency","2014/11/05",12110.00
"Currency","2014/11/04",12107.00
"Currency","2014/11/03",12070.00
"Currency","2014/11/02",12085.00
"Currency","2014/11/01",12085.00
"Currency","2014/10/31",12085.00
"Currency","2014/10/30",12092.00
"Currency","2014/10/29",12137.00
"Currency","2014/10/28",12100.00
"Currency","2014/10/27",12075.00
"Currency","2014/10/26",12220.00
"Currency","2014/10/25",12069.00
"Currency","2014/10/24",12069.00
"Currency","2014/10/23",11980.00
"Currency","2014/10/22",11987.00
"Currency","2014/10/21",12008.00
"Currency","2014/10/20",12102.00
"Currency","2014/10/19",12155.00
"Currency","2014/10/18",12105.00
"Currency","2014/10/17",12110.00
"Currency","2014/10/16",12227.00
"Currency","2014/10/15",12188.00
"Currency","2014/10/14",12200.00
"Currency","2014/10/13",12210.00
"Currency","2014/10/12",12220.00
"Currency","2014/10/11",12220.00
"Currency","2014/10/10",12222.00
"Currency","2014/10/09",12210.00
"Currency","2014/10/08",12218.00
"Currency","2014/10/07",12147.00
"Currency","2014/10/06",12181.00
"Currency","2014/10/05",12180.00
"Currency","2014/10/04",12180.00
"Currency","2014/10/03",12178.00
"Currency","2014/10/02",12130.00
"Currency","2014/10/01",12175.00
"Currency","2014/09/30",12132.00
"Currency","2014/09/29",12050.00
"Currency","2014/09/28",12025.00
"Currency","2014/09/27",12025.00
"Currency","2014/09/26",12048.00
"Currency","2014/09/25",11943.00
"Currency","2014/09/24",11970.00
"Currency","2014/09/23",11978.00
"Currency","2014/09/22",11983.00
"Currency","2014/09/21",12015.00
"Currency","2014/09/20",11989.00
"Currency","2014/09/19",11970.00
"Currency","2014/09/18",11962.00
"Currency","2014/09/17",11975.00
"Currency","2014/09/16",11925.00
"Currency","2014/09/15",11885.00
"Currency","2014/09/14",11868.00
"Currency","2014/09/13",11859.00
"Currency","2014/09/12",11822.00
"Currency","2014/09/11",11805.00
"Currency","2014/09/10",11775.00
"Currency","2014/09/09",11713.00
"Currency","2014/09/08",11722.00
"Currency","2014/09/05",11759.00
"Currency","2014/09/04",11767.00
"Currency","2014/09/03",11743.00
"Currency","2014/09/02",11698.00
"Currency","2014/09/01",11694.00
"Currency","2014/08/29",11690.00
"Currency","2014/08/28",11665.00
"Currency","2014/08/27",11688.00
"Currency","2014/08/26",11703.00
"Currency","2014/08/25",11660.00
"Currency","2014/08/22",11673.00
"Currency","2014/08/21",11700.00
"Currency","2014/08/20",11663.00
"Currency","2014/08/19",11680.00
"Currency","2014/08/18",11667.00
"Currency","2014/08/15",11678.00
"Currency","2014/08/14",11683.00
"Currency","2014/08/13",11680.00
"Currency","2014/08/12",11700.00
"Currency","2014/08/11",11745.00
"Currency","2014/08/08",11779.00
"Currency","2014/08/07",11758.00
"Currency","2014/08/06",11675.00
"Currency","2014/08/05",11755.00
"Currency","2014/08/04",11861.00
"Currency","2014/08/01",11803.00
"Currency","2014/07/31",11561.00
"Currency","2014/07/30",11560.00
"Currency","2014/07/29",11561.00
"Currency","2014/07/28",11561.00
"Currency","2014/07/25",11578.00
"Currency","2014/07/24",11485.00
"Currency","2014/07/23",11580.00
"Currency","2014/07/22",11566.00
"Currency","2014/07/21",11615.00
"Currency","2014/07/19",11683.00
"Currency","2014/07/18",11615.00
"Currency","2014/07/17",11642.00
"Currency","2014/07/16",11720.00
"Currency","2014/07/15",11663.00
"Currency","2014/07/14",11605.00
"Currency","2014/07/13",11585.00
"Currency","2014/07/12",11585.00
"Currency","2014/07/11",11588.00
"Currency","2014/07/10",11615.00
"Currency","2014/07/09",11665.00
"Currency","2014/07/08",11725.00
"Currency","2014/07/07",11860.00
"Currency","2014/07/06",11920.00
"Currency","2014/07/05",11920.00
"Currency","2014/07/04",11873.00
"Currency","2014/07/03",11900.00
"Currency","2014/07/02",11865.00
"Currency","2014/07/01",11885.00
"Currency","2014/06/30",12020.00
"Currency","2014/06/29",12040.00
"Currency","2014/06/28",12035.00
"Currency","2014/06/27",11995.00
"Currency","2014/06/26",12090.00
"Currency","2014/06/25",11995.00
"Currency","2014/06/24",11988.00
"Currency","2014/06/23",11950.00
"Currency","2014/06/22",12018.00
"Currency","2014/06/21",11992.00
"Currency","2014/06/20",11973.00
"Currency","2014/06/19",12005.00
"Currency","2014/06/18",11885.00
"Currency","2014/06/17",11815.00
"Currency","2014/06/16",11785.00
"Currency","2014/06/15",11825.00
"Currency","2014/06/14",11825.00
"Currency","2014/06/13",11796.00
"Currency","2014/06/12",11805.00
"Currency","2014/06/11",11815.00
"Currency","2014/06/10",11775.00
"Currency","2014/06/09",11815.00
"Currency","2014/06/08",11880.00
"Currency","2014/06/07",11818.00
"Currency","2014/06/06",11838.00
"Currency","2014/06/05",11880.00
"Currency","2014/06/04",11770.00
"Currency","2014/06/03",11760.00
"Currency","2014/06/02",11660.00
"Currency","2014/06/01",11675.00
"Currency","2014/05/31",11698.00
"Currency","2014/05/30",11676.00
"Currency","2014/05/29",11630.00
"Currency","2014/05/28",11560.00
"Currency","2014/05/27",11560.00
"Currency","2014/05/26",11590.00
"Currency","2014/05/24",11610.00
"Currency","2014/05/23",11615.00
"Currency","2014/05/22",11495.00
"Currency","2014/05/21",11460.00
"Currency","2014/05/20",11400.00
"Currency","2014/05/19",11390.00
"Currency","2014/05/18",11415.00
"Currency","2014/05/17",11378.00
"Currency","2014/05/16",11413.00
"Currency","2014/05/15",11370.00
"Currency","2014/05/14",11485.00
"Currency","2014/05/13",11520.00
"Currency","2014/05/12",11505.00
"Currency","2014/05/11",11577.00
"Currency","2014/05/10",11577.00
"Currency","2014/05/09",11532.00
"Currency","2014/05/08",11550.00
"Currency","2014/05/07",11510.00
"Currency","2014/05/06",11505.00
"Currency","2014/05/05",11505.00
"Currency","2014/05/04",11526.00
"Currency","2014/05/03",11526.00
"Currency","2014/05/02",11525.00
"Currency","2014/05/01",11545.00
"Currency","2014/04/30",11515.00
"Currency","2014/04/29",11580.00
"Currency","2014/04/28",11565.00
"Currency","2014/04/27",11610.00
"Currency","2014/04/26",11567.00
"Currency","2014/04/25",11565.00
"Currency","2014/04/24",11610.00
"Currency","2014/04/23",11540.00
"Currency","2014/04/22",11425.00
"Currency","2014/04/21",11445.00
"Currency","2014/04/20",11420.00
"Currency","2014/04/19",11420.00
"Currency","2014/04/18",11424.00
"Currency","2014/04/17",11405.00
"Currency","2014/04/16",11410.00
"Currency","2014/04/15",11436.00
"Currency","2014/04/14",11395.00
"Currency","2014/04/13",11415.00
"Currency","2014/04/12",11415.00
"Currency","2014/04/11",11414.00
"Currency","2014/04/10",11363.00
"Currency","2014/04/09",11295.00
"Currency","2014/04/08",11295.00
"Currency","2014/04/07",11310.00
"Currency","2014/04/06",11323.00
"Currency","2014/04/05",11323.00
"Currency","2014/04/04",11317.00
"Currency","2014/04/03",11330.00
"Currency","2014/04/02",11285.00
"Currency","2014/04/01",11230.00
"Currency","2014/03/31",11305.00
"Currency","2014/03/30",11450.00
"Currency","2014/03/29",11365.00
"Currency","2014/03/28",11361.00
"Currency","2014/03/27",11435.00
"Currency","2014/03/26",11381.00
"Currency","2014/03/25",11361.00
"Currency","2014/03/24",11401.00
"Currency","2014/03/23",11448.00
"Currency","2014/03/22",11448.00
"Currency","2014/03/21",11425.00
"Currency","2014/03/20",11310.00
"Currency","2014/03/19",11325.00
"Currency","2014/03/18",11286.00
"Currency","2014/03/17",11296.00
"Currency","2014/03/16",11355.00
"Currency","2014/03/15",11355.00
"Currency","2014/03/14",11356.00
"Currency","2014/03/13",11435.00
"Currency","2014/03/12",11485.00
"Currency","2014/03/11",11430.00
"Currency","2014/03/10",11486.00
"Currency","2014/03/09",11485.00
"Currency","2014/03/08",11443.00
"Currency","2014/03/07",11440.00
"Currency","2014/03/06",11571.00
"Currency","2014/03/05",11566.00
"Currency","2014/03/04",11656.00
"Currency","2014/03/03",11569.00
"Currency","2014/03/02",11608.00
"Currency","2014/03/01",11633.00
"Currency","2014/02/28",11610.00
"Currency","2014/02/27",11666.00
"Currency","2014/02/26",11620.00
"Currency","2014/02/25",11576.00
"Currency","2014/02/24",11686.00
"Currency","2014/02/23",11740.00
"Currency","2014/02/22",11768.00
"Currency","2014/02/21",11744.00
"Currency","2014/02/20",11671.00
"Currency","2014/02/19",11840.00
"Currency","2014/02/18",11631.00
"Currency","2014/02/17",11686.00
"Currency","2014/02/16",11825.00
"Currency","2014/02/15",11825.00
"Currency","2014/02/14",11831.00
"Currency","2014/02/13",11931.00
"Currency","2014/02/12",11946.00
"Currency","2014/02/11",12026.00
"Currency","2014/02/10",12001.00
"Currency","2014/02/09",12160.00
"Currency","2014/02/08",12160.00
"Currency","2014/02/07",12161.00
"Currency","2014/02/06",12020.00
"Currency","2014/02/05",11981.00
"Currency","2014/02/04",12083.00
"Currency","2014/02/03",12150.00
"Currency","2014/02/02",12210.00
"Currency","2014/02/01",12210.00
"Currency","2014/01/31",12213.00
"Currency","2014/01/30",12145.00
"Currency","2014/01/29",12093.00
"Currency","2014/01/28",12197.00
"Currency","2014/01/27",12127.00
"Currency","2014/01/25",12180.00
"Currency","2014/01/24",12181.00
"Currency","2014/01/23",12052.00
"Currency","2014/01/22",12038.00
"Currency","2014/01/21",11897.00
"Currency","2014/01/20",11858.00
"Currency","2014/01/19",12090.00
"Currency","2014/01/18",12090.00
"Currency","2014/01/17",12091.00
"Currency","2014/01/16",11828.00
"Currency","2014/01/15",11801.00
"Currency","2014/01/14",11812.00
"Currency","2014/01/13",12017.00
"Currency","2014/01/12",12160.00
"Currency","2014/01/11",12160.00
"Currency","2014/01/10",12162.00
"Currency","2014/01/09",12077.00
"Currency","2014/01/08",12065.00
"Currency","2014/01/07",12133.00
"Currency","2014/01/06",12112.00
"Currency","2014/01/05",12165.00
"Currency","2014/01/04",12165.00
"Currency","2014/01/03",12180.00
"Currency","2014/01/02",12158.00
"Currency","2014/01/01",12158.00
"Currency","2013/12/31",12217.00
"Currency","2013/12/30",12142.00
"Currency","2013/12/29",12250.00
"Currency","2013/12/28",12250.00
"Currency","2013/12/27",12261.00
"Currency","2013/12/26",12143.00
"Currency","2013/12/25",12148.00
"Currency","2013/12/24",12147.00
"Currency","2013/12/23",12153.00
"Currency","2013/12/22",12205.00
"Currency","2013/12/21",12205.00
"Currency","2013/12/20",12214.00
"Currency","2013/12/19",12012.00
"Currency","2013/12/18",11984.00
"Currency","2013/12/17",11973.00
"Currency","2013/12/16",11988.00
"Currency","2013/12/15",12100.00
"Currency","2013/12/14",12100.00
"Currency","2013/12/13",12106.00
"Currency","2013/12/12",11878.00
"Currency","2013/12/11",11834.00
"Currency","2013/12/10",11813.00
"Currency","2013/12/08",11953.00
"Currency","2013/12/07",11953.00
"Currency","2013/12/06",11964.00
"Currency","2013/12/05",11972.00
"Currency","2013/12/04",11885.00
"Currency","2013/12/01",11960.00
"Currency","2013/11/30",11960.00
"Currency","2013/11/29",11965.00
"Currency","2013/11/28",11880.00
"Currency","2013/11/27",11750.00
"Currency","2013/11/26",11719.00
"Currency","2013/11/24",11690.00
"Currency","2013/11/23",11690.00
"Currency","2013/11/22",11700.00
"Currency","2013/11/21",11629.00
"Currency","2013/11/20",11570.00
"Currency","2013/11/19",11605.00
"Currency","2013/11/17",11610.00
"Currency","2013/11/16",11610.00
"Currency","2013/11/15",11623.00
"Currency","2013/11/14",11577.00
"Currency","2013/11/13",11565.00
"Currency","2013/11/12",11532.00
"Currency","2013/11/10",11410.00
"Currency","2013/11/09",11410.00
"Currency","2013/11/08",11413.00
"Currency","2013/11/07",11380.00
"Currency","2013/11/06",11330.00
"Currency","2013/11/05",11327.00
"Currency","2013/11/04",11308.00
"Currency","2013/11/03",11335.00
"Currency","2013/11/02",11335.00
"Currency","2013/11/01",11335.00
