"Indicator","Time","Value (USD/XAF)"
"Currency","2015/04/01",609.73
"Currency","2015/03/31",610.76
"Currency","2015/03/30",605.68
"Currency","2015/03/27",602.32
"Currency","2015/03/26",600.77
"Currency","2015/03/25",597.00
"Currency","2015/03/24",601.43
"Currency","2015/03/23",600.33
"Currency","2015/03/20",607.67
"Currency","2015/03/19",617.45
"Currency","2015/03/18",616.29
"Currency","2015/03/17",618.56
"Currency","2015/03/16",620.08
"Currency","2015/03/13",623.44
"Currency","2015/03/12",617.86
"Currency","2015/03/11",620.26
"Currency","2015/03/10",612.61
"Currency","2015/03/09",604.79
"Currency","2015/03/06",603.92
"Currency","2015/03/05",594.72
"Currency","2015/03/04",592.66
"Currency","2015/03/03",586.48
"Currency","2015/03/02",585.91
"Currency","2015/02/27",584.81
"Currency","2015/02/26",584.97
"Currency","2015/02/25",577.55
"Currency","2015/02/24",578.59
"Currency","2015/02/23",577.70
"Currency","2015/02/20",576.99
"Currency","2015/02/19",575.88
"Currency","2015/02/18",577.35
"Currency","2015/02/17",575.45
"Currency","2015/02/16",575.17
"Currency","2015/02/13",575.27
"Currency","2015/02/12",576.79
"Currency","2015/02/11",580.26
"Currency","2015/02/10",579.26
"Currency","2015/02/09",578.67
"Currency","2015/02/06",578.21
"Currency","2015/02/05",573.86
"Currency","2015/02/04",574.16
"Currency","2015/02/03",572.96
"Currency","2015/02/02",578.26
"Currency","2015/01/30",581.29
"Currency","2015/01/29",578.54
"Currency","2015/01/28",578.39
"Currency","2015/01/27",575.37
"Currency","2015/01/26",582.76
"Currency","2015/01/23",583.09
"Currency","2015/01/22",574.56
"Currency","2015/01/21",566.13
"Currency","2015/01/20",566.82
"Currency","2015/01/19",563.94
"Currency","2015/01/16",570.52
"Currency","2015/01/15",566.09
"Currency","2015/01/14",556.48
"Currency","2015/01/13",556.76
"Currency","2015/01/12",555.04
"Currency","2015/01/09",554.27
"Currency","2015/01/08",556.24
"Currency","2015/01/07",555.73
"Currency","2015/01/06",550.32
"Currency","2015/01/05",549.51
"Currency","2015/01/02",545.24
"Currency","2015/01/01",542.09
"Currency","2014/12/31",542.09
"Currency","2014/12/30",539.23
"Currency","2014/12/29",538.53
"Currency","2014/12/26",538.97
"Currency","2014/12/25",538.13
"Currency","2014/12/24",538.13
"Currency","2014/12/23",538.70
"Currency","2014/12/22",535.14
"Currency","2014/12/19",534.88
"Currency","2014/12/18",534.18
"Currency","2014/12/17",529.23
"Currency","2014/12/16",524.36
"Currency","2014/12/15",528.03
"Currency","2014/12/12",526.36
"Currency","2014/12/11",529.74
"Currency","2014/12/10",528.29
"Currency","2014/12/09",527.99
"Currency","2014/12/08",533.66
"Currency","2014/12/05",533.42
"Currency","2014/12/04",527.42
"Currency","2014/12/03",532.36
"Currency","2014/12/02",528.89
"Currency","2014/12/01",525.75
"Currency","2014/11/28",526.17
"Currency","2014/11/27",525.54
"Currency","2014/11/26",523.57
"Currency","2014/11/25",525.37
"Currency","2014/11/24",527.44
"Currency","2014/11/21",528.44
"Currency","2014/11/20",523.07
"Currency","2014/11/19",523.07
"Currency","2014/11/18",523.44
"Currency","2014/11/17",526.59
"Currency","2014/11/14",525.62
"Currency","2014/11/13",525.83
"Currency","2014/11/12",525.73
"Currency","2014/11/11",527.86
"Currency","2014/11/10",527.14
"Currency","2014/11/07",528.40
"Currency","2014/11/06",527.44
"Currency","2014/11/05",525.24
"Currency","2014/11/04",521.78
"Currency","2014/11/03",525.41
"Currency","2014/10/31",523.55
"Currency","2014/10/30",519.71
"Currency","2014/10/29",514.03
"Currency","2014/10/28",514.59
"Currency","2014/10/27",516.03
"Currency","2014/10/24",517.78
"Currency","2014/10/23",518.60
"Currency","2014/10/22",517.86
"Currency","2014/10/21",515.30
"Currency","2014/10/20",513.24
"Currency","2014/10/17",513.77
"Currency","2014/10/16",513.24
"Currency","2014/10/15",514.09
"Currency","2014/10/14",517.82
"Currency","2014/10/13",517.29
"Currency","2014/10/10",519.52
"Currency","2014/10/09",515.99
"Currency","2014/10/08",517.05
"Currency","2014/10/07",519.40
"Currency","2014/10/06",521.88
"Currency","2014/10/03",524.28
"Currency","2014/10/02",518.39
"Currency","2014/10/01",520.78
"Currency","2014/09/30",519.26
"Currency","2014/09/29",517.05
"Currency","2014/09/26",516.66
"Currency","2014/09/25",514.57
"Currency","2014/09/24",512.50
"Currency","2014/09/23",509.93
"Currency","2014/09/22",511.54
"Currency","2014/09/19",510.85
"Currency","2014/09/18",507.62
"Currency","2014/09/17",506.15
"Currency","2014/09/16",506.82
"Currency","2014/09/15",506.98
"Currency","2014/09/12",507.00
"Currency","2014/09/11",506.88
"Currency","2014/09/10",507.84
"Currency","2014/09/09",507.92
"Currency","2014/09/08",506.58
"Currency","2014/09/05",506.19
"Currency","2014/09/04",505.88
"Currency","2014/09/03",499.30
"Currency","2014/09/02",499.87
"Currency","2014/09/01",499.32
"Currency","2014/08/29",497.99
"Currency","2014/08/28",497.86
"Currency","2014/08/27",496.82
"Currency","2014/08/26",496.80
"Currency","2014/08/25",496.99
"Currency","2014/08/24",495.32
"Currency","2014/08/23",495.32
"Currency","2014/08/22",495.75
"Currency","2014/08/21",493.75
"Currency","2014/08/20",493.66
"Currency","2014/08/19",492.49
"Currency","2014/08/18",490.85
"Currency","2014/08/17",489.50
"Currency","2014/08/16",489.50
"Currency","2014/08/15",490.14
"Currency","2014/08/14",490.23
"Currency","2014/08/13",490.23
"Currency","2014/08/12",491.07
"Currency","2014/08/11",489.97
"Currency","2014/08/10",489.10
"Currency","2014/08/09",489.10
"Currency","2014/08/08",488.99
"Currency","2014/08/07",491.29
"Currency","2014/08/06",491.11
"Currency","2014/08/05",490.63
"Currency","2014/08/04",488.80
"Currency","2014/08/03",488.37
"Currency","2014/08/02",488.37
"Currency","2014/08/01",488.46
"Currency","2014/07/31",490.25
"Currency","2014/07/30",490.30
"Currency","2014/07/29",489.11
"Currency","2014/07/28",488.08
"Currency","2014/07/27",488.40
"Currency","2014/07/26",488.40
"Currency","2014/07/25",488.31
"Currency","2014/07/24",487.01
"Currency","2014/07/23",487.21
"Currency","2014/07/22",487.06
"Currency","2014/07/21",485.15
"Currency","2014/07/19",484.97
"Currency","2014/07/18",485.55
"Currency","2014/07/17",485.24
"Currency","2014/07/16",484.62
"Currency","2014/07/15",483.40
"Currency","2014/07/14",481.36
"Currency","2014/07/13",482.05
"Currency","2014/07/12",482.05
"Currency","2014/07/11",482.35
"Currency","2014/07/10",482.28
"Currency","2014/07/09",480.88
"Currency","2014/07/08",481.82
"Currency","2014/07/07",482.46
"Currency","2014/07/06",482.51
"Currency","2014/07/05",482.51
"Currency","2014/07/04",482.71
"Currency","2014/07/03",481.96
"Currency","2014/07/02",480.39
"Currency","2014/07/01",479.51
"Currency","2014/06/30",479.09
"Currency","2014/06/29",480.61
"Currency","2014/06/28",480.61
"Currency","2014/06/27",480.88
"Currency","2014/06/26",482.69
"Currency","2014/06/25",481.13
"Currency","2014/06/24",482.44
"Currency","2014/06/23",482.58
"Currency","2014/06/22",482.32
"Currency","2014/06/21",482.32
"Currency","2014/06/20",483.19
"Currency","2014/06/19",481.18
"Currency","2014/06/18",483.31
"Currency","2014/06/17",484.31
"Currency","2014/06/16",483.37
"Currency","2014/06/15",484.35
"Currency","2014/06/14",484.35
"Currency","2014/06/13",484.87
"Currency","2014/06/12",484.04
"Currency","2014/06/11",484.70
"Currency","2014/06/10",484.26
"Currency","2014/06/09",482.57
"Currency","2014/06/06",480.94
"Currency","2014/06/05",481.79
"Currency","2014/06/04",481.56
"Currency","2014/06/03",481.59
"Currency","2014/06/02",482.05
"Currency","2014/05/30",480.71
"Currency","2014/05/29",481.77
"Currency","2014/05/28",482.41
"Currency","2014/05/27",481.80
"Currency","2014/05/26",480.50
"Currency","2014/05/23",481.20
"Currency","2014/05/22",480.32
"Currency","2014/05/21",480.04
"Currency","2014/05/20",478.95
"Currency","2014/05/19",478.12
"Currency","2014/05/16",478.64
"Currency","2014/05/15",478.22
"Currency","2014/05/14",478.43
"Currency","2014/05/13",478.57
"Currency","2014/05/12",476.86
"Currency","2014/05/09",476.83
"Currency","2014/05/08",473.17
"Currency","2014/05/07",471.14
"Currency","2014/05/06",470.79
"Currency","2014/05/05",472.64
"Currency","2014/05/02",473.08
"Currency","2014/05/01",473.08
"Currency","2014/04/30",473.08
"Currency","2014/04/29",474.72
"Currency","2014/04/28",473.80
"Currency","2014/04/25",474.04
"Currency","2014/04/24",474.66
"Currency","2014/04/23",474.31
"Currency","2014/04/22",475.45
"Currency","2014/04/21",475.19
"Currency","2014/04/18",474.11
"Currency","2014/04/17",474.11
"Currency","2014/04/16",475.10
"Currency","2014/04/15",474.50
"Currency","2014/04/14",474.79
"Currency","2014/04/11",472.33
"Currency","2014/04/10",472.55
"Currency","2014/04/09",474.48
"Currency","2014/04/08",475.52
"Currency","2014/04/07",477.33
"Currency","2014/04/04",479.02
"Currency","2014/04/03",478.22
"Currency","2014/04/02",476.43
"Currency","2014/04/01",475.52
"Currency","2014/03/31",475.93
"Currency","2014/03/28",476.97
"Currency","2014/03/27",477.42
"Currency","2014/03/26",475.83
"Currency","2014/03/25",476.10
"Currency","2014/03/24",475.90
"Currency","2014/03/21",475.93
"Currency","2014/03/20",475.90
"Currency","2014/03/19",471.58
"Currency","2014/03/18",471.47
"Currency","2014/03/17",470.99
"Currency","2014/03/14",471.06
"Currency","2014/03/13",470.97
"Currency","2014/03/12",471.74
"Currency","2014/03/11",473.05
"Currency","2014/03/10",472.60
"Currency","2014/03/07",473.20
"Currency","2014/03/06",473.95
"Currency","2014/03/05",477.42
"Currency","2014/03/04",477.32
"Currency","2014/03/03",476.24
"Currency","2014/02/28",474.93
"Currency","2014/02/27",479.44
"Currency","2014/02/26",479.95
"Currency","2014/02/25",477.63
"Currency","2014/02/24",477.87
"Currency","2014/02/21",477.23
"Currency","2014/02/20",478.36
"Currency","2014/02/19",476.93
"Currency","2014/02/18",477.02
"Currency","2014/02/17",478.71
"Currency","2014/02/14",479.29
"Currency","2014/02/13",479.99
"Currency","2014/02/12",482.72
"Currency","2014/02/11",479.62
"Currency","2014/02/10",480.64
"Currency","2014/02/07",481.66
"Currency","2014/02/06",482.33
"Currency","2014/02/05",484.72
"Currency","2014/02/04",485.51
"Currency","2014/02/03",485.22
"Currency","2014/01/31",486.41
"Currency","2014/01/30",483.61
"Currency","2014/01/29",480.74
"Currency","2014/01/28",480.06
"Currency","2014/01/27",479.72
"Currency","2014/01/24",479.30
"Currency","2014/01/23",479.48
"Currency","2014/01/22",483.58
"Currency","2014/01/21",484.29
"Currency","2014/01/20",483.61
"Currency","2014/01/17",483.83
"Currency","2014/01/16",482.26
"Currency","2014/01/15",482.51
"Currency","2014/01/14",479.23
"Currency","2014/01/13",480.43
"Currency","2014/01/10",479.78
"Currency","2014/01/09",482.83
"Currency","2014/01/08",482.30
"Currency","2014/01/07",482.09
"Currency","2014/01/06",480.81
"Currency","2014/01/03",481.84
"Currency","2014/01/02",480.25
"Currency","2014/01/01",476.03
"Currency","2013/12/31",476.03
"Currency","2013/12/30",474.83
"Currency","2013/12/27",476.10
"Currency","2013/12/26",479.06
"Currency","2013/12/25",479.95
"Currency","2013/12/24",479.95
"Currency","2013/12/23",478.57
"Currency","2013/12/20",479.83
"Currency","2013/12/19",479.90
"Currency","2013/12/18",476.62
"Currency","2013/12/17",477.73
"Currency","2013/12/16",476.92
"Currency","2013/12/13",477.73
"Currency","2013/12/12",476.93
"Currency","2013/12/11",475.65
"Currency","2013/12/10",476.31
"Currency","2013/12/09",478.12
"Currency","2013/12/06",479.36
"Currency","2013/12/05",480.32
"Currency","2013/12/04",483.86
"Currency","2013/12/03",482.76
"Currency","2013/12/02",483.86
"Currency","2013/11/29",481.77
"Currency","2013/11/28",482.33
"Currency","2013/11/27",483.22
"Currency","2013/11/26",483.72
"Currency","2013/11/25",485.66
"Currency","2013/11/22",485.01
"Currency","2013/11/21",487.28
"Currency","2013/11/20",487.21
"Currency","2013/11/19",484.99
"Currency","2013/11/18",484.99
"Currency","2013/11/15",486.81
"Currency","2013/11/14",487.39
"Currency","2013/11/13",489.35
"Currency","2013/11/12",488.15
"Currency","2013/11/11",489.24
"Currency","2013/11/08",491.37
"Currency","2013/11/07",490.16
"Currency","2013/11/06",484.90
"Currency","2013/11/05",486.81
"Currency","2013/11/04",485.51
"Currency","2013/11/01",486.34
"Currency","2013/10/31",482.49
"Currency","2013/10/30",476.33
"Currency","2013/10/29",476.38
"Currency","2013/10/28",475.83
"Currency","2013/10/25",475.53
"Currency","2013/10/24",475.21
"Currency","2013/10/23",475.93
"Currency","2013/10/22",476.24
"Currency","2013/10/21",479.65
"Currency","2013/10/18",478.95
"Currency","2013/10/17",480.06
"Currency","2013/10/16",486.20
"Currency","2013/10/15",485.76
"Currency","2013/10/14",482.81
"Currency","2013/10/11",483.65
"Currency","2013/10/10",485.08
"Currency","2013/10/09",485.30
"Currency","2013/10/08",482.44
"Currency","2013/10/07",483.33
"Currency","2013/10/04",482.48
"Currency","2013/10/03",481.48
"Currency","2013/10/02",482.65
"Currency","2013/10/01",484.97
"Currency","2013/09/30",484.58
"Currency","2013/09/27",484.40
"Currency","2013/09/26",486.57
"Currency","2013/09/25",485.62
"Currency","2013/09/24",486.16
"Currency","2013/09/23",486.16
"Currency","2013/09/20",485.55
"Currency","2013/09/19",484.36
"Currency","2013/09/18",491.42
"Currency","2013/09/17",491.39
"Currency","2013/09/16",491.26
"Currency","2013/09/13",494.70
"Currency","2013/09/12",492.88
"Currency","2013/09/11",493.14
"Currency","2013/09/10",494.44
"Currency","2013/09/09",494.95
"Currency","2013/09/06",498.52
"Currency","2013/09/05",500.00
"Currency","2013/09/04",497.03
"Currency","2013/09/03",498.56
"Currency","2013/09/02",497.37
"Currency","2013/08/30",497.46
"Currency","2013/08/29",496.01
"Currency","2013/08/28",491.70
"Currency","2013/08/27",489.75
"Currency","2013/08/26",490.45
"Currency","2013/08/23",489.39
"Currency","2013/08/22",491.53
"Currency","2013/08/21",490.36
"Currency","2013/08/20",488.55
"Currency","2013/08/19",491.33
"Currency","2013/08/16",491.98
"Currency","2013/08/15",495.00
"Currency","2013/08/14",494.44
"Currency","2013/08/13",495.56
"Currency","2013/08/12",493.44
"Currency","2013/08/09",491.29
"Currency","2013/08/08",490.05
"Currency","2013/08/07",492.49
"Currency","2013/08/06",492.84
"Currency","2013/08/05",495.43
"Currency","2013/08/02",493.83
"Currency","2013/08/01",495.67
"Currency","2013/07/31",493.99
"Currency","2013/07/30",495.02
"Currency","2013/07/29",494.93
"Currency","2013/07/26",494.52
"Currency","2013/07/25",495.60
"Currency","2013/07/24",495.56
"Currency","2013/07/23",496.24
"Currency","2013/07/22",497.18
"Currency","2013/07/19",499.22
"Currency","2013/07/18",501.05
"Currency","2013/07/17",500.97
"Currency","2013/07/16",499.30
"Currency","2013/07/15",502.74
"Currency","2013/07/12",502.51
"Currency","2013/07/11",502.99
"Currency","2013/07/10",510.17
"Currency","2013/07/09",513.02
"Currency","2013/07/08",509.89
"Currency","2013/07/05",511.08
"Currency","2013/07/04",507.96
"Currency","2013/07/03",505.67
"Currency","2013/07/02",503.24
"Currency","2013/07/01",503.20
"Currency","2013/06/28",504.64
"Currency","2013/06/27",504.46
"Currency","2013/06/26",504.48
"Currency","2013/06/25",501.70
"Currency","2013/06/24",500.94
"Currency","2013/06/21",499.33
"Currency","2013/06/20",497.88
"Currency","2013/06/19",489.37
"Currency","2013/06/18",489.79
"Currency","2013/06/17",491.44
"Currency","2013/06/14",491.72
"Currency","2013/06/13",493.21
"Currency","2013/06/12",491.85
"Currency","2013/06/11",494.14
"Currency","2013/06/10",497.14
"Currency","2013/06/07",496.16
"Currency","2013/06/06",497.14
"Currency","2013/06/05",501.26
"Currency","2013/06/04",501.82
"Currency","2013/06/03",503.44
"Currency","2013/05/31",506.14
"Currency","2013/05/30",502.47
"Currency","2013/05/29",505.86
"Currency","2013/05/28",510.25
"Currency","2013/05/27",506.96
"Currency","2013/05/24",507.29
"Currency","2013/05/23",508.41
"Currency","2013/05/22",509.42
"Currency","2013/05/21",509.58
"Currency","2013/05/20",510.21
"Currency","2013/05/17",511.50
"Currency","2013/05/16",507.82
"Currency","2013/05/15",509.99
"Currency","2013/05/14",505.41
"Currency","2013/05/13",505.26
"Currency","2013/05/10",505.67
"Currency","2013/05/09",500.92
"Currency","2013/05/08",497.93
"Currency","2013/05/07",501.30
"Currency","2013/05/06",502.39
"Currency","2013/05/03",500.10
"Currency","2013/05/02",501.76
"Currency","2013/05/01",497.20
"Currency","2013/04/30",497.54
"Currency","2013/04/29",500.73
"Currency","2013/04/26",503.53
"Currency","2013/04/25",504.34
"Currency","2013/04/24",504.75
"Currency","2013/04/23",504.00
"Currency","2013/04/22",503.40
"Currency","2013/04/19",501.43
"Currency","2013/04/18",501.41
"Currency","2013/04/17",502.95
"Currency","2013/04/16",499.58
"Currency","2013/04/15",501.34
"Currency","2013/04/12",500.82
"Currency","2013/04/11",499.71
"Currency","2013/04/10",501.30
"Currency","2013/04/09",502.36
"Currency","2013/04/08",503.92
"Currency","2013/04/05",503.73
"Currency","2013/04/04",510.31
"Currency","2013/04/03",510.55
"Currency","2013/04/02",510.92
"Currency","2013/04/01",510.59
"Currency","2013/03/29",510.83
"Currency","2013/03/28",510.83
"Currency","2013/03/27",513.22
"Currency","2013/03/26",510.11
"Currency","2013/03/25",509.18
"Currency","2013/03/22",504.69
"Currency","2013/03/21",507.49
"Currency","2013/03/20",506.53
"Currency","2013/03/19",509.02
"Currency","2013/03/18",506.21
"Currency","2013/03/15",502.03
"Currency","2013/03/14",505.34
"Currency","2013/03/13",506.55
"Currency","2013/03/12",503.76
"Currency","2013/03/11",504.02
"Currency","2013/03/08",505.30
"Currency","2013/03/07",501.40
"Currency","2013/03/06",504.58
"Currency","2013/03/05",503.55
"Currency","2013/03/04",504.21
"Currency","2013/03/01",505.20
"Currency","2013/02/28",501.74
"Currency","2013/02/27",500.38
"Currency","2013/02/26",501.76
"Currency","2013/02/25",496.39
"Currency","2013/02/22",498.37
"Currency","2013/02/21",496.09
"Currency","2013/02/20",490.61
"Currency","2013/02/19",491.11
"Currency","2013/02/18",491.31
"Currency","2013/02/15",491.33
"Currency","2013/02/14",491.66
"Currency","2013/02/13",488.19
"Currency","2013/02/12",487.17
"Currency","2013/02/11",490.28
"Currency","2013/02/08",490.23
"Currency","2013/02/07",489.90
"Currency","2013/02/06",484.53
"Currency","2013/02/05",484.87
"Currency","2013/02/04",483.79
"Currency","2013/02/01",478.94
"Currency","2013/01/31",483.24
"Currency","2013/01/30",483.40
"Currency","2013/01/29",486.68
"Currency","2013/01/28",487.30
"Currency","2013/01/25",486.79
"Currency","2013/01/24",490.47
"Currency","2013/01/23",493.90
"Currency","2013/01/22",493.70
"Currency","2013/01/21",492.64
"Currency","2013/01/18",493.51
"Currency","2013/01/17",491.05
"Currency","2013/01/16",493.33
"Currency","2013/01/15",491.42
"Currency","2013/01/14",490.76
"Currency","2013/01/11",491.51
"Currency","2013/01/10",496.42
"Currency","2013/01/09",502.91
"Currency","2013/01/08",502.03
"Currency","2013/01/07",500.76
"Currency","2013/01/04",502.84
"Currency","2013/01/03",500.90
"Currency","2013/01/02",495.45
"Currency","2013/01/01",497.54
"Currency","2012/12/31",497.54
"Currency","2012/12/28",496.14
"Currency","2012/12/27",496.09
"Currency","2012/12/26",496.11
"Currency","2012/12/25",497.12
"Currency","2012/12/24",497.12
"Currency","2012/12/21",497.89
"Currency","2012/12/20",495.54
"Currency","2012/12/19",494.70
"Currency","2012/12/18",496.44
"Currency","2012/12/17",498.39
"Currency","2012/12/14",500.38
"Currency","2012/12/13",501.20
"Currency","2012/12/12",503.03
"Currency","2012/12/11",504.62
"Currency","2012/12/10",507.47
"Currency","2012/12/07",507.39
"Currency","2012/12/06",505.10
"Currency","2012/12/05",501.95
"Currency","2012/12/04",501.24
"Currency","2012/12/03",501.82
"Currency","2012/11/30",504.34
"Currency","2012/11/29",505.41
"Currency","2012/11/28",508.11
"Currency","2012/11/27",507.27
"Currency","2012/11/26",505.94
"Currency","2012/11/23",506.19
"Currency","2012/11/22",509.08
"Currency","2012/11/21",511.70
"Currency","2012/11/20",512.36
"Currency","2012/11/19",511.86
"Currency","2012/11/16",516.27
"Currency","2012/11/15",512.78
"Currency","2012/11/14",515.34
"Currency","2012/11/13",516.05
"Currency","2012/11/12",516.05
"Currency","2012/11/09",516.13
"Currency","2012/11/08",515.40
"Currency","2012/11/07",514.27
"Currency","2012/11/06",512.40
"Currency","2012/11/05",513.14
"Currency","2012/11/02",510.67
"Currency","2012/11/01",507.03
"Currency","2012/10/31",506.21
"Currency","2012/10/30",505.43
"Currency","2012/10/29",508.29
"Currency","2012/10/26",507.25
"Currency","2012/10/25",506.15
"Currency","2012/10/24",505.78
"Currency","2012/10/23",505.98
"Currency","2012/10/22",501.86
"Currency","2012/10/19",503.38
"Currency","2012/10/18",501.03
"Currency","2012/10/17",499.92
"Currency","2012/10/16",503.69
"Currency","2012/10/15",507.07
"Currency","2012/10/12",505.86
"Currency","2012/10/11",506.80
"Currency","2012/10/10",508.43
"Currency","2012/10/09",508.65
"Currency","2012/10/08",505.78
"Currency","2012/10/05",502.26
"Currency","2012/10/04",504.38
"Currency","2012/10/03",508.43
"Currency","2012/10/02",507.11
"Currency","2012/10/01",508.29
"Currency","2012/09/30",510.12
"Currency","2012/09/28",509.87
"Currency","2012/09/27",510.01
"Currency","2012/09/26",510.87
"Currency","2012/09/25",506.04
"Currency","2012/09/24",507.88
"Currency","2012/09/21",505.01
"Currency","2012/09/20",506.45
"Currency","2012/09/19",502.36
"Currency","2012/09/18",502.43
"Currency","2012/09/17",499.32
"Currency","2012/09/14",498.92
"Currency","2012/09/13",508.21
"Currency","2012/09/12",508.94
"Currency","2012/09/11",510.63
"Currency","2012/09/10",513.02
"Currency","2012/09/07",512.42
"Currency","2012/09/06",519.15
"Currency","2012/09/05",520.47
"Currency","2012/09/04",522.17
"Currency","2012/09/03",521.30
"Currency","2012/08/31",520.39
"Currency","2012/08/30",524.84
"Currency","2012/08/29",523.61
"Currency","2012/08/28",521.98
"Currency","2012/08/27",524.07
"Currency","2012/08/24",524.05
"Currency","2012/08/23",521.30
"Currency","2012/08/22",526.13
"Currency","2012/08/21",525.60
"Currency","2012/08/20",531.52
"Currency","2012/08/17",533.42
"Currency","2012/08/16",530.58
"Currency","2012/08/15",534.08
"Currency","2012/08/14",532.36
"Currency","2012/08/13",531.07
"Currency","2012/08/10",532.69
"Currency","2012/08/09",532.90
"Currency","2012/08/08",530.83
"Currency","2012/08/07",528.14
"Currency","2012/08/06",528.44
"Currency","2012/08/03",531.57
"Currency","2012/08/02",539.46
"Currency","2012/08/01",533.42
"Currency","2012/07/31",532.62
"Currency","2012/07/30",535.80
"Currency","2012/07/27",530.28
"Currency","2012/07/26",533.29
"Currency","2012/07/25",541.06
"Currency","2012/07/24",542.78
"Currency","2012/07/23",541.35
"Currency","2012/07/20",539.10
"Currency","2012/07/19",534.99
"Currency","2012/07/18",534.84
"Currency","2012/07/17",537.09
"Currency","2012/07/16",535.91
"Currency","2012/07/13",535.73
"Currency","2012/07/12",538.37
"Currency","2012/07/11",535.49
"Currency","2012/07/10",535.23
"Currency","2012/07/09",533.32
"Currency","2012/07/06",532.99
"Currency","2012/07/05",529.80
"Currency","2012/07/04",524.34
"Currency","2012/07/03",520.35
"Currency","2012/07/02",521.26
"Currency","2012/06/30",521.44
"Currency","2012/06/29",516.88
"Currency","2012/06/28",527.86
"Currency","2012/06/27",526.57
"Currency","2012/06/26",525.98
"Currency","2012/06/25",525.60
"Currency","2012/06/22",523.27
"Currency","2012/06/21",520.35
"Currency","2012/06/20",516.40
"Currency","2012/06/19",517.45
"Currency","2012/06/18",521.44
"Currency","2012/06/15",519.57
"Currency","2012/06/14",520.74
"Currency","2012/06/13",521.67
"Currency","2012/06/12",526.57
"Currency","2012/06/11",524.30
"Currency","2012/06/08",526.15
"Currency","2012/06/07",522.13
"Currency","2012/06/06",524.84
"Currency","2012/06/05",526.28
"Currency","2012/06/04",524.93
"Currency","2012/06/01",530.58
"Currency","2012/05/31",530.51
"Currency","2012/05/30",529.31
"Currency","2012/05/29",523.25
"Currency","2012/05/28",523.17
"Currency","2012/05/25",524.26
"Currency","2012/05/24",521.32
"Currency","2012/05/23",521.28
"Currency","2012/05/22",514.15
"Currency","2012/05/21",513.75
"Currency","2012/05/18",515.60
"Currency","2012/05/17",516.17
"Currency","2012/05/16",514.83
"Currency","2012/05/15",513.46
"Currency","2012/05/14",510.94
"Currency","2012/05/11",506.76
"Currency","2012/05/10",506.14
"Currency","2012/05/09",507.25
"Currency","2012/05/08",504.77
"Currency","2012/05/07",502.68
"Currency","2012/05/04",500.19
"Currency","2012/05/03",498.73
"Currency","2012/05/02",498.75
"Currency","2012/05/01",495.99
"Currency","2012/04/30",495.60
"Currency","2012/04/27",494.70
"Currency","2012/04/26",495.82
"Currency","2012/04/25",497.54
"Currency","2012/04/24",496.82
"Currency","2012/04/23",499.79
"Currency","2012/04/20",496.63
"Currency","2012/04/19",499.09
"Currency","2012/04/18",499.87
"Currency","2012/04/17",499.16
"Currency","2012/04/16",502.18
"Currency","2012/04/13",501.38
"Currency","2012/04/12",497.89
"Currency","2012/04/11",499.94
"Currency","2012/04/10",501.38
"Currency","2012/04/09",501.86
"Currency","2012/04/06",502.14
"Currency","2012/04/05",502.14
"Currency","2012/04/04",500.06
"Currency","2012/04/03",491.75
"Currency","2012/04/02",493.16
"Currency","2012/03/31",491.85
"Currency","2012/03/30",492.57
"Currency","2012/03/29",494.05
"Currency","2012/03/28",493.62
"Currency","2012/03/27",492.38
"Currency","2012/03/26",492.23
"Currency","2012/03/23",494.57
"Currency","2012/03/22",497.14
"Currency","2012/03/21",497.31
"Currency","2012/03/20",496.16
"Currency","2012/03/19",495.36
"Currency","2012/03/16",498.03
"Currency","2012/03/15",501.86
"Currency","2012/03/14",503.57
"Currency","2012/03/13",500.38
"Currency","2012/03/12",499.20
"Currency","2012/03/09",499.98
"Currency","2012/03/08",494.20
"Currency","2012/03/07",499.94
"Currency","2012/03/06",500.13
"Currency","2012/03/05",495.71
"Currency","2012/03/02",496.74
"Currency","2012/03/01",492.01
"Currency","2012/02/29",490.36
"Currency","2012/02/28",488.66
"Currency","2012/02/27",489.70
"Currency","2012/02/24",487.22
"Currency","2012/02/23",492.68
"Currency","2012/02/22",495.39
"Currency","2012/02/21",494.52
"Currency","2012/02/20",494.42
"Currency","2012/02/17",498.33
"Currency","2012/02/16",502.95
"Currency","2012/02/15",502.03
"Currency","2012/02/14",499.54
"Currency","2012/02/13",496.31
"Currency","2012/02/10",497.35
"Currency","2012/02/09",493.05
"Currency","2012/02/08",494.91
"Currency","2012/02/07",495.36
"Currency","2012/02/06",501.57
"Currency","2012/02/03",499.89
"Currency","2012/02/02",497.99
"Currency","2012/02/01",497.01
"Currency","2012/01/31",501.09
"Currency","2012/01/30",500.19
"Currency","2012/01/27",499.51
"Currency","2012/01/26",498.56
"Currency","2012/01/25",505.61
"Currency","2012/01/24",505.34
"Currency","2012/01/23",502.76
"Currency","2012/01/20",507.72
"Currency","2012/01/19",508.79
"Currency","2012/01/18",511.80
"Currency","2012/01/17",515.00
"Currency","2012/01/16",517.62
"Currency","2012/01/13",517.86
"Currency","2012/01/12",512.58
"Currency","2012/01/11",517.05
"Currency","2012/01/10",513.34
"Currency","2012/01/09",514.98
"Currency","2012/01/06",515.93
"Currency","2012/01/05",512.74
"Currency","2012/01/04",508.13
"Currency","2012/01/03",502.53
"Currency","2012/01/02",505.30
"Currency","2011/12/31",506.92
