"Indicator","Time","Value (USD/SOS)"
"Currency","2015/06/02",706.50
"Currency","2015/06/01",705.50
"Currency","2015/05/29",705.50
"Currency","2015/05/28",706.50
"Currency","2015/05/27",706.50
"Currency","2015/05/26",705.50
"Currency","2015/05/25",706.50
"Currency","2015/05/22",706.50
"Currency","2015/05/21",706.50
"Currency","2015/05/20",706.50
"Currency","2015/05/19",705.50
"Currency","2015/05/18",705.50
"Currency","2015/05/15",705.50
"Currency","2015/05/14",705.50
"Currency","2015/05/13",705.50
"Currency","2015/05/12",706.50
"Currency","2015/05/11",706.50
"Currency","2015/05/08",706.50
"Currency","2015/05/07",706.50
"Currency","2015/05/06",706.50
"Currency","2015/05/05",705.50
"Currency","2015/05/04",706.50
"Currency","2015/05/01",706.50
"Currency","2015/04/30",706.50
"Currency","2015/04/29",705.50
"Currency","2015/04/28",706.50
"Currency","2015/04/27",706.50
"Currency","2015/04/24",706.50
"Currency","2015/04/23",707.50
"Currency","2015/04/22",708.50
"Currency","2015/04/21",708.50
"Currency","2015/04/20",708.50
"Currency","2015/04/17",708.50
"Currency","2015/04/16",707.50
"Currency","2015/04/15",707.50
"Currency","2015/04/14",708.50
"Currency","2015/04/13",708.50
"Currency","2015/04/10",708.50
"Currency","2015/04/09",709.50
"Currency","2015/04/08",708.50
"Currency","2015/04/07",707.50
"Currency","2015/04/06",708.50
"Currency","2015/04/03",708.50
"Currency","2015/04/02",709.50
"Currency","2015/04/01",709.50
"Currency","2015/03/31",707.50
"Currency","2015/03/30",707.50
"Currency","2015/03/27",708.50
"Currency","2015/03/26",708.50
"Currency","2015/03/25",707.50
"Currency","2015/03/24",707.50
"Currency","2015/03/23",706.50
"Currency","2015/03/20",707.50
"Currency","2015/03/19",707.50
"Currency","2015/03/18",707.50
"Currency","2015/03/17",707.50
"Currency","2015/03/16",706.50
"Currency","2015/03/13",706.50
"Currency","2015/03/12",706.50
"Currency","2015/03/11",706.50
"Currency","2015/03/10",706.50
"Currency","2015/03/09",706.50
"Currency","2015/03/06",706.50
"Currency","2015/03/05",706.50
"Currency","2015/03/04",706.50
"Currency","2015/03/03",706.50
"Currency","2015/03/02",707.50
"Currency","2015/02/27",707.50
"Currency","2015/02/26",707.50
"Currency","2015/02/25",707.50
"Currency","2015/02/24",707.50
"Currency","2015/02/23",707.50
"Currency","2015/02/20",707.50
"Currency","2015/02/19",707.50
"Currency","2015/02/18",707.50
"Currency","2015/02/17",707.50
"Currency","2015/02/16",707.50
"Currency","2015/02/13",708.50
"Currency","2015/02/12",708.50
"Currency","2015/02/11",708.50
"Currency","2015/02/10",709.50
"Currency","2015/02/09",708.50
"Currency","2015/02/06",708.50
"Currency","2015/02/05",708.50
"Currency","2015/02/04",707.50
"Currency","2015/02/03",707.50
"Currency","2015/02/02",708.50
"Currency","2015/01/30",708.50
"Currency","2015/01/29",707.50
"Currency","2015/01/28",707.50
"Currency","2015/01/27",706.50
"Currency","2015/01/26",706.50
"Currency","2015/01/23",707.50
"Currency","2015/01/22",707.50
"Currency","2015/01/21",707.50
"Currency","2015/01/20",707.50
"Currency","2015/01/19",707.50
"Currency","2015/01/16",707.50
"Currency","2015/01/15",720.00
"Currency","2015/01/14",707.50
"Currency","2015/01/13",707.50
"Currency","2015/01/12",707.50
"Currency","2015/01/09",708.50
"Currency","2015/01/08",706.50
"Currency","2015/01/07",730.00
"Currency","2015/01/06",730.00
"Currency","2015/01/05",707.50
"Currency","2015/01/02",707.50
"Currency","2015/01/01",708.50
"Currency","2014/12/31",708.50
"Currency","2014/12/30",707.50
"Currency","2014/12/29",706.50
"Currency","2014/12/26",707.50
"Currency","2014/12/25",707.50
"Currency","2014/12/24",707.50
"Currency","2014/12/23",707.50
"Currency","2014/12/22",707.50
"Currency","2014/12/19",708.50
"Currency","2014/12/18",708.50
"Currency","2014/12/17",708.50
"Currency","2014/12/16",730.00
"Currency","2014/12/15",708.50
"Currency","2014/12/12",708.50
"Currency","2014/12/11",708.50
"Currency","2014/12/10",708.50
"Currency","2014/12/09",708.50
"Currency","2014/12/08",717.50
"Currency","2014/12/05",717.50
"Currency","2014/12/04",717.50
"Currency","2014/12/03",755.00
"Currency","2014/12/02",718.50
"Currency","2014/12/01",760.50
"Currency","2014/11/28",723.50
"Currency","2014/11/27",723.50
"Currency","2014/11/26",723.50
"Currency","2014/11/25",763.50
"Currency","2014/11/24",727.50
"Currency","2014/11/21",728.50
"Currency","2014/11/20",743.50
"Currency","2014/11/19",783.50
"Currency","2014/11/18",783.50
"Currency","2014/11/17",783.50
"Currency","2014/11/14",783.50
"Currency","2014/11/13",783.50
"Currency","2014/11/12",783.50
"Currency","2014/11/11",783.50
"Currency","2014/11/10",783.50
"Currency","2014/11/07",780.50
"Currency","2014/11/06",780.50
"Currency","2014/11/05",777.50
"Currency","2014/11/04",777.50
"Currency","2014/11/03",777.50
"Currency","2014/10/31",777.50
"Currency","2014/10/30",777.50
"Currency","2014/10/29",777.50
"Currency","2014/10/28",777.50
"Currency","2014/10/27",777.50
"Currency","2014/10/24",777.50
"Currency","2014/10/23",777.50
"Currency","2014/10/22",777.50
"Currency","2014/10/21",777.50
"Currency","2014/10/20",777.50
"Currency","2014/10/17",778.50
"Currency","2014/10/16",777.50
"Currency","2014/10/15",777.50
"Currency","2014/10/14",777.50
"Currency","2014/10/13",778.50
"Currency","2014/10/10",771.50
"Currency","2014/10/09",771.50
"Currency","2014/10/08",771.50
"Currency","2014/10/07",771.50
"Currency","2014/10/06",771.50
"Currency","2014/10/03",771.50
"Currency","2014/10/02",772.50
"Currency","2014/10/01",773.50
"Currency","2014/09/30",774.50
"Currency","2014/09/29",775.50
"Currency","2014/09/26",775.50
"Currency","2014/09/25",775.50
"Currency","2014/09/24",776.50
"Currency","2014/09/23",777.50
"Currency","2014/09/22",778.50
"Currency","2014/09/19",831.00
"Currency","2014/09/18",778.50
"Currency","2014/09/17",779.50
"Currency","2014/09/16",779.50
"Currency","2014/09/15",825.00
"Currency","2014/09/12",780.50
"Currency","2014/09/11",781.50
"Currency","2014/09/10",782.50
"Currency","2014/09/09",831.00
"Currency","2014/09/08",786.50
"Currency","2014/09/05",787.50
"Currency","2014/09/04",787.50
"Currency","2014/09/03",787.50
"Currency","2014/09/02",787.50
"Currency","2014/09/01",787.50
"Currency","2014/08/29",783.50
"Currency","2014/08/28",783.50
"Currency","2014/08/27",783.50
"Currency","2014/08/26",784.50
"Currency","2014/08/25",787.50
"Currency","2014/08/22",787.50
"Currency","2014/08/21",788.50
"Currency","2014/08/20",790.50
"Currency","2014/08/19",791.50
"Currency","2014/08/18",793.50
"Currency","2014/08/15",795.50
"Currency","2014/08/14",795.50
"Currency","2014/08/13",796.50
"Currency","2014/08/12",797.50
"Currency","2014/08/11",798.50
"Currency","2014/08/08",842.50
"Currency","2014/08/07",843.50
"Currency","2014/08/06",844.50
"Currency","2014/08/05",845.50
"Currency","2014/08/04",845.50
"Currency","2014/08/01",845.50
"Currency","2014/07/31",846.50
"Currency","2014/07/30",847.50
"Currency","2014/07/29",847.50
"Currency","2014/07/28",849.50
"Currency","2014/07/25",849.50
"Currency","2014/07/24",849.50
"Currency","2014/07/23",850.50
"Currency","2014/07/22",851.50
"Currency","2014/07/21",896.50
"Currency","2014/07/18",897.50
"Currency","2014/07/17",897.50
"Currency","2014/07/16",898.50
"Currency","2014/07/15",898.50
"Currency","2014/07/14",900.50
"Currency","2014/07/11",900.50
"Currency","2014/07/10",900.50
"Currency","2014/07/09",900.50
"Currency","2014/07/08",900.50
"Currency","2014/07/07",900.50
"Currency","2014/07/04",901.50
"Currency","2014/07/03",901.50
"Currency","2014/07/02",902.50
"Currency","2014/07/01",903.50
"Currency","2014/06/30",903.50
"Currency","2014/06/27",904.50
"Currency","2014/06/26",905.50
"Currency","2014/06/25",905.50
"Currency","2014/06/24",905.50
"Currency","2014/06/23",906.50
"Currency","2014/06/20",908.50
"Currency","2014/06/19",909.50
"Currency","2014/06/18",910.50
"Currency","2014/06/17",911.50
"Currency","2014/06/16",933.50
"Currency","2014/06/13",914.50
"Currency","2014/06/12",915.50
"Currency","2014/06/11",916.50
"Currency","2014/06/10",918.50
"Currency","2014/06/09",920.50
"Currency","2014/06/06",922.50
"Currency","2014/06/05",922.50
"Currency","2014/06/04",924.50
"Currency","2014/06/03",925.50
"Currency","2014/06/02",927.50
"Currency","2014/05/30",928.50
"Currency","2014/05/29",929.50
"Currency","2014/05/28",930.50
"Currency","2014/05/27",932.50
"Currency","2014/05/26",947.50
"Currency","2014/05/23",947.50
"Currency","2014/05/22",947.50
"Currency","2014/05/21",990.50
"Currency","2014/05/20",942.50
"Currency","2014/05/19",944.50
"Currency","2014/05/16",945.50
"Currency","2014/05/15",947.50
"Currency","2014/05/14",947.50
"Currency","2014/05/13",948.50
"Currency","2014/05/12",949.50
"Currency","2014/05/09",950.50
"Currency","2014/05/08",951.50
"Currency","2014/05/07",952.50
"Currency","2014/05/06",953.50
"Currency","2014/05/05",955.50
"Currency","2014/05/02",956.50
"Currency","2014/05/01",957.50
"Currency","2014/04/30",957.50
"Currency","2014/04/29",958.50
"Currency","2014/04/28",959.50
"Currency","2014/04/25",960.50
"Currency","2014/04/24",960.50
"Currency","2014/04/23",962.50
"Currency","2014/04/22",963.50
"Currency","2014/04/21",964.50
"Currency","2014/04/18",964.50
"Currency","2014/04/17",964.50
"Currency","2014/04/16",966.50
"Currency","2014/04/15",967.50
"Currency","2014/04/14",968.50
"Currency","2014/04/11",969.50
"Currency","2014/04/10",970.50
"Currency","2014/04/09",971.50
"Currency","2014/04/08",973.50
"Currency","2014/04/07",975.50
"Currency","2014/04/04",976.50
"Currency","2014/04/03",977.50
"Currency","2014/04/02",979.50
"Currency","2014/04/01",980.50
"Currency","2014/03/31",981.50
"Currency","2014/03/28",983.50
"Currency","2014/03/27",985.50
"Currency","2014/03/26",986.50
"Currency","2014/03/25",988.50
"Currency","2014/03/24",989.50
"Currency","2014/03/21",991.50
"Currency","2014/03/20",993.50
"Currency","2014/03/19",995.50
"Currency","2014/03/18",995.50
"Currency","2014/03/17",997.50
"Currency","2014/03/14",1022.50
"Currency","2014/03/13",1004.50
"Currency","2014/03/12",1031.00
"Currency","2014/03/11",1010.50
"Currency","2014/03/10",1013.50
"Currency","2014/03/07",1047.00
"Currency","2014/03/06",1044.00
"Currency","2014/03/05",1021.50
"Currency","2014/03/04",1023.50
"Currency","2014/03/03",1025.50
"Currency","2014/02/28",1028.50
"Currency","2014/02/27",1030.50
"Currency","2014/02/26",1033.50
"Currency","2014/02/25",1033.50
"Currency","2014/02/24",1035.50
"Currency","2014/02/21",1038.50
"Currency","2014/02/20",1038.50
"Currency","2014/02/19",1041.50
"Currency","2014/02/18",1043.50
"Currency","2014/02/17",1045.50
"Currency","2014/02/14",1046.50
"Currency","2014/02/13",1047.50
"Currency","2014/02/12",1050.50
"Currency","2014/02/11",1053.50
"Currency","2014/02/10",1054.50
"Currency","2014/02/07",1055.50
"Currency","2014/02/06",1057.50
"Currency","2014/02/05",1060.50
"Currency","2014/02/04",1062.50
"Currency","2014/02/03",1062.50
"Currency","2014/01/31",1132.00
"Currency","2014/01/30",1064.50
"Currency","2014/01/29",1065.50
"Currency","2014/01/28",1066.50
"Currency","2014/01/27",1071.50
"Currency","2014/01/24",1073.50
"Currency","2014/01/23",1074.50
"Currency","2014/01/22",1077.50
"Currency","2014/01/21",1078.50
"Currency","2014/01/20",1078.50
"Currency","2014/01/17",1079.50
"Currency","2014/01/16",1081.50
"Currency","2014/01/15",1083.50
"Currency","2014/01/14",1084.50
"Currency","2014/01/13",1085.50
"Currency","2014/01/10",1091.50
"Currency","2014/01/09",1093.50
"Currency","2014/01/08",1095.50
"Currency","2014/01/07",1098.50
"Currency","2014/01/06",1099.50
"Currency","2014/01/03",1101.50
"Currency","2014/01/02",1115.00
"Currency","2014/01/01",1108.50
"Currency","2013/12/31",1108.50
"Currency","2013/12/30",1109.50
"Currency","2013/12/27",1110.50
"Currency","2013/12/26",1113.50
"Currency","2013/12/25",1114.50
"Currency","2013/12/24",1114.50
"Currency","2013/12/23",1115.50
"Currency","2013/12/20",1118.50
"Currency","2013/12/19",1120.50
"Currency","2013/12/18",1123.50
"Currency","2013/12/17",1127.50
"Currency","2013/12/16",1128.50
"Currency","2013/12/13",1129.50
"Currency","2013/12/12",1178.00
"Currency","2013/12/11",1180.00
"Currency","2013/12/10",1182.00
"Currency","2013/12/09",1185.00
"Currency","2013/12/06",1185.00
"Currency","2013/12/05",1188.00
"Currency","2013/12/04",1191.00
"Currency","2013/12/03",1195.00
"Currency","2013/12/02",1198.00
"Currency","2013/11/29",1200.00
"Currency","2013/11/28",1201.00
"Currency","2013/11/27",1201.00
"Currency","2013/11/26",1205.00
"Currency","2013/11/25",1207.00
"Currency","2013/11/22",1210.00
"Currency","2013/11/21",1212.00
"Currency","2013/11/20",1212.00
"Currency","2013/11/19",1213.00
"Currency","2013/11/18",1215.00
"Currency","2013/11/15",1218.00
"Currency","2013/11/14",1218.00
"Currency","2013/11/13",1218.00
"Currency","2013/11/12",1220.00
"Currency","2013/11/11",1225.00
"Currency","2013/11/08",1225.00
"Currency","2013/11/07",1225.00
"Currency","2013/11/06",1225.00
"Currency","2013/11/05",1225.00
"Currency","2013/11/04",1225.00
"Currency","2013/11/01",1225.00
"Currency","2013/10/31",1228.00
"Currency","2013/10/30",1230.00
"Currency","2013/10/29",1230.00
"Currency","2013/10/28",1232.00
"Currency","2013/10/25",1233.00
"Currency","2013/10/24",1235.00
"Currency","2013/10/23",1235.00
"Currency","2013/10/22",1235.00
"Currency","2013/10/21",1235.00
"Currency","2013/10/18",1235.00
"Currency","2013/10/17",1235.00
"Currency","2013/10/16",1235.00
"Currency","2013/10/15",1235.00
"Currency","2013/10/14",1237.00
"Currency","2013/10/11",1238.00
"Currency","2013/10/10",1240.00
"Currency","2013/10/09",1243.00
"Currency","2013/10/08",1245.00
"Currency","2013/10/07",1245.00
"Currency","2013/10/04",1248.00
"Currency","2013/10/03",1248.00
"Currency","2013/10/02",1250.00
"Currency","2013/10/01",1252.00
"Currency","2013/09/30",1258.00
"Currency","2013/09/27",1262.00
"Currency","2013/09/26",1265.00
"Currency","2013/09/25",1265.00
"Currency","2013/09/24",1265.00
"Currency","2013/09/23",1270.00
"Currency","2013/09/20",1275.00
"Currency","2013/09/19",1275.00
"Currency","2013/09/18",1275.00
"Currency","2013/09/17",1275.00
"Currency","2013/09/16",1275.00
"Currency","2013/09/13",1275.00
"Currency","2013/09/12",1277.00
"Currency","2013/09/11",1278.00
"Currency","2013/09/10",1282.00
"Currency","2013/09/09",1285.00
"Currency","2013/09/06",1288.00
"Currency","2013/09/05",1288.00
"Currency","2013/09/04",1292.00
"Currency","2013/09/03",1293.00
"Currency","2013/09/02",1298.00
"Currency","2013/08/30",1300.00
"Currency","2013/08/29",1302.00
"Currency","2013/08/28",1305.00
"Currency","2013/08/27",1305.00
"Currency","2013/08/26",1308.00
"Currency","2013/08/23",1312.00
"Currency","2013/08/22",1315.00
"Currency","2013/08/21",1315.00
"Currency","2013/08/20",1315.00
"Currency","2013/08/19",1315.00
"Currency","2013/08/16",1318.00
"Currency","2013/08/15",1322.00
"Currency","2013/08/14",1325.00
"Currency","2013/08/13",1328.00
"Currency","2013/08/12",1335.00
"Currency","2013/08/09",1340.00
"Currency","2013/08/08",1345.00
"Currency","2013/08/07",1348.00
"Currency","2013/08/06",1350.00
"Currency","2013/08/05",1355.00
"Currency","2013/08/02",1360.00
"Currency","2013/08/01",1362.00
"Currency","2013/07/31",1365.00
"Currency","2013/07/30",1368.00
"Currency","2013/07/29",1370.00
"Currency","2013/07/26",1372.00
"Currency","2013/07/25",1375.00
"Currency","2013/07/24",1375.00
"Currency","2013/07/23",1375.00
"Currency","2013/07/22",1375.00
"Currency","2013/07/19",1375.00
"Currency","2013/07/18",1378.00
"Currency","2013/07/17",1380.00
"Currency","2013/07/16",1383.00
"Currency","2013/07/15",1385.00
"Currency","2013/07/12",1385.00
"Currency","2013/07/11",1385.00
"Currency","2013/07/10",1385.00
"Currency","2013/07/09",1400.00
"Currency","2013/07/08",1388.00
"Currency","2013/07/05",1403.00
"Currency","2013/07/04",1395.00
"Currency","2013/07/03",1402.00
