"Indicator","Time","Value (USD/CRC)"
"Currency","2015/03/31",534.79
"Currency","2015/03/30",520.65
"Currency","2015/03/27",533.89
"Currency","2015/03/26",533.84
"Currency","2015/03/25",533.89
"Currency","2015/03/24",533.70
"Currency","2015/03/23",519.92
"Currency","2015/03/20",534.04
"Currency","2015/03/19",534.09
"Currency","2015/03/18",541.29
"Currency","2015/03/17",534.34
"Currency","2015/03/16",528.80
"Currency","2015/03/13",535.04
"Currency","2015/03/12",536.04
"Currency","2015/03/11",536.14
"Currency","2015/03/10",536.25
"Currency","2015/03/09",522.82
"Currency","2015/03/06",535.89
"Currency","2015/03/05",536.00
"Currency","2015/03/04",534.70
"Currency","2015/03/03",536.04
"Currency","2015/03/02",524.41
"Currency","2015/02/27",537.00
"Currency","2015/02/26",537.09
"Currency","2015/02/25",537.20
"Currency","2015/02/24",537.25
"Currency","2015/02/23",525.06
"Currency","2015/02/20",537.75
"Currency","2015/02/19",537.95
"Currency","2015/02/18",538.25
"Currency","2015/02/17",538.29
"Currency","2015/02/16",527.45
"Currency","2015/02/13",538.70
"Currency","2015/02/12",539.54
"Currency","2015/02/11",544.04
"Currency","2015/02/10",544.14
"Currency","2015/02/09",526.57
"Currency","2015/02/06",539.95
"Currency","2015/02/05",539.00
"Currency","2015/02/04",536.97
"Currency","2015/02/03",525.67
"Currency","2015/02/02",527.17
"Currency","2015/01/30",537.89
"Currency","2015/01/29",537.25
"Currency","2015/01/28",548.25
"Currency","2015/01/27",537.39
"Currency","2015/01/26",523.20
"Currency","2015/01/23",537.54
"Currency","2015/01/22",537.50
"Currency","2015/01/21",537.64
"Currency","2015/01/20",537.64
"Currency","2015/01/19",525.75
"Currency","2015/01/16",537.50
"Currency","2015/01/15",538.00
"Currency","2015/01/14",540.54
"Currency","2015/01/13",540.54
"Currency","2015/01/12",528.40
"Currency","2015/01/09",540.50
"Currency","2015/01/08",540.50
"Currency","2015/01/07",540.25
"Currency","2015/01/06",540.54
"Currency","2015/01/05",540.70
"Currency","2015/01/02",547.50
"Currency","2015/01/01",540.79
"Currency","2014/12/31",540.79
"Currency","2014/12/30",544.62
"Currency","2014/12/29",526.44
"Currency","2014/12/26",540.14
"Currency","2014/12/25",540.25
"Currency","2014/12/24",540.25
"Currency","2014/12/23",537.89
"Currency","2014/12/22",523.15
"Currency","2014/12/19",534.59
"Currency","2014/12/18",534.59
"Currency","2014/12/17",535.59
"Currency","2014/12/16",535.64
"Currency","2014/12/15",524.55
"Currency","2014/12/12",535.64
"Currency","2014/12/11",535.70
"Currency","2014/12/10",535.59
"Currency","2014/12/09",535.20
"Currency","2014/12/08",524.26
"Currency","2014/12/05",535.50
"Currency","2014/12/04",535.59
"Currency","2014/12/03",535.75
"Currency","2014/12/02",536.14
"Currency","2014/12/01",527.23
"Currency","2014/11/28",537.34
"Currency","2014/11/27",537.50
"Currency","2014/11/26",537.50
"Currency","2014/11/25",537.80
"Currency","2014/11/24",537.80
"Currency","2014/11/23",537.85
"Currency","2014/11/22",537.04
"Currency","2014/11/21",537.85
"Currency","2014/11/20",537.88
"Currency","2014/11/19",537.90
"Currency","2014/11/18",538.30
"Currency","2014/11/17",538.60
"Currency","2014/11/16",539.33
"Currency","2014/11/15",539.33
"Currency","2014/11/14",539.33
"Currency","2014/11/13",539.40
"Currency","2014/11/12",539.30
"Currency","2014/11/11",539.45
"Currency","2014/11/10",539.50
"Currency","2014/11/09",539.90
"Currency","2014/11/08",539.90
"Currency","2014/11/07",540.15
"Currency","2014/11/06",540.85
"Currency","2014/11/05",540.80
"Currency","2014/11/04",540.75
"Currency","2014/11/03",540.75
"Currency","2014/11/02",540.60
"Currency","2014/11/01",540.60
"Currency","2014/10/31",539.73
"Currency","2014/10/30",540.75
"Currency","2014/10/29",540.50
"Currency","2014/10/28",540.60
"Currency","2014/10/27",541.30
"Currency","2014/10/26",541.45
"Currency","2014/10/25",541.45
"Currency","2014/10/24",540.60
"Currency","2014/10/23",541.45
"Currency","2014/10/22",541.45
"Currency","2014/10/21",541.50
"Currency","2014/10/20",541.50
"Currency","2014/10/19",541.40
"Currency","2014/10/18",541.40
"Currency","2014/10/17",541.40
"Currency","2014/10/16",540.61
"Currency","2014/10/15",541.50
"Currency","2014/10/14",541.50
"Currency","2014/10/13",541.40
"Currency","2014/10/12",541.45
"Currency","2014/10/11",541.45
"Currency","2014/10/10",540.60
"Currency","2014/10/09",541.45
"Currency","2014/10/08",541.45
"Currency","2014/10/07",540.65
"Currency","2014/10/06",541.50
"Currency","2014/10/05",539.50
"Currency","2014/10/04",539.50
"Currency","2014/10/03",539.50
"Currency","2014/10/02",539.50
"Currency","2014/10/01",540.61
"Currency","2014/09/30",541.50
"Currency","2014/09/29",541.40
"Currency","2014/09/28",541.40
"Currency","2014/09/27",541.40
"Currency","2014/09/26",541.40
"Currency","2014/09/25",541.50
"Currency","2014/09/24",541.62
"Currency","2014/09/23",540.71
"Currency","2014/09/22",540.71
"Currency","2014/09/21",541.60
"Currency","2014/09/20",541.60
"Currency","2014/09/19",541.60
"Currency","2014/09/18",541.95
"Currency","2014/09/17",541.95
"Currency","2014/09/16",541.95
"Currency","2014/09/15",540.86
"Currency","2014/09/14",541.85
"Currency","2014/09/13",541.85
"Currency","2014/09/12",541.85
"Currency","2014/09/11",540.90
"Currency","2014/09/10",530.22
"Currency","2014/09/09",529.07
"Currency","2014/09/08",532.47
"Currency","2014/09/05",540.28
"Currency","2014/09/04",532.62
"Currency","2014/09/03",528.48
"Currency","2014/09/02",532.73
"Currency","2014/09/01",531.40
"Currency","2014/08/29",532.20
"Currency","2014/08/28",528.85
"Currency","2014/08/27",532.52
"Currency","2014/08/26",532.86
"Currency","2014/08/25",532.53
"Currency","2014/08/24",541.90
"Currency","2014/08/23",540.80
"Currency","2014/08/22",529.03
"Currency","2014/08/21",532.40
"Currency","2014/08/20",532.58
"Currency","2014/08/19",529.24
"Currency","2014/08/18",528.66
"Currency","2014/08/17",541.80
"Currency","2014/08/16",541.80
"Currency","2014/08/15",528.89
"Currency","2014/08/14",529.21
"Currency","2014/08/13",529.23
"Currency","2014/08/12",532.75
"Currency","2014/08/11",529.63
"Currency","2014/08/10",542.02
"Currency","2014/08/09",542.02
"Currency","2014/08/08",532.65
"Currency","2014/08/07",532.26
"Currency","2014/08/06",532.78
"Currency","2014/08/05",532.00
"Currency","2014/08/04",532.00
"Currency","2014/08/03",540.65
"Currency","2014/08/02",540.65
"Currency","2014/08/01",528.15
"Currency","2014/07/31",527.48
"Currency","2014/07/30",527.50
"Currency","2014/07/29",531.77
"Currency","2014/07/28",528.01
"Currency","2014/07/27",540.00
"Currency","2014/07/26",537.97
"Currency","2014/07/25",527.00
"Currency","2014/07/24",526.95
"Currency","2014/07/23",527.59
"Currency","2014/07/22",531.53
"Currency","2014/07/21",526.57
"Currency","2014/07/19",537.24
"Currency","2014/07/18",531.61
"Currency","2014/07/17",526.88
"Currency","2014/07/16",530.84
"Currency","2014/07/15",529.11
"Currency","2014/07/14",529.47
"Currency","2014/07/13",541.48
"Currency","2014/07/12",541.48
"Currency","2014/07/11",529.12
"Currency","2014/07/10",528.15
"Currency","2014/07/09",529.20
"Currency","2014/07/08",529.20
"Currency","2014/07/07",530.09
"Currency","2014/07/06",540.38
"Currency","2014/07/05",540.38
"Currency","2014/07/04",531.52
"Currency","2014/07/03",532.73
"Currency","2014/07/02",533.16
"Currency","2014/07/01",534.25
"Currency","2014/06/30",534.18
"Currency","2014/06/29",548.75
"Currency","2014/06/28",545.57
"Currency","2014/06/27",537.24
"Currency","2014/06/26",537.19
"Currency","2014/06/25",537.34
"Currency","2014/06/24",541.06
"Currency","2014/06/23",542.96
"Currency","2014/06/22",551.95
"Currency","2014/06/21",551.72
"Currency","2014/06/20",544.58
"Currency","2014/06/19",544.60
"Currency","2014/06/18",546.85
"Currency","2014/06/17",545.77
"Currency","2014/06/16",547.17
"Currency","2014/06/15",555.53
"Currency","2014/06/14",555.53
"Currency","2014/06/13",544.88
"Currency","2014/06/12",544.22
"Currency","2014/06/11",543.86
"Currency","2014/06/10",544.09
"Currency","2014/06/09",543.76
"Currency","2014/06/08",554.30
"Currency","2014/06/07",553.56
"Currency","2014/06/06",541.92
"Currency","2014/06/05",543.47
"Currency","2014/06/04",542.60
"Currency","2014/06/03",542.67
"Currency","2014/06/02",542.30
"Currency","2014/06/01",553.35
"Currency","2014/05/31",552.46
"Currency","2014/05/30",542.26
"Currency","2014/05/29",542.42
"Currency","2014/05/28",542.66
"Currency","2014/05/27",542.23
"Currency","2014/05/26",542.01
"Currency","2014/05/24",554.47
"Currency","2014/05/23",542.61
"Currency","2014/05/22",542.26
"Currency","2014/05/21",541.70
"Currency","2014/05/20",541.54
"Currency","2014/05/19",542.36
"Currency","2014/05/18",551.80
"Currency","2014/05/17",552.74
"Currency","2014/05/16",542.91
"Currency","2014/05/15",543.84
"Currency","2014/05/14",544.14
"Currency","2014/05/13",544.02
"Currency","2014/05/12",544.21
"Currency","2014/05/11",554.10
"Currency","2014/05/10",554.10
"Currency","2014/05/09",544.32
"Currency","2014/05/08",543.70
"Currency","2014/05/07",542.19
"Currency","2014/05/06",541.57
"Currency","2014/05/05",542.11
"Currency","2014/05/04",552.12
"Currency","2014/05/03",552.12
"Currency","2014/05/02",535.73
"Currency","2014/05/01",537.93
"Currency","2014/04/30",537.96
"Currency","2014/04/29",538.36
"Currency","2014/04/28",538.50
"Currency","2014/04/27",548.50
"Currency","2014/04/26",548.50
"Currency","2014/04/25",538.25
"Currency","2014/04/24",538.41
"Currency","2014/04/23",539.01
"Currency","2014/04/22",540.49
"Currency","2014/04/21",540.84
"Currency","2014/04/20",549.25
"Currency","2014/04/19",549.25
"Currency","2014/04/18",539.32
"Currency","2014/04/17",539.32
"Currency","2014/04/16",539.18
"Currency","2014/04/15",539.42
"Currency","2014/04/14",541.65
"Currency","2014/04/13",549.70
"Currency","2014/04/12",549.68
"Currency","2014/04/11",540.04
"Currency","2014/04/10",541.65
"Currency","2014/04/09",541.76
"Currency","2014/04/08",534.63
"Currency","2014/04/07",535.05
"Currency","2014/04/06",551.95
"Currency","2014/04/05",551.95
"Currency","2014/04/04",535.50
"Currency","2014/04/03",536.23
"Currency","2014/04/02",535.48
"Currency","2014/04/01",535.37
"Currency","2014/03/31",524.63
"Currency","2014/03/30",535.60
"Currency","2014/03/29",545.99
"Currency","2014/03/28",525.67
"Currency","2014/03/27",525.78
"Currency","2014/03/26",525.69
"Currency","2014/03/25",527.02
"Currency","2014/03/24",527.11
"Currency","2014/03/23",543.13
"Currency","2014/03/22",543.13
"Currency","2014/03/21",527.46
"Currency","2014/03/20",527.47
"Currency","2014/03/19",528.66
"Currency","2014/03/18",547.90
"Currency","2014/03/17",546.86
"Currency","2014/03/16",557.95
"Currency","2014/03/15",549.97
"Currency","2014/03/14",548.26
"Currency","2014/03/13",548.25
"Currency","2014/03/12",549.18
"Currency","2014/03/11",543.79
"Currency","2014/03/10",535.84
"Currency","2014/03/09",559.50
"Currency","2014/03/08",559.60
"Currency","2014/03/07",534.45
"Currency","2014/03/06",534.73
"Currency","2014/03/05",533.38
"Currency","2014/03/04",497.37
"Currency","2014/03/03",497.08
"Currency","2014/03/02",507.00
"Currency","2014/03/01",507.00
"Currency","2014/02/28",497.32
"Currency","2014/02/27",497.37
"Currency","2014/02/26",497.16
"Currency","2014/02/25",497.56
"Currency","2014/02/24",496.57
"Currency","2014/02/23",507.40
"Currency","2014/02/22",518.63
"Currency","2014/02/21",497.76
"Currency","2014/02/20",498.28
"Currency","2014/02/19",498.39
"Currency","2014/02/18",498.90
"Currency","2014/02/17",499.30
"Currency","2014/02/16",508.40
"Currency","2014/02/15",516.31
"Currency","2014/02/14",498.38
"Currency","2014/02/13",498.75
"Currency","2014/02/12",499.87
"Currency","2014/02/11",499.21
"Currency","2014/02/10",496.99
"Currency","2014/02/09",509.05
"Currency","2014/02/08",517.47
"Currency","2014/02/07",499.61
"Currency","2014/02/06",498.75
"Currency","2014/02/05",499.92
"Currency","2014/02/04",500.00
"Currency","2014/02/03",502.45
"Currency","2014/02/02",509.85
"Currency","2014/02/01",511.18
"Currency","2014/01/31",493.53
"Currency","2014/01/30",493.67
"Currency","2014/01/29",493.16
"Currency","2014/01/28",490.35
"Currency","2014/01/27",492.02
"Currency","2014/01/25",504.35
"Currency","2014/01/24",490.58
"Currency","2014/01/23",489.48
"Currency","2014/01/22",489.76
"Currency","2014/01/21",488.57
"Currency","2014/01/20",491.21
"Currency","2014/01/19",499.00
"Currency","2014/01/18",500.10
"Currency","2014/01/17",489.40
"Currency","2014/01/16",489.45
"Currency","2014/01/15",489.61
"Currency","2014/01/14",489.90
"Currency","2014/01/13",487.41
"Currency","2014/01/12",499.80
"Currency","2014/01/11",499.88
"Currency","2014/01/10",490.03
"Currency","2014/01/09",490.28
"Currency","2014/01/08",491.35
"Currency","2014/01/07",490.04
"Currency","2014/01/06",492.07
"Currency","2014/01/05",499.80
"Currency","2014/01/04",500.61
"Currency","2014/01/03",491.20
"Currency","2014/01/02",491.26
"Currency","2014/01/01",490.41
"Currency","2013/12/31",490.29
"Currency","2013/12/30",496.19
"Currency","2013/12/29",500.30
"Currency","2013/12/28",501.18
"Currency","2013/12/27",485.31
"Currency","2013/12/26",485.77
"Currency","2013/12/25",485.89
"Currency","2013/12/24",485.89
"Currency","2013/12/23",485.40
"Currency","2013/12/22",495.70
"Currency","2013/12/21",497.62
"Currency","2013/12/20",486.33
"Currency","2013/12/19",486.60
"Currency","2013/12/18",487.82
"Currency","2013/12/17",486.79
"Currency","2013/12/16",486.34
"Currency","2013/12/15",496.60
"Currency","2013/12/14",497.68
"Currency","2013/12/13",487.33
"Currency","2013/12/12",487.30
"Currency","2013/12/11",487.35
"Currency","2013/12/10",487.50
"Currency","2013/12/09",486.37
"Currency","2013/12/08",497.15
"Currency","2013/12/07",498.10
"Currency","2013/12/06",487.76
"Currency","2013/12/05",488.13
"Currency","2013/12/04",487.93
"Currency","2013/12/03",487.84
"Currency","2013/12/02",489.33
"Currency","2013/12/01",498.49
"Currency","2013/11/30",498.49
"Currency","2013/11/29",478.54
"Currency","2013/11/28",488.11
"Currency","2013/11/27",488.24
"Currency","2013/11/26",488.24
"Currency","2013/11/25",486.71
"Currency","2013/11/24",498.10
"Currency","2013/11/23",498.52
"Currency","2013/11/22",487.50
"Currency","2013/11/21",487.50
"Currency","2013/11/20",492.38
"Currency","2013/11/19",492.38
"Currency","2013/11/18",492.38
"Currency","2013/11/17",497.45
"Currency","2013/11/16",497.45
"Currency","2013/11/15",493.36
"Currency","2013/11/14",486.81
"Currency","2013/11/13",492.16
"Currency","2013/11/12",493.75
"Currency","2013/11/11",496.09
"Currency","2013/11/10",504.05
"Currency","2013/11/09",504.05
"Currency","2013/11/08",497.51
"Currency","2013/11/07",494.22
"Currency","2013/11/06",495.37
"Currency","2013/11/05",494.47
"Currency","2013/11/04",495.68
"Currency","2013/11/03",504.50
"Currency","2013/11/02",499.87
"Currency","2013/11/01",492.69
"Currency","2013/10/31",495.39
"Currency","2013/10/30",494.91
"Currency","2013/10/29",491.32
"Currency","2013/10/28",494.66
"Currency","2013/10/27",504.40
"Currency","2013/10/26",499.87
"Currency","2013/10/25",495.08
"Currency","2013/10/24",493.57
"Currency","2013/10/23",484.47
"Currency","2013/10/22",488.72
"Currency","2013/10/21",489.23
"Currency","2013/10/20",498.90
"Currency","2013/10/19",499.99
"Currency","2013/10/18",487.16
"Currency","2013/10/17",489.78
"Currency","2013/10/16",495.16
"Currency","2013/10/15",496.91
"Currency","2013/10/14",497.12
"Currency","2013/10/13",506.55
"Currency","2013/10/11",496.80
"Currency","2013/10/10",492.50
"Currency","2013/10/09",487.90
"Currency","2013/10/08",502.95
"Currency","2013/10/07",492.07
"Currency","2013/10/04",494.78
"Currency","2013/10/03",491.98
"Currency","2013/10/02",494.98
"Currency","2013/10/01",489.19
"Currency","2013/09/30",493.54
"Currency","2013/09/27",496.89
"Currency","2013/09/26",493.41
"Currency","2013/09/25",494.48
"Currency","2013/09/24",485.14
"Currency","2013/09/23",495.10
"Currency","2013/09/20",491.61
"Currency","2013/09/19",488.08
"Currency","2013/09/18",494.17
"Currency","2013/09/17",490.17
"Currency","2013/09/16",490.92
"Currency","2013/09/13",489.91
"Currency","2013/09/12",494.47
"Currency","2013/09/11",501.39
"Currency","2013/09/10",490.04
"Currency","2013/09/09",489.86
"Currency","2013/09/06",501.42
"Currency","2013/09/05",499.47
"Currency","2013/09/04",496.89
"Currency","2013/09/03",497.70
"Currency","2013/09/02",497.91
"Currency","2013/08/30",490.63
"Currency","2013/08/29",490.26
"Currency","2013/08/28",492.44
"Currency","2013/08/27",489.81
"Currency","2013/08/26",493.23
"Currency","2013/08/23",488.12
"Currency","2013/08/22",495.39
"Currency","2013/08/21",488.69
"Currency","2013/08/20",494.98
"Currency","2013/08/19",494.25
"Currency","2013/08/16",485.41
