"Indicator","Time","Value (USD/COP)"
"Currency","2015/06/18",2542.63
"Currency","2015/06/17",2550.50
"Currency","2015/06/16",2538.67
"Currency","2015/06/15",2538.00
"Currency","2015/06/12",2526.00
"Currency","2015/06/11",2532.00
"Currency","2015/06/10",2526.50
"Currency","2015/06/09",2556.50
"Currency","2015/06/08",2610.00
"Currency","2015/06/05",2622.50
"Currency","2015/06/04",2591.97
"Currency","2015/06/03",2578.50
"Currency","2015/06/02",2556.65
"Currency","2015/06/01",2562.10
"Currency","2015/05/29",2531.00
"Currency","2015/05/28",2536.75
"Currency","2015/05/27",2535.40
"Currency","2015/05/26",2545.90
"Currency","2015/05/25",2489.50
"Currency","2015/05/22",2502.50
"Currency","2015/05/21",2480.80
"Currency","2015/05/20",2488.00
"Currency","2015/05/19",2485.00
"Currency","2015/05/18",2433.50
"Currency","2015/05/15",2416.00
"Currency","2015/05/14",2390.42
"Currency","2015/05/13",2387.50
"Currency","2015/05/12",2383.50
"Currency","2015/05/11",2355.00
"Currency","2015/05/08",2355.32
"Currency","2015/05/07",2371.15
"Currency","2015/05/06",2361.00
"Currency","2015/05/05",2390.25
"Currency","2015/05/04",2390.00
"Currency","2015/05/01",2391.50
"Currency","2015/04/30",2382.00
"Currency","2015/04/29",2377.00
"Currency","2015/04/28",2400.00
"Currency","2015/04/27",2409.60
"Currency","2015/04/24",2452.50
"Currency","2015/04/23",2468.13
"Currency","2015/04/22",2491.50
"Currency","2015/04/21",2472.50
"Currency","2015/04/20",2439.39
"Currency","2015/04/17",2500.10
"Currency","2015/04/16",2483.50
"Currency","2015/04/15",2507.50
"Currency","2015/04/14",2556.00
"Currency","2015/04/13",2515.00
"Currency","2015/04/10",2508.55
"Currency","2015/04/09",2498.75
"Currency","2015/04/08",2491.85
"Currency","2015/04/07",2514.00
"Currency","2015/04/06",2572.00
"Currency","2015/04/03",2566.00
"Currency","2015/04/02",2574.25
"Currency","2015/04/01",2574.25
"Currency","2015/03/31",2600.00
"Currency","2015/03/30",2555.00
"Currency","2015/03/27",2558.50
"Currency","2015/03/26",2561.00
"Currency","2015/03/25",2542.00
"Currency","2015/03/24",2511.50
"Currency","2015/03/23",2570.00
"Currency","2015/03/20",2574.42
"Currency","2015/03/19",2631.00
"Currency","2015/03/18",2628.50
"Currency","2015/03/17",2660.00
"Currency","2015/03/16",2625.00
"Currency","2015/03/13",2668.87
"Currency","2015/03/12",2628.25
"Currency","2015/03/11",2625.00
"Currency","2015/03/10",2631.11
"Currency","2015/03/09",2575.00
"Currency","2015/03/06",2582.65
"Currency","2015/03/05",2547.55
"Currency","2015/03/04",2541.60
"Currency","2015/03/03",2554.75
"Currency","2015/03/02",2494.00
"Currency","2015/02/27",2499.97
"Currency","2015/02/26",2491.95
"Currency","2015/02/25",2485.50
"Currency","2015/02/24",2486.00
"Currency","2015/02/20",2459.42
"Currency","2015/02/19",2431.00
"Currency","2015/02/18",2430.65
"Currency","2015/02/17",2341.30
"Currency","2015/02/16",2381.50
"Currency","2015/02/13",2388.50
"Currency","2015/02/12",2404.50
"Currency","2015/02/11",2381.00
"Currency","2015/02/10",2364.00
"Currency","2015/02/09",2380.30
"Currency","2015/02/06",2378.50
"Currency","2015/02/05",2390.00
"Currency","2015/02/04",2357.60
"Currency","2015/02/03",2404.50
"Currency","2015/02/02",2378.10
"Currency","2015/01/30",2411.00
"Currency","2015/01/29",2323.00
"Currency","2015/01/28",2344.30
"Currency","2015/01/27",2344.00
"Currency","2015/01/26",2384.00
"Currency","2015/01/23",2372.00
"Currency","2015/01/22",2375.00
"Currency","2015/01/21",2374.00
"Currency","2015/01/20",2323.80
"Currency","2015/01/19",2368.00
"Currency","2015/01/16",2411.50
"Currency","2015/01/15",2427.00
"Currency","2015/01/14",2374.20
"Currency","2015/01/13",2414.00
"Currency","2015/01/12",2416.00
"Currency","2015/01/09",2389.00
"Currency","2015/01/08",2428.00
"Currency","2015/01/07",2448.00
"Currency","2015/01/06",2430.00
"Currency","2015/01/05",2375.00
"Currency","2015/01/02",2345.20
"Currency","2015/01/01",2375.00
"Currency","2014/12/31",2375.00
"Currency","2014/12/30",2375.00
"Currency","2014/12/29",2370.00
"Currency","2014/12/26",2345.00
"Currency","2014/12/25",2345.00
"Currency","2014/12/24",2345.00
"Currency","2014/12/23",2327.00
"Currency","2014/12/22",2299.00
"Currency","2014/12/19",2317.00
"Currency","2014/12/18",2399.00
"Currency","2014/12/16",2427.00
"Currency","2014/12/15",2403.00
"Currency","2014/12/12",2358.10
"Currency","2014/12/11",2396.00
"Currency","2014/12/10",2352.00
"Currency","2014/12/09",2316.50
"Currency","2014/12/08",2238.50
"Currency","2014/12/05",2290.00
"Currency","2014/12/04",2283.00
"Currency","2014/12/03",2235.30
"Currency","2014/12/02",2238.30
"Currency","2014/12/01",2126.50
"Currency","2014/11/28",2125.00
"Currency","2014/11/27",2110.10
"Currency","2014/11/26",2114.00
"Currency","2014/11/25",2154.10
"Currency","2014/11/24",2150.50
"Currency","2014/11/23",2141.00
"Currency","2014/11/22",2144.30
"Currency","2014/11/21",2144.30
"Currency","2014/11/20",2161.00
"Currency","2014/11/19",2151.00
"Currency","2014/11/18",2149.89
"Currency","2014/11/17",2158.80
"Currency","2014/11/16",2157.00
"Currency","2014/11/15",2158.00
"Currency","2014/11/14",2157.00
"Currency","2014/11/13",2130.00
"Currency","2014/11/12",2116.00
"Currency","2014/11/11",2109.00
"Currency","2014/11/10",2095.00
"Currency","2014/11/09",2099.00
"Currency","2014/11/08",2098.89
"Currency","2014/11/07",2099.80
"Currency","2014/11/06",2099.00
"Currency","2014/11/05",2082.00
"Currency","2014/11/04",2081.00
"Currency","2014/11/03",2058.00
"Currency","2014/11/02",2059.50
"Currency","2014/11/01",2058.00
"Currency","2014/10/31",2059.00
"Currency","2014/10/30",2057.50
"Currency","2014/10/29",2047.50
"Currency","2014/10/28",2058.70
"Currency","2014/10/27",2067.50
"Currency","2014/10/26",2065.80
"Currency","2014/10/25",2060.60
"Currency","2014/10/24",2060.60
"Currency","2014/10/23",2054.50
"Currency","2014/10/22",2049.00
"Currency","2014/10/21",2045.50
"Currency","2014/10/20",2066.50
"Currency","2014/10/19",2065.50
"Currency","2014/10/18",2064.20
"Currency","2014/10/17",2064.30
"Currency","2014/10/16",2072.00
"Currency","2014/10/15",2057.00
"Currency","2014/10/14",2052.50
"Currency","2014/10/13",2051.50
"Currency","2014/10/12",2049.50
"Currency","2014/10/11",2055.50
"Currency","2014/10/10",2049.50
"Currency","2014/10/09",2045.50
"Currency","2014/10/08",2047.50
"Currency","2014/10/07",2027.90
"Currency","2014/10/06",2022.50
"Currency","2014/10/05",2027.50
"Currency","2014/10/04",2013.50
"Currency","2014/10/03",2022.60
"Currency","2014/10/02",2028.50
"Currency","2014/10/01",2026.80
"Currency","2014/09/30",2024.60
"Currency","2014/09/29",2030.50
"Currency","2014/09/28",2018.10
"Currency","2014/09/27",2018.10
"Currency","2014/09/26",2018.10
"Currency","2014/09/25",2019.50
"Currency","2014/09/24",1998.50
"Currency","2014/09/23",1997.70
"Currency","2014/09/22",1998.70
"Currency","2014/09/21",1974.90
"Currency","2014/09/20",1972.80
"Currency","2014/09/19",1972.00
"Currency","2014/09/18",1983.50
"Currency","2014/09/17",1974.00
"Currency","2014/09/16",1984.40
"Currency","2014/09/15",1990.00
"Currency","2014/09/14",1997.80
"Currency","2014/09/13",1997.50
"Currency","2014/09/12",1997.50
"Currency","2014/09/11",1981.10
"Currency","2014/09/10",1890.60
"Currency","2014/09/09",1942.00
"Currency","2014/09/08",1893.20
"Currency","2014/09/05",1912.60
"Currency","2014/09/04",1895.60
"Currency","2014/09/03",1879.60
"Currency","2014/09/02",1883.50
"Currency","2014/08/22",1881.00
"Currency","2014/08/21",1881.00
"Currency","2014/08/20",1881.00
"Currency","2014/08/19",1881.00
"Currency","2014/08/18",1881.00
"Currency","2014/08/15",1881.00
"Currency","2014/08/14",1880.00
"Currency","2014/08/13",1882.00
"Currency","2014/08/12",1882.00
"Currency","2014/08/11",1889.00
"Currency","2014/08/08",1893.00
"Currency","2014/08/07",1885.00
"Currency","2014/08/06",1892.75
"Currency","2014/08/05",1882.00
"Currency","2014/08/04",1873.00
"Currency","2014/08/01",1875.00
"Currency","2014/07/31",1880.00
"Currency","2014/07/30",1857.00
"Currency","2014/07/29",1848.00
"Currency","2014/07/28",1847.00
"Currency","2014/07/25",1846.00
"Currency","2014/07/24",1845.00
"Currency","2014/07/23",1849.00
"Currency","2014/07/22",1856.00
"Currency","2014/07/21",1866.00
"Currency","2014/07/18",1867.00
"Currency","2014/07/17",1867.00
"Currency","2014/07/16",1867.15
"Currency","2014/07/15",1858.00
"Currency","2014/07/14",1855.00
"Currency","2014/07/11",1854.00
"Currency","2014/07/10",1858.00
"Currency","2014/07/09",1852.00
"Currency","2014/07/08",1851.00
"Currency","2014/07/07",1841.00
"Currency","2014/07/02",1872.00
"Currency","2014/07/01",1877.00
"Currency","2014/06/30",1879.00
"Currency","2014/06/27",1884.00
"Currency","2014/06/26",1880.00
"Currency","2014/06/25",1889.00
"Currency","2014/06/24",1882.00
"Currency","2014/06/23",1882.00
"Currency","2014/06/20",1889.00
"Currency","2014/06/19",1889.00
"Currency","2014/06/18",1898.00
"Currency","2014/06/17",1889.00
"Currency","2014/06/16",1879.10
"Currency","2014/06/13",1872.00
"Currency","2014/06/12",1883.00
"Currency","2014/06/11",1882.00
"Currency","2014/06/10",1883.00
"Currency","2014/06/09",1882.00
"Currency","2014/06/06",1891.00
"Currency","2014/06/05",1897.00
"Currency","2014/06/04",1898.00
"Currency","2014/06/03",1901.50
"Currency","2014/06/02",1896.00
"Currency","2014/05/30",1909.00
"Currency","2014/05/29",1909.00
"Currency","2014/05/28",1914.00
"Currency","2014/05/27",1904.00
"Currency","2014/05/26",1904.00
"Currency","2014/05/23",1904.00
"Currency","2014/05/22",1910.00
"Currency","2014/05/21",1921.00
"Currency","2014/05/20",1918.00
"Currency","2014/05/19",1922.50
"Currency","2014/05/16",1923.00
"Currency","2014/05/15",1920.00
"Currency","2014/05/14",1923.00
"Currency","2014/05/13",1896.50
"Currency","2014/05/12",1903.00
"Currency","2014/05/09",1910.00
"Currency","2014/05/08",1910.00
"Currency","2014/05/07",1916.00
"Currency","2014/05/06",1922.00
"Currency","2014/05/05",1925.00
"Currency","2014/05/02",1935.00
"Currency","2014/05/01",1935.00
"Currency","2014/04/30",1932.00
"Currency","2014/04/29",1937.60
"Currency","2014/04/28",1942.00
"Currency","2014/04/25",1936.50
"Currency","2014/04/24",1932.00
"Currency","2014/04/23",1931.00
"Currency","2014/04/22",1921.10
"Currency","2014/04/21",1928.00
"Currency","2014/04/18",1928.50
"Currency","2014/04/17",1927.00
"Currency","2014/04/16",1933.00
"Currency","2014/04/15",1925.00
"Currency","2014/04/14",1926.50
"Currency","2014/04/11",1916.00
"Currency","2014/04/10",1927.00
"Currency","2014/04/09",1932.00
"Currency","2014/04/08",1929.00
"Currency","2014/04/07",1950.00
"Currency","2014/04/04",1970.90
"Currency","2014/04/03",1959.00
"Currency","2014/04/02",1969.00
"Currency","2014/04/01",1969.00
"Currency","2014/03/31",1965.20
"Currency","2014/03/28",1964.00
"Currency","2014/03/27",1970.00
"Currency","2014/03/26",1978.00
"Currency","2014/03/25",1995.00
"Currency","2014/03/24",1995.00
"Currency","2014/03/21",1992.00
"Currency","2014/03/20",2009.00
"Currency","2014/03/19",2030.00
"Currency","2014/03/18",2033.00
"Currency","2014/03/17",2045.50
"Currency","2014/03/14",2047.00
"Currency","2014/03/13",2045.50
"Currency","2014/03/12",2044.00
"Currency","2014/03/11",2041.00
"Currency","2014/03/10",2035.00
"Currency","2014/03/07",2031.00
"Currency","2014/03/06",2039.00
"Currency","2014/03/05",2047.00
"Currency","2014/03/04",2052.50
"Currency","2014/03/03",2042.50
"Currency","2014/02/28",2052.00
"Currency","2014/02/27",2042.00
"Currency","2014/02/26",2042.00
"Currency","2014/02/25",2041.50
"Currency","2014/02/24",2043.50
"Currency","2014/02/19",2028.00
"Currency","2014/02/18",2023.00
"Currency","2014/02/17",2029.00
"Currency","2014/02/14",2029.00
"Currency","2014/02/13",2027.00
"Currency","2014/02/12",2037.00
"Currency","2014/02/11",2049.00
"Currency","2014/02/10",2047.00
"Currency","2014/02/07",2043.00
"Currency","2014/02/06",2049.00
"Currency","2014/02/05",2034.50
"Currency","2014/02/04",2045.00
"Currency","2014/02/03",2016.00
"Currency","2014/01/31",2010.00
"Currency","2014/01/30",2001.00
"Currency","2014/01/29",2001.00
"Currency","2014/01/28",2007.00
"Currency","2014/01/27",1999.00
"Currency","2014/01/24",1997.00
"Currency","2014/01/23",1982.00
"Currency","2014/01/22",1979.00
"Currency","2014/01/21",1963.00
"Currency","2014/01/20",1947.00
"Currency","2014/01/17",1947.00
"Currency","2014/01/16",1940.75
"Currency","2014/01/15",1932.50
"Currency","2014/01/14",1927.50
"Currency","2014/01/13",1924.00
"Currency","2014/01/10",1931.00
"Currency","2014/01/09",1929.50
"Currency","2014/01/08",1927.90
"Currency","2014/01/07",1936.05
"Currency","2014/01/06",1938.00
"Currency","2014/01/03",1940.00
"Currency","2014/01/02",1929.00
"Currency","2014/01/01",1925.60
"Currency","2013/12/31",1925.60
"Currency","2013/12/30",1922.00
"Currency","2013/12/27",1922.00
"Currency","2013/12/26",1922.00
"Currency","2013/12/25",1926.00
"Currency","2013/12/24",1926.00
"Currency","2013/12/23",1932.00
"Currency","2013/12/20",1937.75
"Currency","2013/12/19",1942.50
"Currency","2013/12/18",1932.00
"Currency","2013/12/17",1933.50
"Currency","2013/12/16",1930.00
"Currency","2013/12/13",1933.00
"Currency","2013/12/12",1933.00
"Currency","2013/12/11",1933.25
"Currency","2013/12/10",1933.50
"Currency","2013/12/09",1935.50
"Currency","2013/12/06",1939.50
"Currency","2013/12/05",1949.00
"Currency","2013/12/04",1933.00
"Currency","2013/12/03",1933.00
"Currency","2013/12/02",1931.50
"Currency","2013/11/29",1924.00
"Currency","2013/11/28",1924.00
"Currency","2013/11/27",1924.00
"Currency","2013/11/26",1928.00
"Currency","2013/11/25",1928.00
"Currency","2013/11/22",1932.50
"Currency","2013/11/21",1918.50
"Currency","2013/11/20",1915.00
"Currency","2013/11/19",1915.00
"Currency","2013/11/18",1925.00
"Currency","2013/11/15",1925.00
"Currency","2013/11/14",1933.00
"Currency","2013/11/13",1928.25
"Currency","2013/11/12",1936.20
"Currency","2013/11/11",1924.30
"Currency","2013/11/08",1924.30
"Currency","2013/11/07",1917.00
"Currency","2013/11/06",1918.00
"Currency","2013/11/05",1901.00
"Currency","2013/11/04",1885.50
"Currency","2013/11/01",1883.25
"Currency","2013/10/31",1883.25
"Currency","2013/10/30",1884.00
"Currency","2013/10/29",1884.00
"Currency","2013/10/28",1883.00
"Currency","2013/10/25",1884.00
"Currency","2013/10/24",1883.20
"Currency","2013/10/23",1878.00
"Currency","2013/10/22",1884.00
"Currency","2013/10/21",1879.00
"Currency","2013/10/18",1879.50
"Currency","2013/10/17",1883.00
"Currency","2013/10/16",1886.00
"Currency","2013/10/15",1886.00
"Currency","2013/10/14",1885.75
"Currency","2013/10/11",1885.75
"Currency","2013/10/10",1891.20
"Currency","2013/10/09",1890.00
"Currency","2013/10/07",1889.00
"Currency","2013/10/04",1889.00
"Currency","2013/10/03",1886.00
"Currency","2013/10/02",1891.00
"Currency","2013/10/01",1907.25
"Currency","2013/09/30",1910.00
"Currency","2013/09/27",1901.50
"Currency","2013/09/26",1894.00
"Currency","2013/09/25",1944.00
"Currency","2013/09/24",1944.00
"Currency","2013/09/23",1944.00
"Currency","2013/09/06",1944.00
"Currency","2013/09/05",1944.00
"Currency","2013/09/04",1944.00
"Currency","2013/09/03",1944.00
"Currency","2013/09/02",1944.00
"Currency","2013/08/30",1944.00
"Currency","2013/08/29",1935.50
"Currency","2013/08/28",1935.50
"Currency","2013/08/27",1917.50
"Currency","2013/08/26",1913.00
"Currency","2013/08/23",1927.75
"Currency","2013/08/22",1921.00
"Currency","2013/08/21",1923.50
"Currency","2013/08/20",1921.00
"Currency","2013/08/19",1911.00
"Currency","2013/08/16",1899.00
"Currency","2013/08/15",1887.50
"Currency","2013/08/14",1866.00
"Currency","2013/08/13",1866.00
"Currency","2013/08/12",1876.00
"Currency","2013/08/09",1875.00
"Currency","2013/08/08",1881.50
"Currency","2013/08/07",1881.50
"Currency","2013/08/06",1883.00
"Currency","2013/08/05",1888.00
"Currency","2013/08/02",1899.00
"Currency","2013/08/01",1895.00
"Currency","2013/07/31",1889.50
"Currency","2013/07/30",1888.00
"Currency","2013/07/29",1885.00
"Currency","2013/07/26",1885.00
"Currency","2013/07/25",1888.00
"Currency","2013/07/24",1886.00
"Currency","2013/07/23",1882.00
"Currency","2013/07/22",1881.00
"Currency","2013/07/19",1884.00
"Currency","2013/07/18",1872.50
"Currency","2013/07/17",1876.00
"Currency","2013/07/16",1896.00
"Currency","2013/07/12",1910.75
"Currency","2013/07/11",1919.50
"Currency","2013/07/10",1919.50
"Currency","2013/07/09",1924.40
"Currency","2013/07/08",1920.25
"Currency","2013/07/05",1920.25
"Currency","2013/07/04",1920.25
"Currency","2013/07/03",1920.25
"Currency","2013/07/02",1920.25
"Currency","2013/07/01",1928.00
"Currency","2013/06/28",1930.00
"Currency","2013/06/27",1920.00
"Currency","2013/06/26",1928.50
"Currency","2013/06/25",1940.00
"Currency","2013/06/24",1937.00
"Currency","2013/06/21",1902.00
"Currency","2013/06/20",1902.00
"Currency","2013/06/19",1899.00
"Currency","2013/06/18",1882.00
"Currency","2013/06/17",1881.00
"Currency","2013/06/14",1894.00
"Currency","2013/06/13",1897.50
"Currency","2013/06/12",1907.00
"Currency","2013/06/11",1907.00
"Currency","2013/06/10",1907.00
"Currency","2013/06/07",1907.00
"Currency","2013/06/06",1896.00
"Currency","2013/06/05",1901.00
"Currency","2013/06/04",1901.00
"Currency","2013/06/03",1901.00
"Currency","2013/05/31",1895.00
"Currency","2013/05/30",1891.00
"Currency","2013/05/29",1878.50
"Currency","2013/05/28",1878.50
"Currency","2013/05/27",1861.25
"Currency","2013/05/24",1861.25
"Currency","2013/05/23",1855.00
"Currency","2013/05/22",1847.30
"Currency","2013/05/21",1842.00
"Currency","2013/05/20",1841.75
"Currency","2013/05/17",1838.00
"Currency","2013/05/16",1842.50
"Currency","2013/05/15",1836.00
"Currency","2013/05/14",1833.00
