"Indicator","Time","Value (USD/BIF)"
"Currency","2015/06/05",1565.00
"Currency","2015/06/04",1560.00
"Currency","2015/06/03",1567.50
"Currency","2015/06/02",1570.00
"Currency","2015/06/01",1565.00
"Currency","2015/05/29",1560.00
"Currency","2015/05/28",1560.00
"Currency","2015/05/27",1561.00
"Currency","2015/05/26",1555.00
"Currency","2015/05/25",1557.20
"Currency","2015/05/22",1570.00
"Currency","2015/05/21",1567.00
"Currency","2015/05/20",1568.00
"Currency","2015/05/19",1568.50
"Currency","2015/05/18",1567.00
"Currency","2015/05/15",1560.00
"Currency","2015/05/14",1570.00
"Currency","2015/05/13",1565.00
"Currency","2015/05/12",1555.70
"Currency","2015/05/11",1565.00
"Currency","2015/05/08",1565.00
"Currency","2015/05/07",1567.00
"Currency","2015/05/06",1566.00
"Currency","2015/05/05",1564.00
"Currency","2015/05/04",1565.00
"Currency","2015/05/01",1561.00
"Currency","2015/04/30",1561.00
"Currency","2015/04/29",1557.00
"Currency","2015/04/28",1560.00
"Currency","2015/04/27",1560.00
"Currency","2015/04/24",1560.00
"Currency","2015/04/23",1560.00
"Currency","2015/04/22",1561.00
"Currency","2015/04/21",1561.00
"Currency","2015/04/20",1570.00
"Currency","2015/04/17",1568.00
"Currency","2015/04/16",1570.00
"Currency","2015/04/15",1568.00
"Currency","2015/04/14",1570.00
"Currency","2015/04/13",1570.00
"Currency","2015/04/10",1561.00
"Currency","2015/04/09",1563.00
"Currency","2015/04/08",1556.90
"Currency","2015/04/07",1570.00
"Currency","2015/04/06",1560.00
"Currency","2015/04/03",1570.00
"Currency","2015/04/02",1570.00
"Currency","2015/04/01",1561.00
"Currency","2015/03/31",1562.80
"Currency","2015/03/30",1563.00
"Currency","2015/03/27",1557.20
"Currency","2015/03/26",1561.00
"Currency","2015/03/25",1561.00
"Currency","2015/03/24",1560.00
"Currency","2015/03/23",1563.80
"Currency","2015/03/20",1570.00
"Currency","2015/03/19",1570.00
"Currency","2015/03/18",1557.20
"Currency","2015/03/17",1570.00
"Currency","2015/03/16",1570.00
"Currency","2015/03/13",1570.00
"Currency","2015/03/12",1570.00
"Currency","2015/03/11",1570.00
"Currency","2015/03/10",1557.20
"Currency","2015/03/09",1570.00
"Currency","2015/03/06",1570.00
"Currency","2015/03/05",1570.00
"Currency","2015/03/04",1557.20
"Currency","2015/03/03",1557.20
"Currency","2015/03/02",1562.80
"Currency","2015/02/27",1556.10
"Currency","2015/02/26",1556.10
"Currency","2015/02/25",1570.00
"Currency","2015/02/24",1570.00
"Currency","2015/02/23",1570.00
"Currency","2015/02/20",1557.20
"Currency","2015/02/19",1559.30
"Currency","2015/02/18",1570.00
"Currency","2015/02/17",1570.00
"Currency","2015/02/16",1564.70
"Currency","2015/02/13",1557.00
"Currency","2015/02/12",1570.00
"Currency","2015/02/11",1570.00
"Currency","2015/02/10",1570.00
"Currency","2015/02/09",1570.00
"Currency","2015/02/06",1570.00
"Currency","2015/02/05",1570.00
"Currency","2015/02/04",1570.00
"Currency","2015/02/03",1570.00
"Currency","2015/02/02",1570.00
"Currency","2015/01/30",1560.00
"Currency","2015/01/29",1570.00
"Currency","2015/01/28",1555.30
"Currency","2015/01/27",1563.80
"Currency","2015/01/26",1570.00
"Currency","2015/01/23",1570.00
"Currency","2015/01/22",1570.00
"Currency","2015/01/21",1570.00
"Currency","2015/01/20",1559.30
"Currency","2015/01/19",1570.00
"Currency","2015/01/16",1562.70
"Currency","2015/01/15",1570.00
"Currency","2015/01/14",1562.70
"Currency","2015/01/13",1570.00
"Currency","2015/01/12",1570.00
"Currency","2015/01/09",1555.30
"Currency","2015/01/08",1555.30
"Currency","2015/01/07",1570.00
"Currency","2015/01/06",1570.00
"Currency","2015/01/05",1570.00
"Currency","2015/01/02",1570.00
"Currency","2015/01/01",1556.00
"Currency","2014/12/31",1556.00
"Currency","2014/12/30",1556.00
"Currency","2014/12/29",1570.00
"Currency","2014/12/26",1555.10
"Currency","2014/12/25",1555.10
"Currency","2014/12/24",1555.10
"Currency","2014/12/23",1570.00
"Currency","2014/12/22",1555.10
"Currency","2014/12/19",1549.00
"Currency","2014/12/18",1570.00
"Currency","2014/12/17",1555.00
"Currency","2014/12/16",1570.00
"Currency","2014/12/15",1570.00
"Currency","2014/12/12",1570.00
"Currency","2014/12/11",1570.00
"Currency","2014/12/10",1570.00
"Currency","2014/12/09",1563.60
"Currency","2014/12/08",1559.30
"Currency","2014/12/05",1555.10
"Currency","2014/12/04",1570.00
"Currency","2014/12/03",1557.20
"Currency","2014/12/02",1557.50
"Currency","2014/12/01",1570.00
"Currency","2014/11/28",1555.10
"Currency","2014/11/27",1570.00
"Currency","2014/11/26",1557.20
"Currency","2014/11/25",1570.00
"Currency","2014/11/24",1570.00
"Currency","2014/11/21",1570.00
"Currency","2014/11/20",1570.00
"Currency","2014/11/19",1555.00
"Currency","2014/11/18",1570.00
"Currency","2014/11/17",1557.20
"Currency","2014/11/14",1570.00
"Currency","2014/11/13",1570.00
"Currency","2014/11/12",1570.00
"Currency","2014/11/11",1562.50
"Currency","2014/11/10",1562.50
"Currency","2014/11/07",1555.60
"Currency","2014/11/06",1555.60
"Currency","2014/11/05",1555.60
"Currency","2014/11/04",1570.00
"Currency","2014/11/03",1570.00
"Currency","2014/10/31",1555.10
"Currency","2014/10/30",1562.40
"Currency","2014/10/29",1562.40
"Currency","2014/10/28",1562.40
"Currency","2014/10/27",1562.40
"Currency","2014/10/24",1555.00
"Currency","2014/10/23",1570.00
"Currency","2014/10/22",1570.00
"Currency","2014/10/21",1570.00
"Currency","2014/10/20",1570.00
"Currency","2014/10/17",1570.00
"Currency","2014/10/16",1570.00
"Currency","2014/10/15",1570.00
"Currency","2014/10/14",1555.00
"Currency","2014/10/13",1564.60
"Currency","2014/10/10",1574.70
"Currency","2014/10/09",1539.40
"Currency","2014/10/08",1550.00
"Currency","2014/10/07",1550.00
"Currency","2014/10/06",1550.00
"Currency","2014/10/03",1538.90
"Currency","2014/10/02",1542.50
"Currency","2014/10/01",1550.00
"Currency","2014/09/30",1550.00
"Currency","2014/09/29",1550.00
"Currency","2014/09/26",1542.50
"Currency","2014/09/25",1542.50
"Currency","2014/09/24",1549.50
"Currency","2014/09/23",1550.00
"Currency","2014/09/22",1546.30
"Currency","2014/09/19",1546.30
"Currency","2014/09/18",1542.50
"Currency","2014/09/17",1550.00
"Currency","2014/09/16",1550.00
"Currency","2014/09/15",1550.00
"Currency","2014/09/12",1550.00
"Currency","2014/09/11",1550.00
"Currency","2014/09/10",1550.00
"Currency","2014/09/09",1550.00
"Currency","2014/09/08",1550.00
"Currency","2014/09/05",1550.00
"Currency","2014/09/04",1542.50
"Currency","2014/09/03",1550.00
"Currency","2014/09/02",1549.60
"Currency","2014/09/01",1550.00
"Currency","2014/08/29",1549.00
"Currency","2014/08/28",1550.00
"Currency","2014/08/27",1549.60
"Currency","2014/08/26",1549.60
"Currency","2014/08/25",1535.00
"Currency","2014/08/22",1549.50
"Currency","2014/08/21",1550.00
"Currency","2014/08/20",1550.00
"Currency","2014/08/19",1548.20
"Currency","2014/08/18",1548.20
"Currency","2014/08/15",1550.00
"Currency","2014/08/14",1550.00
"Currency","2014/08/13",1550.00
"Currency","2014/08/12",1549.10
"Currency","2014/08/11",1549.10
"Currency","2014/08/08",1550.00
"Currency","2014/08/07",1549.60
"Currency","2014/08/06",1549.60
"Currency","2014/08/05",1550.00
"Currency","2014/08/04",1550.00
"Currency","2014/08/01",1550.00
"Currency","2014/07/31",1535.00
"Currency","2014/07/30",1549.90
"Currency","2014/07/29",1542.50
"Currency","2014/07/28",1549.80
"Currency","2014/07/25",1550.00
"Currency","2014/07/24",1550.00
"Currency","2014/07/23",1550.00
"Currency","2014/07/22",1550.00
"Currency","2014/07/21",1550.00
"Currency","2014/07/18",1549.10
"Currency","2014/07/17",1535.00
"Currency","2014/07/16",1535.00
"Currency","2014/07/15",1542.50
"Currency","2014/07/14",1550.00
"Currency","2014/07/11",1550.00
"Currency","2014/07/10",1542.50
"Currency","2014/07/09",1542.50
"Currency","2014/07/08",1549.80
"Currency","2014/07/07",1550.00
"Currency","2014/07/04",1550.00
"Currency","2014/07/03",1542.50
"Currency","2014/07/02",1549.80
"Currency","2014/07/01",1549.80
"Currency","2014/06/30",1548.20
"Currency","2014/06/27",1550.00
"Currency","2014/06/26",1549.10
"Currency","2014/06/25",1550.00
"Currency","2014/06/24",1549.60
"Currency","2014/06/23",1550.00
"Currency","2014/06/20",1550.00
"Currency","2014/06/19",1550.00
"Currency","2014/06/18",1545.80
"Currency","2014/06/17",1550.00
"Currency","2014/06/16",1546.30
"Currency","2014/06/13",1548.10
"Currency","2014/06/12",1549.80
"Currency","2014/06/11",1535.00
"Currency","2014/06/10",1550.00
"Currency","2014/06/09",1550.00
"Currency","2014/06/06",1550.00
"Currency","2014/06/05",1549.80
"Currency","2014/06/04",1549.80
"Currency","2014/06/03",1549.80
"Currency","2014/06/02",1549.80
"Currency","2014/05/30",1549.60
"Currency","2014/05/29",1549.80
"Currency","2014/05/28",1548.20
"Currency","2014/05/27",1549.80
"Currency","2014/05/26",1550.00
"Currency","2014/05/23",1545.44
"Currency","2014/05/22",1550.00
"Currency","2014/05/21",1550.00
"Currency","2014/05/20",1549.10
"Currency","2014/05/19",1549.10
"Currency","2014/05/16",1549.90
"Currency","2014/05/15",1550.00
"Currency","2014/05/14",1549.60
"Currency","2014/05/13",1550.00
"Currency","2014/05/12",1550.00
"Currency","2014/05/09",1549.80
"Currency","2014/05/08",1548.20
"Currency","2014/05/07",1549.10
"Currency","2014/05/06",1542.50
"Currency","2014/05/05",1550.00
"Currency","2014/05/02",1535.00
"Currency","2014/05/01",1549.60
"Currency","2014/04/30",1549.80
"Currency","2014/04/29",1550.00
"Currency","2014/04/28",1550.00
"Currency","2014/04/25",1556.35
"Currency","2014/04/24",1556.25
"Currency","2014/04/23",1556.00
"Currency","2014/04/22",1556.00
"Currency","2014/04/21",1534.12
"Currency","2014/04/18",1537.97
"Currency","2014/04/17",1550.00
"Currency","2014/04/16",1550.00
"Currency","2014/04/15",1548.20
"Currency","2014/04/14",1549.10
"Currency","2014/04/11",1550.00
"Currency","2014/04/10",1542.50
"Currency","2014/04/09",1550.00
"Currency","2014/04/08",1549.80
"Currency","2014/04/07",1550.00
"Currency","2014/04/04",1549.90
"Currency","2014/04/03",1552.75
"Currency","2014/04/02",1552.66
"Currency","2014/04/01",1552.40
"Currency","2014/03/31",1550.20
"Currency","2014/03/28",1550.00
"Currency","2014/03/27",1549.90
"Currency","2014/03/26",1555.80
"Currency","2014/03/25",1555.90
"Currency","2014/03/24",1556.00
"Currency","2014/03/21",1552.20
"Currency","2014/03/20",1555.60
"Currency","2014/03/19",1555.60
"Currency","2014/03/18",1541.00
"Currency","2014/03/17",1556.00
"Currency","2014/03/14",1554.20
"Currency","2014/03/13",1555.90
"Currency","2014/03/12",1556.00
"Currency","2014/03/11",1556.00
"Currency","2014/03/10",1555.10
"Currency","2014/03/07",1556.00
"Currency","2014/03/06",1555.80
"Currency","2014/03/05",1555.60
"Currency","2014/03/04",1556.00
"Currency","2014/03/03",1556.00
"Currency","2014/02/28",1555.60
"Currency","2014/02/27",1555.60
"Currency","2014/02/26",1555.60
"Currency","2014/02/25",1555.80
"Currency","2014/02/24",1556.00
"Currency","2014/02/21",1556.00
"Currency","2014/02/20",1556.00
"Currency","2014/02/19",1556.00
"Currency","2014/02/18",1541.00
"Currency","2014/02/17",1556.00
"Currency","2014/02/14",1541.00
"Currency","2014/02/13",1554.20
"Currency","2014/02/12",1552.30
"Currency","2014/02/11",1555.00
"Currency","2014/02/10",1556.00
"Currency","2014/02/07",1553.00
"Currency","2014/02/06",1554.20
"Currency","2014/02/05",1555.90
"Currency","2014/02/04",1554.10
"Currency","2014/02/03",1556.00
"Currency","2014/01/31",1556.00
"Currency","2014/01/30",1548.50
"Currency","2014/01/29",1555.80
"Currency","2014/01/28",1543.14
"Currency","2014/01/27",1548.50
"Currency","2014/01/24",1556.00
"Currency","2014/01/23",1556.00
"Currency","2014/01/22",1556.00
"Currency","2014/01/21",1555.80
"Currency","2014/01/20",1556.00
"Currency","2014/01/17",1556.00
"Currency","2014/01/16",1541.00
"Currency","2014/01/15",1556.00
"Currency","2014/01/14",1548.50
"Currency","2014/01/13",1556.00
"Currency","2014/01/10",1542.50
"Currency","2014/01/09",1555.60
"Currency","2014/01/08",1554.30
"Currency","2014/01/07",1555.10
"Currency","2014/01/06",1552.60
"Currency","2014/01/03",1544.50
"Currency","2014/01/02",1552.00
"Currency","2014/01/01",1541.99
"Currency","2013/12/31",1541.99
"Currency","2013/12/30",1551.80
"Currency","2013/12/27",1556.00
"Currency","2013/12/26",1556.00
"Currency","2013/12/25",1541.07
"Currency","2013/12/24",1541.07
"Currency","2013/12/23",1551.80
"Currency","2013/12/20",1548.40
"Currency","2013/12/19",1551.60
"Currency","2013/12/18",1550.20
"Currency","2013/12/17",1555.80
"Currency","2013/12/16",1552.00
"Currency","2013/12/13",1552.00
"Currency","2013/12/12",1553.20
"Currency","2013/12/11",1556.00
"Currency","2013/12/10",1555.90
"Currency","2013/12/09",1540.94
"Currency","2013/12/06",1556.00
"Currency","2013/12/05",1555.60
"Currency","2013/12/04",1548.50
"Currency","2013/12/03",1556.00
"Currency","2013/12/02",1555.80
"Currency","2013/11/29",1553.50
"Currency","2013/11/28",1551.00
"Currency","2013/11/27",1551.00
"Currency","2013/11/26",1551.00
"Currency","2013/11/25",1551.00
"Currency","2013/11/22",1551.00
"Currency","2013/11/21",1551.00
"Currency","2013/11/20",1551.00
"Currency","2013/11/19",1551.00
"Currency","2013/11/18",1551.00
"Currency","2013/11/15",1551.00
"Currency","2013/11/14",1551.00
"Currency","2013/11/13",1551.00
"Currency","2013/11/12",1551.00
"Currency","2013/11/11",1551.00
"Currency","2013/11/08",1551.00
"Currency","2013/11/07",1551.00
"Currency","2013/11/06",1551.00
"Currency","2013/11/05",1551.00
"Currency","2013/11/04",1551.00
"Currency","2013/11/01",1551.00
"Currency","2013/10/31",1551.00
"Currency","2013/10/30",1551.00
"Currency","2013/10/29",1551.00
"Currency","2013/10/28",1551.00
"Currency","2013/10/25",1551.00
"Currency","2013/10/24",1551.00
"Currency","2013/10/23",1551.00
"Currency","2013/10/22",1551.00
"Currency","2013/10/21",1551.00
"Currency","2013/10/18",1551.00
"Currency","2013/10/17",1547.70
"Currency","2013/10/16",1547.70
"Currency","2013/10/15",1541.10
"Currency","2013/10/14",1541.10
"Currency","2013/10/11",1542.30
"Currency","2013/10/10",1543.60
"Currency","2013/10/09",1551.30
"Currency","2013/10/08",1546.50
"Currency","2013/10/07",1546.00
"Currency","2013/10/04",1539.30
"Currency","2013/10/03",1548.60
"Currency","2013/10/02",1545.40
"Currency","2013/10/01",1539.28
"Currency","2013/09/30",1539.29
"Currency","2013/09/27",1539.24
"Currency","2013/09/26",1539.25
"Currency","2013/09/25",1539.00
"Currency","2013/09/24",1539.00
"Currency","2013/09/23",1539.00
"Currency","2013/09/20",1539.00
"Currency","2013/09/19",1539.20
"Currency","2013/09/18",1539.15
"Currency","2013/09/17",1539.16
"Currency","2013/09/16",1539.12
"Currency","2013/09/13",1539.12
"Currency","2013/09/12",1539.10
"Currency","2013/09/11",1535.00
"Currency","2013/09/10",1539.07
"Currency","2013/09/09",1539.05
"Currency","2013/09/06",1535.00
"Currency","2013/09/05",1535.00
"Currency","2013/09/04",1535.00
"Currency","2013/09/03",1535.00
"Currency","2013/09/02",1535.00
"Currency","2013/08/30",1535.00
"Currency","2013/08/29",1535.00
"Currency","2013/08/28",1535.00
"Currency","2013/08/27",1535.00
"Currency","2013/08/26",1540.00
"Currency","2013/08/23",1540.00
"Currency","2013/08/22",1540.00
"Currency","2013/08/21",1540.00
"Currency","2013/08/20",1540.00
"Currency","2013/08/19",1538.19
"Currency","2013/08/16",1538.11
"Currency","2013/08/15",1538.11
"Currency","2013/08/14",1538.11
"Currency","2013/08/13",1538.11
"Currency","2013/08/12",1538.11
"Currency","2013/08/09",1538.11
"Currency","2013/08/08",1538.06
"Currency","2013/08/07",1538.06
"Currency","2013/08/06",1538.08
"Currency","2013/08/05",1537.51
"Currency","2013/08/02",1540.00
"Currency","2013/08/01",1540.00
"Currency","2013/07/31",1540.00
"Currency","2013/07/30",1537.47
"Currency","2013/07/29",1537.47
"Currency","2013/07/26",1537.49
"Currency","2013/07/25",1537.18
"Currency","2013/07/24",1537.18
"Currency","2013/07/23",1537.19
"Currency","2013/07/22",1556.00
"Currency","2013/07/19",1556.00
"Currency","2013/07/18",1540.00
"Currency","2013/07/17",1555.00
"Currency","2013/07/16",1555.00
"Currency","2013/07/15",1537.11
"Currency","2013/07/12",1556.00
"Currency","2013/07/11",1555.00
"Currency","2013/07/10",1556.00
"Currency","2013/07/09",1556.00
"Currency","2013/07/08",1556.00
"Currency","2013/07/05",1556.00
"Currency","2013/07/04",1555.00
"Currency","2013/07/03",1555.00
"Currency","2013/07/02",1556.00
"Currency","2013/07/01",1556.00
"Currency","2013/06/28",1556.00
"Currency","2013/06/27",1556.00
"Currency","2013/06/26",1563.00
"Currency","2013/06/25",1563.00
"Currency","2013/06/24",1563.00
"Currency","2013/06/21",1563.00
"Currency","2013/06/20",1563.00
"Currency","2013/06/19",1563.00
"Currency","2013/06/18",1555.00
"Currency","2013/06/17",1555.00
"Currency","2013/06/14",1555.00
"Currency","2013/06/13",1556.00
"Currency","2013/06/12",1556.00
"Currency","2013/06/11",1556.00
"Currency","2013/06/10",1556.00
"Currency","2013/06/07",1556.00
"Currency","2013/06/06",1556.00
"Currency","2013/06/05",1556.00
"Currency","2013/06/04",1556.00
"Currency","2013/06/03",1556.00
"Currency","2013/05/31",1556.00
"Currency","2013/05/30",1556.00
"Currency","2013/05/29",1556.00
"Currency","2013/05/28",1556.00
"Currency","2013/05/27",1576.00
"Currency","2013/05/24",1576.00
"Currency","2013/05/23",1576.00
"Currency","2013/05/22",1576.00
"Currency","2013/05/21",1576.00
"Currency","2013/05/20",1576.00
"Currency","2013/05/17",1576.00
"Currency","2013/05/16",1576.00
"Currency","2013/05/15",1575.00
"Currency","2013/05/14",1575.00
"Currency","2013/05/13",1575.00
"Currency","2013/05/10",1575.00
