"Indicator","Time","Value (USD/HTG)"
"Currency","2014/09/01",44.20
"Currency","2014/08/29",44.20
"Currency","2014/08/28",44.20
"Currency","2014/08/27",44.20
"Currency","2014/08/26",44.20
"Currency","2014/08/25",44.20
"Currency","2014/08/22",44.20
"Currency","2014/08/21",44.20
"Currency","2014/08/20",44.20
"Currency","2014/08/19",44.20
"Currency","2014/08/18",44.20
"Currency","2014/08/15",45.01
"Currency","2014/08/14",45.01
"Currency","2014/08/13",44.20
"Currency","2014/08/12",44.20
"Currency","2014/08/11",44.20
"Currency","2014/08/08",44.20
"Currency","2014/08/07",44.20
"Currency","2014/08/06",44.20
"Currency","2014/08/05",44.20
"Currency","2014/08/04",44.20
"Currency","2014/08/01",45.01
"Currency","2014/07/31",44.20
"Currency","2014/07/30",44.20
"Currency","2014/07/29",44.20
"Currency","2014/07/28",44.20
"Currency","2014/07/25",44.20
"Currency","2014/07/24",44.20
"Currency","2014/07/23",44.20
"Currency","2014/07/22",44.20
"Currency","2014/07/21",44.20
"Currency","2014/07/18",44.20
"Currency","2014/07/17",44.20
"Currency","2014/07/16",44.20
"Currency","2014/07/15",45.01
"Currency","2014/07/14",45.01
"Currency","2014/07/11",44.20
"Currency","2014/07/10",44.20
"Currency","2014/07/09",44.20
"Currency","2014/07/08",44.20
"Currency","2014/07/07",44.20
"Currency","2014/07/04",44.20
"Currency","2014/07/03",44.20
"Currency","2014/07/02",44.20
"Currency","2014/07/01",44.20
"Currency","2014/06/30",44.20
"Currency","2014/06/27",44.20
"Currency","2014/06/26",44.20
"Currency","2014/06/25",44.20
"Currency","2014/06/24",44.20
"Currency","2014/06/23",44.95
"Currency","2014/06/20",44.95
"Currency","2014/06/19",44.95
"Currency","2014/06/18",44.95
"Currency","2014/06/17",43.44
"Currency","2014/06/16",43.44
"Currency","2014/06/13",43.44
"Currency","2014/06/12",43.44
"Currency","2014/06/11",43.44
"Currency","2014/06/10",43.44
"Currency","2014/06/09",43.44
"Currency","2014/06/06",43.44
"Currency","2014/06/05",43.44
"Currency","2014/06/04",43.44
"Currency","2014/06/03",43.44
"Currency","2014/06/02",43.44
"Currency","2014/05/30",43.44
"Currency","2014/05/29",43.44
"Currency","2014/05/28",43.44
"Currency","2014/05/27",43.44
"Currency","2014/05/26",43.44
"Currency","2014/05/23",43.44
"Currency","2014/05/22",43.44
"Currency","2014/05/21",43.44
"Currency","2014/05/20",43.44
"Currency","2014/05/19",43.44
"Currency","2014/05/16",43.44
"Currency","2014/05/15",43.44
"Currency","2014/05/14",43.44
"Currency","2014/05/13",43.44
"Currency","2014/05/12",43.44
"Currency","2014/05/09",43.44
"Currency","2014/05/08",43.44
"Currency","2014/05/07",43.44
"Currency","2014/05/06",43.44
"Currency","2014/05/05",43.44
"Currency","2014/05/02",43.44
"Currency","2014/05/01",43.44
"Currency","2014/04/30",43.44
"Currency","2014/04/29",43.44
"Currency","2014/04/28",43.44
"Currency","2014/04/25",43.44
"Currency","2014/04/24",43.44
"Currency","2014/04/23",43.44
"Currency","2014/04/22",43.44
"Currency","2014/04/21",43.44
"Currency","2014/04/18",43.44
"Currency","2014/04/17",43.44
"Currency","2014/04/16",43.44
"Currency","2014/04/15",43.44
"Currency","2014/04/14",43.44
"Currency","2014/04/11",43.44
"Currency","2014/04/10",43.44
"Currency","2014/04/09",43.44
"Currency","2014/04/08",43.44
"Currency","2014/04/07",43.44
"Currency","2014/04/04",43.44
"Currency","2014/04/03",43.44
"Currency","2014/04/02",43.44
"Currency","2014/04/01",43.44
"Currency","2014/03/31",43.44
"Currency","2014/03/28",43.44
"Currency","2014/03/27",43.44
"Currency","2014/03/26",43.44
"Currency","2014/03/25",43.44
"Currency","2014/03/24",43.44
"Currency","2014/03/21",43.44
"Currency","2014/03/20",43.44
"Currency","2014/03/19",43.44
"Currency","2014/03/18",43.27
"Currency","2014/03/17",42.64
"Currency","2014/03/14",44.47
"Currency","2014/03/13",43.33
"Currency","2014/03/12",45.85
"Currency","2014/03/11",45.51
"Currency","2014/03/10",45.85
"Currency","2014/03/07",45.51
"Currency","2014/03/06",45.17
"Currency","2014/03/05",45.17
"Currency","2014/03/04",45.17
"Currency","2014/03/03",44.50
"Currency","2014/02/28",44.50
"Currency","2014/02/27",43.84
"Currency","2014/02/26",43.84
"Currency","2014/02/25",43.51
"Currency","2014/02/24",43.95
"Currency","2014/02/21",43.90
"Currency","2014/02/20",38.91
"Currency","2014/02/19",38.91
"Currency","2014/02/18",39.10
"Currency","2014/02/17",39.30
"Currency","2014/02/14",39.30
"Currency","2014/02/13",39.50
"Currency","2014/02/12",39.69
"Currency","2014/02/11",39.89
"Currency","2014/02/10",40.09
"Currency","2014/02/07",40.30
"Currency","2014/02/06",40.50
"Currency","2014/02/05",40.50
"Currency","2014/02/04",40.70
"Currency","2014/02/03",40.91
"Currency","2014/01/31",41.11
"Currency","2014/01/30",41.32
"Currency","2014/01/29",41.53
"Currency","2014/01/28",41.74
"Currency","2014/01/27",41.95
"Currency","2014/01/24",41.95
"Currency","2014/01/23",42.16
"Currency","2014/01/22",41.95
"Currency","2014/01/21",42.16
"Currency","2014/01/20",42.37
"Currency","2014/01/17",42.16
"Currency","2014/01/16",42.58
"Currency","2014/01/15",42.58
"Currency","2014/01/14",42.79
"Currency","2014/01/13",43.01
"Currency","2014/01/10",43.23
"Currency","2014/01/09",43.44
"Currency","2014/01/08",43.66
"Currency","2014/01/07",43.44
"Currency","2014/01/06",43.44
"Currency","2014/01/03",43.66
"Currency","2014/01/02",43.44
"Currency","2014/01/01",43.44
"Currency","2013/12/31",43.44
"Currency","2013/12/30",43.66
"Currency","2013/12/27",43.66
"Currency","2013/12/26",43.26
"Currency","2013/12/25",43.48
"Currency","2013/12/24",43.48
"Currency","2013/12/23",43.26
"Currency","2013/12/20",43.70
"Currency","2013/12/19",42.11
"Currency","2013/12/18",42.32
"Currency","2013/12/17",42.74
"Currency","2013/12/16",43.50
"Currency","2013/12/13",43.50
"Currency","2013/12/12",43.50
"Currency","2013/12/11",43.50
"Currency","2013/12/10",43.50
"Currency","2013/12/09",43.50
"Currency","2013/12/06",43.50
"Currency","2013/12/05",41.40
"Currency","2013/12/04",42.76
"Currency","2013/12/03",43.80
"Currency","2013/12/02",39.91
"Currency","2013/11/29",40.96
"Currency","2013/11/28",43.50
"Currency","2013/11/27",43.50
"Currency","2013/11/26",38.83
"Currency","2013/11/25",41.50
"Currency","2013/11/22",39.91
"Currency","2013/11/21",40.52
"Currency","2013/11/20",40.96
"Currency","2013/11/19",41.27
"Currency","2013/11/18",42.33
"Currency","2013/11/15",42.33
"Currency","2013/11/14",42.33
"Currency","2013/11/13",42.33
"Currency","2013/11/12",42.33
"Currency","2013/11/11",43.40
"Currency","2013/11/08",43.40
"Currency","2013/11/07",43.40
"Currency","2013/11/06",43.40
"Currency","2013/11/05",43.40
"Currency","2013/11/04",43.40
"Currency","2013/11/01",43.40
"Currency","2013/10/31",43.40
"Currency","2013/10/30",43.40
"Currency","2013/10/29",43.40
"Currency","2013/10/28",43.40
"Currency","2013/10/25",43.07
"Currency","2013/10/24",43.07
"Currency","2013/10/23",43.07
"Currency","2013/10/22",43.07
"Currency","2013/10/21",43.07
"Currency","2013/10/18",42.43
"Currency","2013/10/17",42.43
"Currency","2013/10/16",42.43
"Currency","2013/10/15",43.07
"Currency","2013/10/14",43.07
"Currency","2013/10/11",43.07
"Currency","2013/10/10",43.07
"Currency","2013/10/09",43.07
"Currency","2013/10/08",43.07
"Currency","2013/10/07",43.07
"Currency","2013/10/04",43.07
"Currency","2013/10/03",43.40
"Currency","2013/10/02",43.07
"Currency","2013/10/01",43.07
"Currency","2013/09/30",43.07
"Currency","2013/09/27",43.07
"Currency","2013/09/26",43.40
"Currency","2013/09/25",43.07
"Currency","2013/09/24",43.07
"Currency","2013/09/23",43.07
"Currency","2013/09/20",43.07
"Currency","2013/09/19",43.02
"Currency","2013/09/18",43.02
"Currency","2013/09/17",43.02
"Currency","2013/09/16",43.02
"Currency","2013/09/13",43.02
"Currency","2013/09/12",43.02
"Currency","2013/09/11",43.35
"Currency","2013/09/10",43.35
"Currency","2013/09/09",43.35
"Currency","2013/09/06",43.02
"Currency","2013/09/05",43.35
"Currency","2013/09/04",43.35
"Currency","2013/09/03",43.35
"Currency","2013/09/02",43.02
"Currency","2013/08/30",43.02
"Currency","2013/08/29",43.35
"Currency","2013/08/28",43.35
"Currency","2013/08/27",43.35
"Currency","2013/08/26",43.02
"Currency","2013/08/23",43.35
"Currency","2013/08/22",43.35
"Currency","2013/08/21",43.35
"Currency","2013/08/20",43.35
"Currency","2013/08/19",43.35
"Currency","2013/08/16",43.35
"Currency","2013/08/15",43.35
"Currency","2013/08/14",43.35
"Currency","2013/08/13",43.35
"Currency","2013/08/12",43.35
"Currency","2013/08/09",43.35
"Currency","2013/08/08",43.35
"Currency","2013/08/07",43.35
"Currency","2013/08/06",43.35
"Currency","2013/08/05",43.35
"Currency","2013/08/02",43.35
"Currency","2013/08/01",43.35
"Currency","2013/07/31",43.35
"Currency","2013/07/30",43.35
"Currency","2013/07/29",43.35
"Currency","2013/07/26",43.35
"Currency","2013/07/25",43.35
"Currency","2013/07/24",43.35
"Currency","2013/07/23",43.35
"Currency","2013/07/22",43.35
"Currency","2013/07/19",43.35
"Currency","2013/07/18",43.35
"Currency","2013/07/17",43.35
"Currency","2013/07/16",43.35
"Currency","2013/07/15",43.35
"Currency","2013/07/12",43.35
"Currency","2013/07/11",43.35
"Currency","2013/07/10",43.35
"Currency","2013/07/09",43.35
"Currency","2013/07/08",43.35
"Currency","2013/07/05",43.35
"Currency","2013/07/04",43.35
"Currency","2013/07/03",43.35
"Currency","2013/07/02",43.35
"Currency","2013/07/01",43.35
"Currency","2013/06/28",42.20
"Currency","2013/06/27",42.20
"Currency","2013/06/26",42.43
"Currency","2013/06/25",42.43
"Currency","2013/06/24",42.43
"Currency","2013/06/21",42.43
"Currency","2013/06/20",42.43
"Currency","2013/06/19",42.43
"Currency","2013/06/18",42.20
"Currency","2013/06/17",43.25
"Currency","2013/06/14",43.25
"Currency","2013/06/13",42.11
"Currency","2013/06/12",42.11
"Currency","2013/06/11",42.11
"Currency","2013/06/10",42.11
"Currency","2013/06/07",43.20
"Currency","2013/06/06",43.20
"Currency","2013/06/05",43.20
"Currency","2013/06/04",43.20
"Currency","2013/06/03",42.38
"Currency","2013/05/31",42.38
"Currency","2013/05/30",42.38
"Currency","2013/05/29",42.50
"Currency","2013/05/28",42.50
"Currency","2013/05/27",42.50
"Currency","2013/05/24",42.50
"Currency","2013/05/23",42.50
"Currency","2013/05/22",42.50
"Currency","2013/05/21",42.50
"Currency","2013/05/20",42.50
"Currency","2013/05/17",42.50
"Currency","2013/05/16",42.50
"Currency","2013/05/15",42.50
"Currency","2013/05/14",42.50
"Currency","2013/05/13",42.50
"Currency","2013/05/10",42.50
"Currency","2013/05/09",42.50
"Currency","2013/05/08",42.50
"Currency","2013/05/07",42.50
"Currency","2013/05/06",42.50
"Currency","2013/05/03",42.50
"Currency","2013/05/02",42.50
"Currency","2013/05/01",42.50
"Currency","2013/04/30",42.50
"Currency","2013/04/29",42.50
"Currency","2013/04/26",42.50
"Currency","2013/04/25",42.50
"Currency","2013/04/24",42.50
"Currency","2013/04/23",42.50
"Currency","2013/04/22",42.50
"Currency","2013/04/19",42.50
"Currency","2013/04/18",42.50
"Currency","2013/04/17",42.50
"Currency","2013/04/16",42.50
"Currency","2013/04/15",42.50
"Currency","2013/04/12",42.50
"Currency","2013/04/11",42.50
"Currency","2013/04/10",42.50
"Currency","2013/04/09",42.50
"Currency","2013/04/08",42.50
"Currency","2013/04/05",42.50
"Currency","2013/04/04",42.50
"Currency","2013/04/03",42.50
"Currency","2013/04/02",42.50
"Currency","2013/04/01",42.50
"Currency","2013/03/29",42.50
"Currency","2013/03/28",42.50
"Currency","2013/03/27",42.50
"Currency","2013/03/26",42.50
"Currency","2013/03/25",42.50
"Currency","2013/03/22",42.50
"Currency","2013/03/21",42.50
"Currency","2013/03/20",42.50
"Currency","2013/03/19",42.50
"Currency","2013/03/18",42.50
"Currency","2013/03/15",42.50
"Currency","2013/03/14",42.50
"Currency","2013/03/13",42.50
"Currency","2013/03/12",42.50
"Currency","2013/03/11",42.50
"Currency","2013/03/08",42.50
"Currency","2013/03/07",42.50
"Currency","2013/03/06",42.50
"Currency","2013/03/05",42.50
"Currency","2013/03/04",42.50
"Currency","2013/03/01",42.50
"Currency","2013/02/28",42.50
"Currency","2013/02/27",42.50
"Currency","2013/02/26",42.50
"Currency","2013/02/25",42.50
"Currency","2013/02/22",42.50
"Currency","2013/02/21",42.50
"Currency","2013/02/20",42.50
"Currency","2013/02/19",42.50
"Currency","2013/02/18",42.50
"Currency","2013/02/15",42.50
"Currency","2013/02/14",42.50
"Currency","2013/02/13",42.50
"Currency","2013/02/12",42.50
"Currency","2013/02/11",42.50
"Currency","2013/02/08",42.50
"Currency","2013/02/07",42.50
"Currency","2013/02/06",42.50
"Currency","2013/02/05",42.50
"Currency","2013/02/04",42.50
"Currency","2013/02/01",42.50
"Currency","2013/01/31",42.50
"Currency","2013/01/30",42.50
"Currency","2013/01/29",42.25
"Currency","2013/01/28",42.25
"Currency","2013/01/25",42.15
"Currency","2013/01/24",42.15
"Currency","2013/01/23",42.15
"Currency","2013/01/22",42.15
"Currency","2013/01/21",42.15
"Currency","2013/01/18",42.15
"Currency","2013/01/17",42.15
"Currency","2013/01/16",42.15
"Currency","2013/01/15",42.15
"Currency","2013/01/14",42.15
