"Indicator","Time","Value (USD/NGN)"
"Currency","2015/03/16",199.30
"Currency","2015/03/13",199.25
"Currency","2015/03/12",199.20
"Currency","2015/03/11",198.90
"Currency","2015/03/10",199.30
"Currency","2015/03/09",199.65
"Currency","2015/03/06",199.40
"Currency","2015/03/05",199.55
"Currency","2015/03/04",200.35
"Currency","2015/03/03",202.00
"Currency","2015/03/02",200.00
"Currency","2015/02/27",201.00
"Currency","2015/02/26",200.00
"Currency","2015/02/25",200.30
"Currency","2015/02/24",199.85
"Currency","2015/02/23",199.45
"Currency","2015/02/20",197.00
"Currency","2015/02/19",198.40
"Currency","2015/02/18",199.35
"Currency","2015/02/17",199.42
"Currency","2015/02/16",204.00
"Currency","2015/02/13",203.90
"Currency","2015/02/12",203.80
"Currency","2015/02/11",199.20
"Currency","2015/02/10",195.35
"Currency","2015/02/09",193.85
"Currency","2015/02/06",192.20
"Currency","2015/02/05",186.00
"Currency","2015/02/04",189.65
"Currency","2015/02/03",189.70
"Currency","2015/02/02",187.91
"Currency","2015/01/30",189.75
"Currency","2015/01/29",192.20
"Currency","2015/01/28",191.10
"Currency","2015/01/27",191.00
"Currency","2015/01/26",190.60
"Currency","2015/01/23",190.40
"Currency","2015/01/22",189.85
"Currency","2015/01/21",188.80
"Currency","2015/01/20",184.17
"Currency","2015/01/19",186.60
"Currency","2015/01/16",185.55
"Currency","2015/01/15",183.05
"Currency","2015/01/14",183.40
"Currency","2015/01/13",182.00
"Currency","2015/01/12",178.61
"Currency","2015/01/09",178.70
"Currency","2015/01/08",183.55
"Currency","2015/01/07",183.60
"Currency","2015/01/06",183.20
"Currency","2015/01/05",182.70
"Currency","2015/01/02",181.38
"Currency","2015/01/01",182.30
"Currency","2014/12/31",182.25
"Currency","2014/12/30",182.25
"Currency","2014/12/29",181.80
"Currency","2014/12/26",185.65
"Currency","2014/12/25",185.65
"Currency","2014/12/24",185.65
"Currency","2014/12/23",185.40
"Currency","2014/12/22",179.75
"Currency","2014/12/19",179.80
"Currency","2014/12/18",179.70
"Currency","2014/12/17",179.70
"Currency","2014/12/16",179.85
"Currency","2014/12/15",179.71
"Currency","2014/12/12",180.40
"Currency","2014/12/11",179.75
"Currency","2014/12/10",183.30
"Currency","2014/12/09",182.30
"Currency","2014/12/08",180.00
"Currency","2014/12/05",179.80
"Currency","2014/12/04",179.40
"Currency","2014/12/03",182.06
"Currency","2014/12/02",183.75
"Currency","2014/12/01",175.67
"Currency","2014/11/28",174.80
"Currency","2014/11/27",173.72
"Currency","2014/11/26",172.68
"Currency","2014/11/25",174.67
"Currency","2014/11/24",177.05
"Currency","2014/11/23",177.05
"Currency","2014/11/22",177.05
"Currency","2014/11/21",172.05
"Currency","2014/11/20",173.71
"Currency","2014/11/19",173.00
"Currency","2014/11/18",170.37
"Currency","2014/11/17",167.70
"Currency","2014/11/16",170.95
"Currency","2014/11/15",170.95
"Currency","2014/11/14",169.80
"Currency","2014/11/13",166.86
"Currency","2014/11/12",165.62
"Currency","2014/11/11",165.63
"Currency","2014/11/10",163.66
"Currency","2014/11/09",165.60
"Currency","2014/11/08",165.60
"Currency","2014/11/07",169.56
"Currency","2014/11/06",163.99
"Currency","2014/11/05",163.42
"Currency","2014/11/04",165.65
"Currency","2014/11/03",163.91
"Currency","2014/11/02",165.65
"Currency","2014/11/01",165.65
"Currency","2014/10/31",163.42
"Currency","2014/10/30",164.01
"Currency","2014/10/29",162.64
"Currency","2014/10/28",162.00
"Currency","2014/10/27",161.96
"Currency","2014/10/26",164.67
"Currency","2014/10/25",164.67
"Currency","2014/10/24",165.00
"Currency","2014/10/23",165.00
"Currency","2014/10/22",163.62
"Currency","2014/10/21",165.15
"Currency","2014/10/20",165.20
"Currency","2014/10/19",165.30
"Currency","2014/10/18",165.30
"Currency","2014/10/17",161.59
"Currency","2014/10/16",159.49
"Currency","2014/10/15",161.84
"Currency","2014/10/14",161.13
"Currency","2014/10/13",162.80
"Currency","2014/10/12",164.65
"Currency","2014/10/11",164.65
"Currency","2014/10/10",163.38
"Currency","2014/10/09",164.40
"Currency","2014/10/08",161.18
"Currency","2014/10/07",160.63
"Currency","2014/10/06",163.59
"Currency","2014/10/05",164.25
"Currency","2014/10/04",164.25
"Currency","2014/10/03",164.05
"Currency","2014/10/02",160.99
"Currency","2014/10/01",160.99
"Currency","2014/09/30",161.79
"Currency","2014/09/29",162.35
"Currency","2014/09/28",163.90
"Currency","2014/09/27",163.90
"Currency","2014/09/26",160.77
"Currency","2014/09/25",162.57
"Currency","2014/09/24",161.98
"Currency","2014/09/23",161.40
"Currency","2014/09/22",161.91
"Currency","2014/09/21",163.45
"Currency","2014/09/20",163.45
"Currency","2014/09/19",161.04
"Currency","2014/09/18",162.93
"Currency","2014/09/17",160.78
"Currency","2014/09/16",163.00
"Currency","2014/09/15",160.10
"Currency","2014/09/14",162.98
"Currency","2014/09/13",162.98
"Currency","2014/09/12",162.60
"Currency","2014/09/11",160.88
"Currency","2014/09/10",159.58
"Currency","2014/09/09",162.00
"Currency","2014/09/08",159.95
"Currency","2014/09/05",162.52
"Currency","2014/09/04",160.16
"Currency","2014/09/03",159.91
"Currency","2014/09/02",160.11
"Currency","2014/09/01",160.79
"Currency","2014/08/29",159.69
"Currency","2014/08/28",159.63
"Currency","2014/08/27",159.64
"Currency","2014/08/26",159.98
"Currency","2014/08/25",159.69
"Currency","2014/08/22",159.81
"Currency","2014/08/21",159.91
"Currency","2014/08/20",159.86
"Currency","2014/08/19",160.00
"Currency","2014/08/18",159.91
"Currency","2014/08/15",162.20
"Currency","2014/08/14",161.80
"Currency","2014/08/13",162.00
"Currency","2014/08/12",162.40
"Currency","2014/08/11",162.60
"Currency","2014/08/08",162.30
"Currency","2014/08/07",161.50
"Currency","2014/08/06",158.59
"Currency","2014/08/05",161.00
"Currency","2014/08/04",161.25
"Currency","2014/08/01",161.80
"Currency","2014/07/31",161.70
"Currency","2014/07/30",161.85
"Currency","2014/07/29",161.80
"Currency","2014/07/28",161.60
"Currency","2014/07/25",162.05
"Currency","2014/07/24",162.00
"Currency","2014/07/23",160.23
"Currency","2014/07/22",161.90
"Currency","2014/07/21",159.73
"Currency","2014/07/19",161.95
"Currency","2014/07/18",162.70
"Currency","2014/07/17",161.70
"Currency","2014/07/16",161.80
"Currency","2014/07/15",162.05
"Currency","2014/07/14",162.20
"Currency","2014/07/13",162.33
"Currency","2014/07/12",162.33
"Currency","2014/07/11",162.00
"Currency","2014/07/10",159.89
"Currency","2014/07/09",162.35
"Currency","2014/07/08",162.60
"Currency","2014/07/07",160.36
"Currency","2014/07/06",162.70
"Currency","2014/07/05",162.70
"Currency","2014/07/04",162.50
"Currency","2014/07/03",163.00
"Currency","2014/07/02",162.65
"Currency","2014/07/01",162.80
"Currency","2014/06/30",163.01
"Currency","2014/06/29",162.93
"Currency","2014/06/28",162.93
"Currency","2014/06/27",162.70
"Currency","2014/06/26",162.55
"Currency","2014/06/25",162.60
"Currency","2014/06/24",160.25
"Currency","2014/06/23",160.65
"Currency","2014/06/22",162.82
"Currency","2014/06/21",162.82
"Currency","2014/06/20",163.10
"Currency","2014/06/19",163.20
"Currency","2014/06/18",163.00
"Currency","2014/06/17",162.55
"Currency","2014/06/16",163.50
"Currency","2014/06/15",163.00
"Currency","2014/06/14",163.00
"Currency","2014/06/13",163.20
"Currency","2014/06/12",162.80
"Currency","2014/06/11",162.60
"Currency","2014/06/10",162.60
"Currency","2014/06/09",162.29
"Currency","2014/06/08",162.95
"Currency","2014/06/07",162.95
"Currency","2014/06/06",162.70
"Currency","2014/06/05",162.60
"Currency","2014/06/04",162.25
"Currency","2014/06/03",162.21
"Currency","2014/06/02",162.55
"Currency","2014/06/01",162.95
"Currency","2014/05/31",162.74
"Currency","2014/05/30",162.60
"Currency","2014/05/29",162.50
"Currency","2014/05/28",160.57
"Currency","2014/05/27",160.05
"Currency","2014/05/26",162.10
"Currency","2014/05/24",162.35
"Currency","2014/05/23",162.01
"Currency","2014/05/22",162.30
"Currency","2014/05/21",163.00
"Currency","2014/05/20",162.50
"Currency","2014/05/19",159.81
"Currency","2014/05/18",162.35
"Currency","2014/05/17",162.35
"Currency","2014/05/16",162.30
"Currency","2014/05/15",162.20
"Currency","2014/05/14",162.40
"Currency","2014/05/13",161.00
"Currency","2014/05/12",161.00
"Currency","2014/05/11",161.20
"Currency","2014/05/10",161.20
"Currency","2014/05/09",160.80
"Currency","2014/05/08",161.80
"Currency","2014/05/07",161.50
"Currency","2014/05/06",158.65
"Currency","2014/05/05",159.60
"Currency","2014/05/04",159.85
"Currency","2014/05/03",159.85
"Currency","2014/05/02",160.50
"Currency","2014/05/01",160.60
"Currency","2014/04/30",160.60
"Currency","2014/04/29",160.95
"Currency","2014/04/28",160.70
"Currency","2014/04/27",160.84
"Currency","2014/04/26",160.84
"Currency","2014/04/25",160.90
"Currency","2014/04/24",161.50
"Currency","2014/04/23",162.00
"Currency","2014/04/22",162.20
"Currency","2014/04/21",160.62
"Currency","2014/04/20",162.27
"Currency","2014/04/19",162.25
"Currency","2014/04/18",162.20
"Currency","2014/04/17",161.00
"Currency","2014/04/16",161.50
"Currency","2014/04/15",161.05
"Currency","2014/04/14",159.28
"Currency","2014/04/13",160.95
"Currency","2014/04/12",160.95
"Currency","2014/04/11",160.70
"Currency","2014/04/10",162.80
"Currency","2014/04/09",163.65
"Currency","2014/04/08",163.70
"Currency","2014/04/07",161.85
"Currency","2014/04/06",164.00
"Currency","2014/04/05",164.00
"Currency","2014/04/04",163.45
"Currency","2014/04/03",162.21
"Currency","2014/04/02",164.80
"Currency","2014/04/01",164.85
"Currency","2014/03/31",162.64
"Currency","2014/03/30",165.00
"Currency","2014/03/29",165.00
"Currency","2014/03/28",164.70
"Currency","2014/03/27",164.70
"Currency","2014/03/26",165.00
"Currency","2014/03/25",164.70
"Currency","2014/03/24",162.84
"Currency","2014/03/23",164.87
"Currency","2014/03/22",164.87
"Currency","2014/03/21",164.60
"Currency","2014/03/20",164.60
"Currency","2014/03/19",164.20
"Currency","2014/03/18",164.70
"Currency","2014/03/17",162.14
"Currency","2014/03/16",164.65
"Currency","2014/03/15",164.65
"Currency","2014/03/14",164.60
"Currency","2014/03/13",164.50
"Currency","2014/03/12",165.00
"Currency","2014/03/11",164.30
"Currency","2014/03/10",162.72
"Currency","2014/03/09",164.72
"Currency","2014/03/08",164.72
"Currency","2014/03/07",164.40
"Currency","2014/03/06",163.70
"Currency","2014/03/05",164.40
"Currency","2014/03/04",163.80
"Currency","2014/03/03",162.89
"Currency","2014/03/02",164.94
"Currency","2014/03/01",164.94
"Currency","2014/02/28",165.00
"Currency","2014/02/27",164.70
"Currency","2014/02/26",165.50
"Currency","2014/02/25",164.30
"Currency","2014/02/24",161.91
"Currency","2014/02/23",165.60
"Currency","2014/02/22",165.60
"Currency","2014/02/21",165.00
"Currency","2014/02/20",163.50
"Currency","2014/02/19",162.75
"Currency","2014/02/18",161.43
"Currency","2014/02/17",160.93
"Currency","2014/02/16",162.45
"Currency","2014/02/15",162.45
"Currency","2014/02/14",163.16
"Currency","2014/02/13",164.50
"Currency","2014/02/12",162.61
"Currency","2014/02/11",162.00
"Currency","2014/02/10",160.38
"Currency","2014/02/09",163.37
"Currency","2014/02/08",163.37
"Currency","2014/02/07",163.10
"Currency","2014/02/06",163.20
"Currency","2014/02/05",162.60
"Currency","2014/02/04",162.10
"Currency","2014/02/03",160.84
"Currency","2014/02/02",162.66
"Currency","2014/02/01",162.66
"Currency","2014/01/31",162.20
"Currency","2014/01/30",162.70
"Currency","2014/01/29",162.00
"Currency","2014/01/28",162.10
"Currency","2014/01/27",158.96
"Currency","2014/01/25",160.35
"Currency","2014/01/24",159.90
"Currency","2014/01/23",159.50
"Currency","2014/01/22",159.20
"Currency","2014/01/21",157.27
"Currency","2014/01/20",158.71
"Currency","2014/01/19",160.07
"Currency","2014/01/18",160.07
"Currency","2014/01/17",159.20
"Currency","2014/01/16",159.20
"Currency","2014/01/15",159.50
"Currency","2014/01/14",159.50
"Currency","2014/01/13",156.38
"Currency","2014/01/12",159.45
"Currency","2014/01/11",159.45
"Currency","2014/01/10",158.70
"Currency","2014/01/09",159.50
"Currency","2014/01/08",159.70
"Currency","2014/01/07",159.10
"Currency","2014/01/06",157.09
"Currency","2014/01/05",158.72
"Currency","2014/01/04",158.72
"Currency","2014/01/03",158.65
"Currency","2014/01/02",158.09
"Currency","2014/01/01",160.00
"Currency","2013/12/31",161.05
"Currency","2013/12/30",159.40
"Currency","2013/12/29",160.45
"Currency","2013/12/28",160.45
"Currency","2013/12/27",159.70
"Currency","2013/12/26",160.05
"Currency","2013/12/25",159.70
"Currency","2013/12/24",159.70
"Currency","2013/12/23",156.79
"Currency","2013/12/22",158.90
"Currency","2013/12/21",158.90
"Currency","2013/12/20",158.50
"Currency","2013/12/19",159.70
"Currency","2013/12/18",158.80
"Currency","2013/12/17",156.65
"Currency","2013/12/16",156.35
"Currency","2013/12/15",158.85
"Currency","2013/12/14",158.85
"Currency","2013/12/13",158.40
"Currency","2013/12/12",158.30
"Currency","2013/12/11",158.05
"Currency","2013/12/10",158.40
"Currency","2013/12/09",155.77
"Currency","2013/12/08",158.25
"Currency","2013/12/07",158.25
"Currency","2013/12/06",158.60
"Currency","2013/12/05",158.50
"Currency","2013/12/04",158.05
"Currency","2013/12/03",158.30
"Currency","2013/12/02",156.42
"Currency","2013/12/01",158.40
"Currency","2013/11/30",158.40
"Currency","2013/11/29",156.41
"Currency","2013/11/28",158.70
"Currency","2013/11/27",158.50
"Currency","2013/11/26",158.50
"Currency","2013/11/25",155.96
"Currency","2013/11/24",158.61
"Currency","2013/11/23",158.61
"Currency","2013/11/22",158.75
"Currency","2013/11/21",158.75
"Currency","2013/11/20",158.90
"Currency","2013/11/19",158.90
"Currency","2013/11/18",156.03
"Currency","2013/11/17",158.70
"Currency","2013/11/16",158.70
"Currency","2013/11/15",156.87
"Currency","2013/11/14",156.30
"Currency","2013/11/13",156.21
"Currency","2013/11/12",156.57
"Currency","2013/11/11",156.88
"Currency","2013/11/10",158.40
"Currency","2013/11/09",158.40
"Currency","2013/11/08",157.31
"Currency","2013/11/07",158.25
"Currency","2013/11/06",156.45
"Currency","2013/11/05",156.27
"Currency","2013/11/04",156.75
"Currency","2013/11/03",158.73
"Currency","2013/11/02",158.73
"Currency","2013/11/01",157.39
"Currency","2013/10/31",156.86
"Currency","2013/10/30",156.93
"Currency","2013/10/29",156.54
"Currency","2013/10/28",156.66
"Currency","2013/10/27",158.60
"Currency","2013/10/26",158.60
"Currency","2013/10/25",158.80
"Currency","2013/10/24",156.72
"Currency","2013/10/23",156.04
"Currency","2013/10/22",157.38
"Currency","2013/10/21",157.70
"Currency","2013/10/20",159.90
"Currency","2013/10/19",159.90
"Currency","2013/10/18",156.53
"Currency","2013/10/17",158.12
"Currency","2013/10/16",157.41
"Currency","2013/10/15",158.05
"Currency","2013/10/14",158.33
"Currency","2013/10/13",160.10
"Currency","2013/10/11",158.55
"Currency","2013/10/10",157.90
"Currency","2013/10/09",157.54
"Currency","2013/10/08",159.73
"Currency","2013/10/07",159.83
"Currency","2013/10/04",158.96
"Currency","2013/10/03",159.16
"Currency","2013/10/02",159.58
"Currency","2013/10/01",161.60
"Currency","2013/09/30",157.52
"Currency","2013/09/27",159.24
"Currency","2013/09/26",156.97
"Currency","2013/09/25",158.17
"Currency","2013/09/24",157.96
"Currency","2013/09/23",158.97
"Currency","2013/09/20",158.89
"Currency","2013/09/19",158.15
"Currency","2013/09/18",159.72
"Currency","2013/09/17",160.17
"Currency","2013/09/16",159.75
"Currency","2013/09/13",160.99
"Currency","2013/09/12",160.55
"Currency","2013/09/11",160.94
"Currency","2013/09/10",160.77
"Currency","2013/09/09",160.52
"Currency","2013/09/06",162.21
"Currency","2013/09/05",160.53
"Currency","2013/09/04",160.64
"Currency","2013/09/03",160.79
"Currency","2013/09/02",161.57
"Currency","2013/08/30",163.10
"Currency","2013/08/29",159.80
"Currency","2013/08/28",159.01
"Currency","2013/08/27",159.30
"Currency","2013/08/26",158.85
"Currency","2013/08/23",158.74
"Currency","2013/08/22",159.61
"Currency","2013/08/21",158.73
"Currency","2013/08/20",159.72
"Currency","2013/08/19",159.32
"Currency","2013/08/16",161.05
"Currency","2013/08/15",160.80
"Currency","2013/08/14",160.40
"Currency","2013/08/13",160.20
"Currency","2013/08/12",159.95
"Currency","2013/08/09",159.80
"Currency","2013/08/08",157.08
"Currency","2013/08/07",156.86
"Currency","2013/08/06",157.95
"Currency","2013/08/05",156.87
"Currency","2013/08/02",159.50
"Currency","2013/08/01",157.68
"Currency","2013/07/31",160.55
"Currency","2013/07/30",160.65
"Currency","2013/07/29",158.33
"Currency","2013/07/26",157.67
"Currency","2013/07/25",158.27
"Currency","2013/07/24",158.53
"Currency","2013/07/23",161.00
"Currency","2013/07/22",158.60
"Currency","2013/07/19",161.10
"Currency","2013/07/18",159.23
"Currency","2013/07/17",158.20
"Currency","2013/07/16",158.98
"Currency","2013/07/15",158.71
"Currency","2013/07/12",158.75
"Currency","2013/07/11",156.72
"Currency","2013/07/10",160.06
"Currency","2013/07/09",159.06
"Currency","2013/07/08",160.44
"Currency","2013/07/05",159.95
"Currency","2013/07/04",160.00
"Currency","2013/07/03",158.57
"Currency","2013/07/02",161.60
"Currency","2013/07/01",160.23
"Currency","2013/06/28",159.29
"Currency","2013/06/27",158.70
"Currency","2013/06/26",160.00
"Currency","2013/06/25",158.90
"Currency","2013/06/24",160.80
"Currency","2013/06/21",158.38
"Currency","2013/06/20",159.45
"Currency","2013/06/19",157.78
"Currency","2013/06/18",159.68
"Currency","2013/06/17",159.07
"Currency","2013/06/14",157.97
"Currency","2013/06/13",157.10
"Currency","2013/06/12",154.83
"Currency","2013/06/11",154.83
"Currency","2013/06/10",154.83
"Currency","2013/06/07",154.83
"Currency","2013/06/06",156.01
"Currency","2013/06/05",156.09
"Currency","2013/06/04",155.19
"Currency","2013/06/03",156.41
"Currency","2013/05/31",155.40
"Currency","2013/05/30",155.87
"Currency","2013/05/29",156.86
"Currency","2013/05/28",156.04
"Currency","2013/05/27",156.10
"Currency","2013/05/24",155.53
"Currency","2013/05/23",156.91
"Currency","2013/05/22",155.16
"Currency","2013/05/21",155.80
"Currency","2013/05/20",156.11
"Currency","2013/05/17",155.13
"Currency","2013/05/16",154.82
"Currency","2013/05/15",155.40
"Currency","2013/05/14",155.17
"Currency","2013/05/13",155.27
"Currency","2013/05/10",157.25
"Currency","2013/05/09",155.25
"Currency","2013/05/08",157.90
"Currency","2013/05/07",157.70
"Currency","2013/05/06",158.00
"Currency","2013/05/03",157.13
"Currency","2013/05/02",157.80
"Currency","2013/05/01",154.74
"Currency","2013/04/30",156.38
"Currency","2013/04/29",156.57
"Currency","2013/04/26",157.44
"Currency","2013/04/25",156.43
"Currency","2013/04/24",158.60
"Currency","2013/04/23",155.88
"Currency","2013/04/22",156.85
"Currency","2013/04/19",156.82
"Currency","2013/04/18",157.06
"Currency","2013/04/17",155.06
"Currency","2013/04/16",156.26
"Currency","2013/04/15",154.94
"Currency","2013/04/12",155.56
"Currency","2013/04/11",157.55
"Currency","2013/04/10",154.81
"Currency","2013/04/09",155.30
"Currency","2013/04/08",155.10
"Currency","2013/04/05",154.00
"Currency","2013/04/04",155.44
"Currency","2013/04/03",156.19
"Currency","2013/04/02",158.40
"Currency","2013/04/01",156.00
"Currency","2013/03/29",158.00
"Currency","2013/03/28",158.00
"Currency","2013/03/27",155.95
"Currency","2013/03/26",157.51
"Currency","2013/03/25",155.67
"Currency","2013/03/22",156.70
"Currency","2013/03/21",156.29
"Currency","2013/03/20",157.37
"Currency","2013/03/19",156.54
"Currency","2013/03/18",156.94
"Currency","2013/03/15",155.97
"Currency","2013/03/14",158.60
"Currency","2013/03/13",155.89
"Currency","2013/03/12",154.59
"Currency","2013/03/11",156.87
"Currency","2013/03/08",154.91
"Currency","2013/03/07",158.00
"Currency","2013/03/06",157.25
"Currency","2013/03/05",155.04
"Currency","2013/03/04",155.71
"Currency","2013/03/01",156.86
"Currency","2013/02/28",155.63
"Currency","2013/02/27",155.25
"Currency","2013/02/26",157.50
"Currency","2013/02/25",154.72
"Currency","2013/02/22",154.88
"Currency","2013/02/21",156.08
"Currency","2013/02/20",154.56
"Currency","2013/02/19",155.07
"Currency","2013/02/18",154.63
"Currency","2013/02/15",154.61
"Currency","2013/02/14",155.45
"Currency","2013/02/13",154.92
"Currency","2013/02/12",154.88
"Currency","2013/02/11",155.48
"Currency","2013/02/08",156.96
"Currency","2013/02/07",155.12
"Currency","2013/02/06",154.59
"Currency","2013/02/05",157.15
"Currency","2013/02/04",154.89
"Currency","2013/02/01",154.56
"Currency","2013/01/31",154.77
"Currency","2013/01/30",154.03
"Currency","2013/01/29",154.88
"Currency","2013/01/28",154.57
"Currency","2013/01/25",154.63
"Currency","2013/01/24",155.25
"Currency","2013/01/23",157.00
"Currency","2013/01/22",154.80
"Currency","2013/01/21",155.24
"Currency","2013/01/18",154.52
"Currency","2013/01/17",155.36
"Currency","2013/01/16",155.13
"Currency","2013/01/15",156.50
"Currency","2013/01/14",153.21
"Currency","2013/01/11",151.77
"Currency","2013/01/10",153.95
"Currency","2013/01/09",154.66
"Currency","2013/01/08",153.79
"Currency","2013/01/07",156.50
"Currency","2013/01/04",157.70
"Currency","2013/01/03",155.08
"Currency","2013/01/02",153.62
"Currency","2013/01/01",153.76
"Currency","2012/12/31",153.59
"Currency","2012/12/28",155.04
"Currency","2012/12/27",154.70
"Currency","2012/12/26",155.20
"Currency","2012/12/25",155.09
"Currency","2012/12/24",155.09
"Currency","2012/12/21",155.36
"Currency","2012/12/20",156.46
"Currency","2012/12/19",155.00
"Currency","2012/12/18",155.43
"Currency","2012/12/17",154.55
"Currency","2012/12/14",155.23
"Currency","2012/12/13",154.69
"Currency","2012/12/12",154.86
"Currency","2012/12/11",157.00
"Currency","2012/12/10",154.71
"Currency","2012/12/07",155.98
"Currency","2012/12/06",156.75
"Currency","2012/12/05",154.65
"Currency","2012/12/04",154.59
"Currency","2012/12/03",155.15
"Currency","2012/11/30",155.08
"Currency","2012/11/29",154.54
"Currency","2012/11/28",155.41
"Currency","2012/11/27",154.85
"Currency","2012/11/26",154.25
"Currency","2012/11/23",154.91
"Currency","2012/11/22",155.09
"Currency","2012/11/21",157.90
"Currency","2012/11/20",155.63
"Currency","2012/11/19",155.96
"Currency","2012/11/16",157.65
"Currency","2012/11/15",155.65
"Currency","2012/11/14",155.63
"Currency","2012/11/13",155.34
"Currency","2012/11/12",157.20
"Currency","2012/11/09",154.95
"Currency","2012/11/08",155.47
"Currency","2012/11/07",154.65
"Currency","2012/11/06",154.57
"Currency","2012/11/05",154.46
"Currency","2012/11/02",156.80
"Currency","2012/11/01",155.40
"Currency","2012/10/31",154.46
"Currency","2012/10/30",154.84
"Currency","2012/10/29",154.43
"Currency","2012/10/26",155.67
"Currency","2012/10/25",154.56
"Currency","2012/10/24",156.90
"Currency","2012/10/23",155.16
"Currency","2012/10/22",155.58
"Currency","2012/10/19",155.68
"Currency","2012/10/18",155.28
"Currency","2012/10/17",154.44
"Currency","2012/10/16",155.26
"Currency","2012/10/15",155.13
"Currency","2012/10/12",154.70
"Currency","2012/10/11",156.90
"Currency","2012/10/10",156.02
"Currency","2012/10/09",154.58
"Currency","2012/10/08",154.43
"Currency","2012/10/05",153.40
"Currency","2012/10/04",154.91
"Currency","2012/10/03",154.84
"Currency","2012/10/02",155.05
"Currency","2012/10/01",155.67
"Currency","2012/09/28",154.33
"Currency","2012/09/27",155.21
"Currency","2012/09/26",157.50
"Currency","2012/09/25",155.01
"Currency","2012/09/24",155.82
"Currency","2012/09/21",155.33
"Currency","2012/09/20",154.72
"Currency","2012/09/19",155.71
"Currency","2012/09/18",155.42
"Currency","2012/09/17",154.81
"Currency","2012/09/14",154.48
"Currency","2012/09/13",155.87
"Currency","2012/09/12",155.22
"Currency","2012/09/11",155.94
"Currency","2012/09/10",153.56
"Currency","2012/09/07",155.18
"Currency","2012/09/06",155.23
"Currency","2012/09/05",156.09
"Currency","2012/09/04",155.53
"Currency","2012/09/03",155.65
"Currency","2012/08/31",155.93
"Currency","2012/08/30",156.06
"Currency","2012/08/29",155.68
"Currency","2012/08/28",156.15
"Currency","2012/08/27",155.90
"Currency","2012/08/24",155.26
"Currency","2012/08/23",154.50
"Currency","2012/08/22",154.71
"Currency","2012/08/21",155.06
"Currency","2012/08/20",155.81
"Currency","2012/08/17",153.66
"Currency","2012/08/16",156.30
"Currency","2012/08/15",156.12
"Currency","2012/08/14",156.12
"Currency","2012/08/13",155.63
"Currency","2012/08/10",156.03
"Currency","2012/08/09",158.29
"Currency","2012/08/08",159.46
"Currency","2012/08/07",158.54
"Currency","2012/08/06",157.57
"Currency","2012/08/03",160.13
"Currency","2012/08/02",159.33
"Currency","2012/08/01",160.50
"Currency","2012/07/31",158.30
"Currency","2012/07/30",158.67
"Currency","2012/07/27",157.17
"Currency","2012/07/26",156.02
"Currency","2012/07/25",158.45
"Currency","2012/07/24",159.06
"Currency","2012/07/23",159.90
"Currency","2012/07/20",161.20
"Currency","2012/07/19",157.27
"Currency","2012/07/18",160.10
"Currency","2012/07/17",158.66
"Currency","2012/07/16",158.98
"Currency","2012/07/13",158.68
"Currency","2012/07/12",159.07
"Currency","2012/07/11",159.17
"Currency","2012/07/10",158.31
"Currency","2012/07/09",159.52
"Currency","2012/07/06",161.24
"Currency","2012/07/05",160.92
"Currency","2012/07/04",162.40
"Currency","2012/07/03",161.06
"Currency","2012/07/02",159.72
"Currency","2012/06/29",162.58
"Currency","2012/06/28",162.50
"Currency","2012/06/27",162.50
"Currency","2012/06/26",160.48
"Currency","2012/06/25",160.20
"Currency","2012/06/22",161.88
"Currency","2012/06/21",159.76
"Currency","2012/06/20",157.59
"Currency","2012/06/19",161.45
"Currency","2012/06/18",163.09
"Currency","2012/06/15",159.90
"Currency","2012/06/14",160.27
"Currency","2012/06/13",160.86
"Currency","2012/06/12",161.57
"Currency","2012/06/11",159.34
"Currency","2012/06/08",160.32
"Currency","2012/06/07",159.61
"Currency","2012/06/06",159.77
"Currency","2012/06/05",161.10
"Currency","2012/06/04",156.16
"Currency","2012/06/01",159.60
"Currency","2012/05/31",157.80
"Currency","2012/05/30",157.08
"Currency","2012/05/29",158.39
"Currency","2012/05/28",158.39
"Currency","2012/05/25",158.04
"Currency","2012/05/24",159.40
"Currency","2012/05/23",157.57
"Currency","2012/05/22",158.50
"Currency","2012/05/21",155.69
"Currency","2012/05/18",156.61
"Currency","2012/05/17",157.65
"Currency","2012/05/16",158.15
"Currency","2012/05/15",157.08
"Currency","2012/05/14",157.08
"Currency","2012/05/11",157.08
"Currency","2012/05/10",157.50
"Currency","2012/05/09",157.08
"Currency","2012/05/08",157.24
"Currency","2012/05/07",155.53
"Currency","2012/05/04",157.00
"Currency","2012/05/03",156.90
"Currency","2012/05/02",157.10
"Currency","2012/05/01",157.30
"Currency","2012/04/30",157.08
"Currency","2012/04/27",155.36
"Currency","2012/04/26",157.08
"Currency","2012/04/25",157.08
"Currency","2012/04/24",157.08
"Currency","2012/04/23",157.08
