"Indicator","Time","Value (USD/PEN)"
"Currency","2015/03/26",3.07
"Currency","2015/03/25",3.08
"Currency","2015/03/24",3.08
"Currency","2015/03/23",3.08
"Currency","2015/03/20",3.09
"Currency","2015/03/19",3.09
"Currency","2015/03/18",3.10
"Currency","2015/03/17",3.10
"Currency","2015/03/16",3.10
"Currency","2015/03/13",3.10
"Currency","2015/03/12",3.09
"Currency","2015/03/11",3.10
"Currency","2015/03/10",3.02
"Currency","2015/03/09",3.10
"Currency","2015/03/06",3.10
"Currency","2015/03/05",3.09
"Currency","2015/03/04",3.09
"Currency","2015/03/03",3.10
"Currency","2015/03/02",3.09
"Currency","2015/02/27",3.09
"Currency","2015/02/26",3.10
"Currency","2015/02/25",3.09
"Currency","2015/02/24",3.09
"Currency","2015/02/23",3.09
"Currency","2015/02/20",3.09
"Currency","2015/02/19",3.08
"Currency","2015/02/18",3.08
"Currency","2015/02/17",3.01
"Currency","2015/02/16",3.06
"Currency","2015/02/13",3.07
"Currency","2015/02/12",3.01
"Currency","2015/02/11",3.08
"Currency","2015/02/10",3.07
"Currency","2015/02/09",3.07
"Currency","2015/02/06",3.06
"Currency","2015/02/05",3.06
"Currency","2015/02/04",3.05
"Currency","2015/02/03",3.06
"Currency","2015/02/02",2.99
"Currency","2015/01/30",2.96
"Currency","2015/01/29",2.95
"Currency","2015/01/28",2.95
"Currency","2015/01/27",2.95
"Currency","2015/01/26",2.92
"Currency","2015/01/23",3.00
"Currency","2015/01/22",3.01
"Currency","2015/01/21",2.95
"Currency","2015/01/20",2.94
"Currency","2015/01/19",3.02
"Currency","2015/01/16",3.00
"Currency","2015/01/15",2.99
"Currency","2015/01/14",2.92
"Currency","2015/01/13",2.99
"Currency","2015/01/12",2.98
"Currency","2015/01/09",2.93
"Currency","2015/01/08",2.99
"Currency","2015/01/07",2.98
"Currency","2015/01/06",2.98
"Currency","2015/01/05",2.92
"Currency","2015/01/02",2.94
"Currency","2015/01/01",2.98
"Currency","2014/12/31",2.99
"Currency","2014/12/30",2.91
"Currency","2014/12/29",2.97
"Currency","2014/12/26",2.98
"Currency","2014/12/25",2.98
"Currency","2014/12/24",2.98
"Currency","2014/12/23",2.97
"Currency","2014/12/22",2.96
"Currency","2014/12/19",2.94
"Currency","2014/12/18",2.95
"Currency","2014/12/17",2.97
"Currency","2014/12/16",2.96
"Currency","2014/12/15",2.96
"Currency","2014/12/12",2.92
"Currency","2014/12/11",2.96
"Currency","2014/12/10",2.96
"Currency","2014/12/09",2.96
"Currency","2014/12/08",2.88
"Currency","2014/12/05",2.95
"Currency","2014/12/04",2.88
"Currency","2014/12/03",2.88
"Currency","2014/12/02",2.93
"Currency","2014/12/01",2.85
"Currency","2014/11/28",2.85
"Currency","2014/11/27",2.84
"Currency","2014/11/26",2.84
"Currency","2014/11/25",2.84
"Currency","2014/11/24",2.92
"Currency","2014/11/23",2.92
"Currency","2014/11/22",2.92
"Currency","2014/11/21",2.86
"Currency","2014/11/20",2.93
"Currency","2014/11/19",2.86
"Currency","2014/11/18",2.88
"Currency","2014/11/17",2.85
"Currency","2014/11/16",2.93
"Currency","2014/11/15",2.93
"Currency","2014/11/14",2.87
"Currency","2014/11/13",2.87
"Currency","2014/11/12",2.85
"Currency","2014/11/11",2.88
"Currency","2014/11/10",2.86
"Currency","2014/11/09",2.93
"Currency","2014/11/08",2.93
"Currency","2014/11/07",2.89
"Currency","2014/11/06",2.86
"Currency","2014/11/05",2.85
"Currency","2014/11/04",2.93
"Currency","2014/11/03",2.87
"Currency","2014/11/02",2.92
"Currency","2014/11/01",2.92
"Currency","2014/10/31",2.86
"Currency","2014/10/30",2.87
"Currency","2014/10/29",2.84
"Currency","2014/10/28",2.84
"Currency","2014/10/27",2.84
"Currency","2014/10/26",2.90
"Currency","2014/10/25",2.91
"Currency","2014/10/24",2.85
"Currency","2014/10/23",2.91
"Currency","2014/10/22",2.85
"Currency","2014/10/21",2.90
"Currency","2014/10/20",2.90
"Currency","2014/10/19",2.90
"Currency","2014/10/18",2.90
"Currency","2014/10/17",2.83
"Currency","2014/10/16",2.80
"Currency","2014/10/15",2.84
"Currency","2014/10/14",2.83
"Currency","2014/10/13",2.85
"Currency","2014/10/12",2.90
"Currency","2014/10/11",2.90
"Currency","2014/10/10",2.86
"Currency","2014/10/09",2.90
"Currency","2014/10/08",2.82
"Currency","2014/10/07",2.81
"Currency","2014/10/06",2.86
"Currency","2014/10/03",2.89
"Currency","2014/10/02",2.82
"Currency","2014/10/01",2.83
"Currency","2014/09/30",2.82
"Currency","2014/09/29",2.84
"Currency","2014/09/26",2.80
"Currency","2014/09/25",2.83
"Currency","2014/09/24",2.82
"Currency","2014/09/23",2.80
"Currency","2014/09/22",2.81
"Currency","2014/09/19",2.79
"Currency","2014/09/18",2.82
"Currency","2014/09/17",2.80
"Currency","2014/09/16",2.79
"Currency","2014/09/15",2.79
"Currency","2014/09/12",2.86
"Currency","2014/09/11",2.80
"Currency","2014/09/10",2.78
"Currency","2014/09/09",2.86
"Currency","2014/09/08",2.79
"Currency","2014/09/05",2.83
"Currency","2014/09/04",2.79
"Currency","2014/09/03",2.79
"Currency","2014/09/02",2.78
"Currency","2014/09/01",2.80
"Currency","2014/08/29",2.79
"Currency","2014/08/28",2.77
"Currency","2014/08/27",2.77
"Currency","2014/08/26",2.77
"Currency","2014/08/25",2.76
"Currency","2014/08/22",2.77
"Currency","2014/08/21",2.77
"Currency","2014/08/20",2.76
"Currency","2014/08/19",2.74
"Currency","2014/08/18",2.73
"Currency","2014/08/15",2.79
"Currency","2014/08/14",2.79
"Currency","2014/08/13",2.79
"Currency","2014/08/12",2.79
"Currency","2014/08/11",2.79
"Currency","2014/08/08",2.81
"Currency","2014/08/07",2.81
"Currency","2014/08/06",2.75
"Currency","2014/08/05",2.80
"Currency","2014/08/04",2.80
"Currency","2014/08/01",2.79
"Currency","2014/07/31",2.79
"Currency","2014/07/30",2.79
"Currency","2014/07/29",2.78
"Currency","2014/07/28",2.78
"Currency","2014/07/25",2.79
"Currency","2014/07/24",2.79
"Currency","2014/07/23",2.73
"Currency","2014/07/22",2.79
"Currency","2014/07/21",2.73
"Currency","2014/07/19",2.79
"Currency","2014/07/18",2.79
"Currency","2014/07/17",2.79
"Currency","2014/07/16",2.78
"Currency","2014/07/15",2.78
"Currency","2014/07/14",2.72
"Currency","2014/07/13",2.78
"Currency","2014/07/12",2.78
"Currency","2014/07/11",2.77
"Currency","2014/07/10",2.72
"Currency","2014/07/09",2.79
"Currency","2014/07/08",2.77
"Currency","2014/07/07",2.72
"Currency","2014/07/06",2.78
"Currency","2014/07/05",2.78
"Currency","2014/07/04",2.78
"Currency","2014/07/03",2.79
"Currency","2014/07/02",2.80
"Currency","2014/07/01",2.80
"Currency","2014/06/30",2.80
"Currency","2014/06/29",2.80
"Currency","2014/06/28",2.80
"Currency","2014/06/27",2.80
"Currency","2014/06/26",2.80
"Currency","2014/06/25",2.80
"Currency","2014/06/24",2.74
"Currency","2014/06/23",2.74
"Currency","2014/06/22",2.81
"Currency","2014/06/21",2.81
"Currency","2014/06/20",2.80
"Currency","2014/06/19",2.80
"Currency","2014/06/18",2.80
"Currency","2014/06/17",2.72
"Currency","2014/06/16",2.79
"Currency","2014/06/15",2.79
"Currency","2014/06/14",2.79
"Currency","2014/06/13",2.74
"Currency","2014/06/12",2.80
"Currency","2014/06/11",2.79
"Currency","2014/06/10",2.78
"Currency","2014/06/09",2.73
"Currency","2014/06/08",2.79
"Currency","2014/06/07",2.79
"Currency","2014/06/06",2.72
"Currency","2014/06/05",2.79
"Currency","2014/06/04",2.78
"Currency","2014/06/03",2.76
"Currency","2014/06/02",2.76
"Currency","2014/06/01",2.77
"Currency","2014/05/31",2.77
"Currency","2014/05/30",2.77
"Currency","2014/05/29",2.77
"Currency","2014/05/28",2.73
"Currency","2014/05/27",2.73
"Currency","2014/05/26",2.79
"Currency","2014/05/24",2.79
"Currency","2014/05/23",2.79
"Currency","2014/05/22",2.79
"Currency","2014/05/21",2.79
"Currency","2014/05/20",2.79
"Currency","2014/05/19",2.73
"Currency","2014/05/18",2.79
"Currency","2014/05/17",2.79
"Currency","2014/05/16",2.79
"Currency","2014/05/15",2.78
"Currency","2014/05/14",2.78
"Currency","2014/05/13",2.79
"Currency","2014/05/12",2.79
"Currency","2014/05/11",2.78
"Currency","2014/05/10",2.78
"Currency","2014/05/09",2.80
"Currency","2014/05/08",2.80
"Currency","2014/05/07",2.80
"Currency","2014/05/06",2.81
"Currency","2014/05/05",2.81
"Currency","2014/05/04",2.81
"Currency","2014/05/03",2.81
"Currency","2014/05/02",2.81
"Currency","2014/05/01",2.81
"Currency","2014/04/30",2.81
"Currency","2014/04/29",2.81
"Currency","2014/04/28",2.74
"Currency","2014/04/27",2.80
"Currency","2014/04/26",2.80
"Currency","2014/04/25",2.79
"Currency","2014/04/24",2.79
"Currency","2014/04/23",2.78
"Currency","2014/04/22",2.78
"Currency","2014/04/21",2.72
"Currency","2014/04/20",2.77
"Currency","2014/04/19",2.77
"Currency","2014/04/18",2.77
"Currency","2014/04/17",2.77
"Currency","2014/04/16",2.77
"Currency","2014/04/15",2.79
"Currency","2014/04/14",2.73
"Currency","2014/04/13",2.77
"Currency","2014/04/12",2.77
"Currency","2014/04/11",2.78
"Currency","2014/04/10",2.79
"Currency","2014/04/09",2.79
"Currency","2014/04/08",2.80
"Currency","2014/04/07",2.76
"Currency","2014/04/06",2.81
"Currency","2014/04/05",2.81
"Currency","2014/04/04",2.81
"Currency","2014/04/03",2.75
"Currency","2014/04/02",2.81
"Currency","2014/04/01",2.75
"Currency","2014/03/31",2.75
"Currency","2014/03/30",2.81
"Currency","2014/03/29",2.81
"Currency","2014/03/28",2.81
"Currency","2014/03/27",2.81
"Currency","2014/03/26",2.81
"Currency","2014/03/25",2.81
"Currency","2014/03/24",2.76
"Currency","2014/03/23",2.81
"Currency","2014/03/22",2.81
"Currency","2014/03/21",2.81
"Currency","2014/03/20",2.82
"Currency","2014/03/19",2.81
"Currency","2014/03/18",2.81
"Currency","2014/03/17",2.74
"Currency","2014/03/16",2.81
"Currency","2014/03/15",2.80
"Currency","2014/03/14",2.80
"Currency","2014/03/13",2.80
"Currency","2014/03/12",2.80
"Currency","2014/03/11",2.80
"Currency","2014/03/10",2.75
"Currency","2014/03/09",2.80
"Currency","2014/03/08",2.80
"Currency","2014/03/07",2.80
"Currency","2014/03/06",2.80
"Currency","2014/03/05",2.80
"Currency","2014/03/04",2.80
"Currency","2014/03/03",2.75
"Currency","2014/03/02",2.80
"Currency","2014/03/01",2.80
"Currency","2014/02/28",2.80
"Currency","2014/02/27",2.81
"Currency","2014/02/26",2.81
"Currency","2014/02/25",2.81
"Currency","2014/02/24",2.75
"Currency","2014/02/23",2.81
"Currency","2014/02/22",2.81
"Currency","2014/02/21",2.81
"Currency","2014/02/20",2.81
"Currency","2014/02/19",2.80
"Currency","2014/02/18",2.76
"Currency","2014/02/17",2.76
"Currency","2014/02/16",2.82
"Currency","2014/02/15",2.82
"Currency","2014/02/14",2.81
"Currency","2014/02/13",2.81
"Currency","2014/02/12",2.77
"Currency","2014/02/11",2.82
"Currency","2014/02/10",2.75
"Currency","2014/02/09",2.82
"Currency","2014/02/08",2.82
"Currency","2014/02/07",2.82
"Currency","2014/02/06",2.82
"Currency","2014/02/05",2.82
"Currency","2014/02/04",2.82
"Currency","2014/02/03",2.77
"Currency","2014/02/02",2.82
"Currency","2014/02/01",2.82
"Currency","2014/01/31",2.82
"Currency","2014/01/30",2.82
"Currency","2014/01/29",2.82
"Currency","2014/01/28",2.82
"Currency","2014/01/27",2.76
"Currency","2014/01/25",2.82
"Currency","2014/01/24",2.81
"Currency","2014/01/23",2.81
"Currency","2014/01/22",2.81
"Currency","2014/01/21",2.75
"Currency","2014/01/20",2.76
"Currency","2014/01/19",2.81
"Currency","2014/01/18",2.81
"Currency","2014/01/17",2.81
"Currency","2014/01/16",2.81
"Currency","2014/01/15",2.80
"Currency","2014/01/14",2.80
"Currency","2014/01/13",2.73
"Currency","2014/01/12",2.80
"Currency","2014/01/11",2.80
"Currency","2014/01/10",2.80
"Currency","2014/01/09",2.80
"Currency","2014/01/08",2.80
"Currency","2014/01/07",2.80
"Currency","2014/01/06",2.76
"Currency","2014/01/05",2.81
"Currency","2014/01/04",2.81
"Currency","2014/01/03",2.80
"Currency","2014/01/02",2.75
"Currency","2014/01/01",2.79
"Currency","2013/12/31",2.79
"Currency","2013/12/30",2.75
"Currency","2013/12/29",2.80
"Currency","2013/12/28",2.79
"Currency","2013/12/27",2.79
"Currency","2013/12/26",2.77
"Currency","2013/12/25",2.77
"Currency","2013/12/24",2.77
"Currency","2013/12/23",2.71
"Currency","2013/12/22",2.77
"Currency","2013/12/21",2.77
"Currency","2013/12/20",2.77
"Currency","2013/12/19",2.77
"Currency","2013/12/18",2.76
"Currency","2013/12/17",2.75
"Currency","2013/12/16",2.71
"Currency","2013/12/15",2.77
"Currency","2013/12/14",2.77
"Currency","2013/12/13",2.79
"Currency","2013/12/12",2.79
"Currency","2013/12/11",2.79
"Currency","2013/12/10",2.79
"Currency","2013/12/09",2.74
"Currency","2013/12/08",2.80
"Currency","2013/12/07",2.80
"Currency","2013/12/06",2.80
"Currency","2013/12/05",2.80
"Currency","2013/12/04",2.80
"Currency","2013/12/03",2.80
"Currency","2013/12/02",2.75
"Currency","2013/12/01",2.80
"Currency","2013/11/30",2.80
"Currency","2013/11/29",2.74
"Currency","2013/11/28",2.80
"Currency","2013/11/27",2.80
"Currency","2013/11/26",2.80
"Currency","2013/11/25",2.74
"Currency","2013/11/24",2.81
"Currency","2013/11/23",2.80
"Currency","2013/11/22",2.80
"Currency","2013/11/21",2.80
"Currency","2013/11/20",2.79
"Currency","2013/11/19",2.79
"Currency","2013/11/18",2.73
"Currency","2013/11/17",2.80
"Currency","2013/11/16",2.80
"Currency","2013/11/15",2.74
"Currency","2013/11/14",2.72
"Currency","2013/11/13",2.73
"Currency","2013/11/12",2.75
"Currency","2013/11/11",2.75
"Currency","2013/11/10",2.80
"Currency","2013/11/09",2.80
"Currency","2013/11/08",2.75
"Currency","2013/11/07",2.73
"Currency","2013/11/06",2.73
"Currency","2013/11/05",2.72
"Currency","2013/11/04",2.72
"Currency","2013/11/03",2.78
"Currency","2013/11/02",2.78
"Currency","2013/11/01",2.71
"Currency","2013/10/31",2.71
"Currency","2013/10/30",2.70
"Currency","2013/10/29",2.70
"Currency","2013/10/28",2.71
"Currency","2013/10/27",2.76
"Currency","2013/10/26",2.76
"Currency","2013/10/25",2.70
"Currency","2013/10/24",2.70
"Currency","2013/10/23",2.69
"Currency","2013/10/22",2.70
"Currency","2013/10/21",2.71
"Currency","2013/10/20",2.77
"Currency","2013/10/19",2.76
"Currency","2013/10/18",2.69
"Currency","2013/10/17",2.71
"Currency","2013/10/16",2.70
"Currency","2013/10/15",2.70
"Currency","2013/10/14",2.71
"Currency","2013/10/13",2.78
"Currency","2013/10/11",2.73
"Currency","2013/10/10",2.72
"Currency","2013/10/09",2.71
"Currency","2013/10/08",2.79
"Currency","2013/10/07",2.72
"Currency","2013/10/04",2.72
"Currency","2013/10/03",2.71
"Currency","2013/10/02",2.73
"Currency","2013/10/01",2.72
"Currency","2013/09/30",2.71
"Currency","2013/09/27",2.71
"Currency","2013/09/26",2.70
"Currency","2013/09/25",2.69
"Currency","2013/09/24",2.70
"Currency","2013/09/23",2.69
"Currency","2013/09/20",2.70
"Currency","2013/09/19",2.68
"Currency","2013/09/18",2.72
"Currency","2013/09/17",2.72
"Currency","2013/09/16",2.70
"Currency","2013/09/13",2.72
"Currency","2013/09/12",2.73
"Currency","2013/09/11",2.73
"Currency","2013/09/10",2.74
"Currency","2013/09/09",2.73
"Currency","2013/09/06",2.77
"Currency","2013/09/05",2.74
"Currency","2013/09/04",2.75
"Currency","2013/09/03",2.75
"Currency","2013/09/02",2.75
"Currency","2013/08/30",2.76
"Currency","2013/08/29",2.75
"Currency","2013/08/28",2.75
"Currency","2013/08/27",2.75
"Currency","2013/08/26",2.75
"Currency","2013/08/23",2.75
"Currency","2013/08/22",2.77
"Currency","2013/08/21",2.73
"Currency","2013/08/20",2.74
"Currency","2013/08/19",2.74
"Currency","2013/08/16",2.72
"Currency","2013/08/15",2.73
"Currency","2013/08/14",2.74
"Currency","2013/08/13",2.73
"Currency","2013/08/12",2.74
"Currency","2013/08/09",2.73
"Currency","2013/08/08",2.73
"Currency","2013/08/07",2.73
"Currency","2013/08/06",2.74
"Currency","2013/08/05",2.72
"Currency","2013/08/02",2.74
"Currency","2013/08/01",2.79
"Currency","2013/07/31",2.73
"Currency","2013/07/30",2.73
"Currency","2013/07/29",2.72
"Currency","2013/07/26",2.79
"Currency","2013/07/25",2.73
"Currency","2013/07/24",2.71
"Currency","2013/07/23",2.77
"Currency","2013/07/22",2.69
"Currency","2013/07/19",2.70
"Currency","2013/07/18",2.70
"Currency","2013/07/17",2.70
"Currency","2013/07/16",2.70
"Currency","2013/07/15",2.70
"Currency","2013/07/12",2.72
"Currency","2013/07/11",2.67
"Currency","2013/07/10",2.72
"Currency","2013/07/09",2.72
"Currency","2013/07/08",2.73
"Currency","2013/07/05",2.74
"Currency","2013/07/04",2.71
"Currency","2013/07/03",2.73
"Currency","2013/07/02",2.72
"Currency","2013/07/01",2.73
"Currency","2013/06/28",2.72
"Currency","2013/06/27",2.73
"Currency","2013/06/26",2.73
"Currency","2013/06/25",2.79
"Currency","2013/06/24",2.76
"Currency","2013/06/21",2.67
"Currency","2013/06/20",2.74
"Currency","2013/06/19",2.68
"Currency","2013/06/18",2.67
"Currency","2013/06/17",2.67
"Currency","2013/06/14",2.67
"Currency","2013/06/13",2.68
"Currency","2013/06/12",2.63
"Currency","2013/06/11",2.63
"Currency","2013/06/10",2.63
"Currency","2013/06/07",2.63
"Currency","2013/06/06",2.64
"Currency","2013/06/05",2.67
"Currency","2013/06/04",2.67
"Currency","2013/06/03",2.66
"Currency","2013/05/31",2.62
"Currency","2013/05/30",2.62
"Currency","2013/05/29",2.63
"Currency","2013/05/28",2.62
"Currency","2013/05/27",2.61
"Currency","2013/05/24",2.60
"Currency","2013/05/23",2.60
"Currency","2013/05/22",2.57
"Currency","2013/05/21",2.58
"Currency","2013/05/20",2.58
"Currency","2013/05/17",2.55
"Currency","2013/05/16",2.53
"Currency","2013/05/15",2.54
"Currency","2013/05/14",2.54
"Currency","2013/05/13",2.54
"Currency","2013/05/10",2.58
"Currency","2013/05/09",2.55
"Currency","2013/05/08",2.57
"Currency","2013/05/07",2.57
"Currency","2013/05/06",2.63
"Currency","2013/05/03",2.61
"Currency","2013/05/02",2.59
"Currency","2013/05/01",2.57
"Currency","2013/04/30",2.57
"Currency","2013/04/29",2.56
"Currency","2013/04/26",2.58
"Currency","2013/04/25",2.55
"Currency","2013/04/24",2.54
"Currency","2013/04/23",2.60
"Currency","2013/04/22",2.54
"Currency","2013/04/19",2.55
"Currency","2013/04/18",2.55
"Currency","2013/04/17",2.52
"Currency","2013/04/16",2.53
"Currency","2013/04/15",2.51
"Currency","2013/04/12",2.52
"Currency","2013/04/11",2.52
"Currency","2013/04/10",2.51
"Currency","2013/04/09",2.53
"Currency","2013/04/08",2.52
"Currency","2013/04/05",2.50
"Currency","2013/04/04",2.52
"Currency","2013/04/03",2.53
"Currency","2013/04/02",2.59
"Currency","2013/04/01",2.53
"Currency","2013/03/29",2.52
"Currency","2013/03/28",2.52
"Currency","2013/03/27",2.52
"Currency","2013/03/26",2.55
"Currency","2013/03/25",2.52
"Currency","2013/03/22",2.53
"Currency","2013/03/21",2.53
"Currency","2013/03/20",2.55
"Currency","2013/03/19",2.53
"Currency","2013/03/18",2.53
"Currency","2013/03/15",2.51
"Currency","2013/03/14",2.54
"Currency","2013/03/13",2.53
"Currency","2013/03/12",2.53
"Currency","2013/03/11",2.57
