"Indicator","Time","Value (USD/INR)"
"Currency","2015/03/31",62.58
"Currency","2015/03/30",62.66
"Currency","2015/03/27",62.47
"Currency","2015/03/26",62.75
"Currency","2015/03/25",62.38
"Currency","2015/03/24",62.23
"Currency","2015/03/23",62.27
"Currency","2015/03/20",62.46
"Currency","2015/03/19",62.54
"Currency","2015/03/18",62.72
"Currency","2015/03/17",62.71
"Currency","2015/03/16",62.85
"Currency","2015/03/13",62.98
"Currency","2015/03/12",62.55
"Currency","2015/03/11",62.82
"Currency","2015/03/10",62.67
"Currency","2015/03/09",62.55
"Currency","2015/03/06",62.21
"Currency","2015/03/05",62.21
"Currency","2015/03/04",62.16
"Currency","2015/03/03",61.90
"Currency","2015/03/02",61.95
"Currency","2015/02/27",61.81
"Currency","2015/02/26",61.75
"Currency","2015/02/25",62.01
"Currency","2015/02/24",62.29
"Currency","2015/02/23",62.25
"Currency","2015/02/20",62.21
"Currency","2015/02/19",62.34
"Currency","2015/02/18",62.34
"Currency","2015/02/17",62.22
"Currency","2015/02/16",62.22
"Currency","2015/02/13",62.16
"Currency","2015/02/12",62.26
"Currency","2015/02/11",62.26
"Currency","2015/02/10",62.09
"Currency","2015/02/09",62.16
"Currency","2015/02/06",61.73
"Currency","2015/02/05",61.71
"Currency","2015/02/04",61.82
"Currency","2015/02/03",61.71
"Currency","2015/02/02",61.87
"Currency","2015/01/30",61.94
"Currency","2015/01/29",61.82
"Currency","2015/01/28",61.34
"Currency","2015/01/27",61.42
"Currency","2015/01/26",61.54
"Currency","2015/01/23",61.54
"Currency","2015/01/22",61.68
"Currency","2015/01/21",61.62
"Currency","2015/01/20",61.72
"Currency","2015/01/19",61.75
"Currency","2015/01/16",62.01
"Currency","2015/01/15",62.00
"Currency","2015/01/14",62.18
"Currency","2015/01/13",62.14
"Currency","2015/01/12",62.24
"Currency","2015/01/09",62.39
"Currency","2015/01/08",62.74
"Currency","2015/01/07",63.26
"Currency","2015/01/06",63.62
"Currency","2015/01/05",63.35
"Currency","2015/01/02",63.30
"Currency","2015/01/01",63.12
"Currency","2014/12/31",63.12
"Currency","2014/12/30",63.39
"Currency","2014/12/29",63.70
"Currency","2014/12/26",63.65
"Currency","2014/12/25",63.54
"Currency","2014/12/24",63.54
"Currency","2014/12/23",63.30
"Currency","2014/12/22",63.26
"Currency","2014/12/19",63.29
"Currency","2014/12/18",63.17
"Currency","2014/12/17",63.58
"Currency","2014/12/16",63.47
"Currency","2014/12/15",62.91
"Currency","2014/12/12",62.30
"Currency","2014/12/11",62.33
"Currency","2014/12/10",62.04
"Currency","2014/12/09",61.90
"Currency","2014/12/08",61.88
"Currency","2014/12/05",61.87
"Currency","2014/12/04",61.92
"Currency","2014/12/03",61.86
"Currency","2014/12/02",61.92
"Currency","2014/12/01",62.08
"Currency","2014/11/28",62.06
"Currency","2014/11/27",61.88
"Currency","2014/11/26",61.88
"Currency","2014/11/25",61.89
"Currency","2014/11/24",61.95
"Currency","2014/11/23",61.76
"Currency","2014/11/22",61.69
"Currency","2014/11/21",61.80
"Currency","2014/11/20",61.96
"Currency","2014/11/19",61.96
"Currency","2014/11/18",61.74
"Currency","2014/11/17",61.75
"Currency","2014/11/16",61.77
"Currency","2014/11/15",61.73
"Currency","2014/11/14",61.77
"Currency","2014/11/13",61.56
"Currency","2014/11/12",61.50
"Currency","2014/11/11",61.61
"Currency","2014/11/10",61.47
"Currency","2014/11/09",61.52
"Currency","2014/11/08",61.41
"Currency","2014/11/07",61.64
"Currency","2014/11/06",61.44
"Currency","2014/11/05",61.44
"Currency","2014/11/04",61.42
"Currency","2014/11/03",61.42
"Currency","2014/11/02",61.48
"Currency","2014/11/01",61.48
"Currency","2014/10/31",61.40
"Currency","2014/10/30",61.47
"Currency","2014/10/29",61.32
"Currency","2014/10/28",61.33
"Currency","2014/10/27",61.34
"Currency","2014/10/26",61.17
"Currency","2014/10/25",61.28
"Currency","2014/10/24",61.21
"Currency","2014/10/23",61.21
"Currency","2014/10/22",61.21
"Currency","2014/10/21",61.35
"Currency","2014/10/20",61.34
"Currency","2014/10/19",61.36
"Currency","2014/10/18",61.46
"Currency","2014/10/17",61.45
"Currency","2014/10/16",61.83
"Currency","2014/10/15",61.39
"Currency","2014/10/14",61.39
"Currency","2014/10/13",61.19
"Currency","2014/10/12",61.24
"Currency","2014/10/11",61.24
"Currency","2014/10/10",61.29
"Currency","2014/10/09",61.02
"Currency","2014/10/08",61.38
"Currency","2014/10/07",61.46
"Currency","2014/10/06",61.63
"Currency","2014/10/05",61.61
"Currency","2014/10/04",61.56
"Currency","2014/10/03",61.63
"Currency","2014/10/02",61.63
"Currency","2014/10/01",61.63
"Currency","2014/09/30",61.76
"Currency","2014/09/29",61.50
"Currency","2014/09/28",61.14
"Currency","2014/09/27",61.22
"Currency","2014/09/26",61.17
"Currency","2014/09/25",61.38
"Currency","2014/09/24",60.95
"Currency","2014/09/23",61.00
"Currency","2014/09/22",60.84
"Currency","2014/09/21",60.86
"Currency","2014/09/20",60.83
"Currency","2014/09/19",60.86
"Currency","2014/09/18",60.89
"Currency","2014/09/17",60.91
"Currency","2014/09/16",61.10
"Currency","2014/09/15",61.10
"Currency","2014/09/14",60.80
"Currency","2014/09/13",60.80
"Currency","2014/09/12",60.72
"Currency","2014/09/11",60.86
"Currency","2014/09/10",60.90
"Currency","2014/09/09",60.56
"Currency","2014/09/08",60.27
"Currency","2014/09/05",60.41
"Currency","2014/09/04",60.46
"Currency","2014/09/03",60.48
"Currency","2014/09/02",60.65
"Currency","2014/09/01",60.51
"Currency","2014/08/29",60.68
"Currency","2014/08/28",60.68
"Currency","2014/08/27",60.46
"Currency","2014/08/26",60.49
"Currency","2014/08/25",60.55
"Currency","2014/08/22",60.53
"Currency","2014/08/21",60.69
"Currency","2014/08/20",60.63
"Currency","2014/08/19",60.71
"Currency","2014/08/18",60.82
"Currency","2014/08/15",60.82
"Currency","2014/08/14",60.82
"Currency","2014/08/13",61.26
"Currency","2014/08/12",61.11
"Currency","2014/08/11",61.18
"Currency","2014/08/08",61.28
"Currency","2014/08/07",61.29
"Currency","2014/08/06",61.45
"Currency","2014/08/05",60.81
"Currency","2014/08/04",61.00
"Currency","2014/08/01",61.07
"Currency","2014/07/31",60.52
"Currency","2014/07/30",60.09
"Currency","2014/07/29",60.13
"Currency","2014/07/28",60.13
"Currency","2014/07/25",60.12
"Currency","2014/07/24",60.10
"Currency","2014/07/23",60.09
"Currency","2014/07/22",60.26
"Currency","2014/07/21",60.31
"Currency","2014/07/19",60.44
"Currency","2014/07/18",60.33
"Currency","2014/07/17",60.13
"Currency","2014/07/16",60.16
"Currency","2014/07/15",60.14
"Currency","2014/07/14",60.13
"Currency","2014/07/13",60.03
"Currency","2014/07/12",60.02
"Currency","2014/07/11",60.07
"Currency","2014/07/10",59.98
"Currency","2014/07/09",59.79
"Currency","2014/07/08",59.82
"Currency","2014/07/07",60.03
"Currency","2014/07/06",59.73
"Currency","2014/07/05",59.77
"Currency","2014/07/04",59.81
"Currency","2014/07/03",59.83
"Currency","2014/07/02",59.67
"Currency","2014/07/01",60.09
"Currency","2014/06/30",60.15
"Currency","2014/06/29",60.04
"Currency","2014/06/28",60.02
"Currency","2014/06/27",60.09
"Currency","2014/06/26",60.16
"Currency","2014/06/25",60.18
"Currency","2014/06/24",60.10
"Currency","2014/06/23",60.20
"Currency","2014/06/22",60.19
"Currency","2014/06/21",60.25
"Currency","2014/06/20",60.16
"Currency","2014/06/19",60.12
"Currency","2014/06/18",60.40
"Currency","2014/06/17",60.13
"Currency","2014/06/16",60.06
"Currency","2014/06/15",59.71
"Currency","2014/06/14",59.68
"Currency","2014/06/13",59.73
"Currency","2014/06/12",59.28
"Currency","2014/06/11",59.29
"Currency","2014/06/10",59.29
"Currency","2014/06/09",59.16
"Currency","2014/06/08",59.20
"Currency","2014/06/07",59.05
"Currency","2014/06/06",59.17
"Currency","2014/06/05",59.31
"Currency","2014/06/04",59.35
"Currency","2014/06/03",59.36
"Currency","2014/06/02",59.10
"Currency","2014/06/01",59.20
"Currency","2014/05/31",59.21
"Currency","2014/05/30",59.09
"Currency","2014/05/29",59.02
"Currency","2014/05/28",58.88
"Currency","2014/05/27",59.03
"Currency","2014/05/26",58.78
"Currency","2014/05/24",58.45
"Currency","2014/05/23",58.36
"Currency","2014/05/22",58.51
"Currency","2014/05/21",58.78
"Currency","2014/05/20",58.76
"Currency","2014/05/19",58.49
"Currency","2014/05/18",58.57
"Currency","2014/05/17",58.57
"Currency","2014/05/16",59.03
"Currency","2014/05/15",59.15
"Currency","2014/05/14",59.78
"Currency","2014/05/13",59.78
"Currency","2014/05/12",59.87
"Currency","2014/05/11",60.01
"Currency","2014/05/10",59.98
"Currency","2014/05/09",60.00
"Currency","2014/05/08",60.01
"Currency","2014/05/07",60.06
"Currency","2014/05/06",60.07
"Currency","2014/05/05",60.18
"Currency","2014/05/04",60.17
"Currency","2014/05/03",60.17
"Currency","2014/05/02",60.21
"Currency","2014/05/01",60.32
"Currency","2014/04/30",60.32
"Currency","2014/04/29",60.42
"Currency","2014/04/28",60.56
"Currency","2014/04/27",60.66
"Currency","2014/04/26",60.66
"Currency","2014/04/25",60.66
"Currency","2014/04/24",61.06
"Currency","2014/04/23",61.06
"Currency","2014/04/22",60.89
"Currency","2014/04/21",60.48
"Currency","2014/04/20",60.29
"Currency","2014/04/19",60.28
"Currency","2014/04/18",60.40
"Currency","2014/04/17",60.40
"Currency","2014/04/16",60.36
"Currency","2014/04/15",60.24
"Currency","2014/04/14",60.24
"Currency","2014/04/13",60.20
"Currency","2014/04/12",60.20
"Currency","2014/04/11",60.24
"Currency","2014/04/10",60.12
"Currency","2014/04/09",60.12
"Currency","2014/04/08",60.10
"Currency","2014/04/07",60.10
"Currency","2014/04/06",60.09
"Currency","2014/04/05",60.10
"Currency","2014/04/04",60.19
"Currency","2014/04/03",60.20
"Currency","2014/04/02",59.81
"Currency","2014/04/01",59.72
"Currency","2014/03/31",59.72
"Currency","2014/03/30",59.89
"Currency","2014/03/29",59.89
"Currency","2014/03/28",59.72
"Currency","2014/03/27",60.22
"Currency","2014/03/26",60.13
"Currency","2014/03/25",60.48
"Currency","2014/03/24",60.81
"Currency","2014/03/23",60.93
"Currency","2014/03/22",60.92
"Currency","2014/03/21",61.04
"Currency","2014/03/20",61.26
"Currency","2014/03/19",61.01
"Currency","2014/03/18",61.09
"Currency","2014/03/17",61.17
"Currency","2014/03/16",61.22
"Currency","2014/03/15",61.20
"Currency","2014/03/14",61.17
"Currency","2014/03/13",61.14
"Currency","2014/03/12",61.17
"Currency","2014/03/11",60.92
"Currency","2014/03/10",60.88
"Currency","2014/03/09",61.11
"Currency","2014/03/08",61.09
"Currency","2014/03/07",61.10
"Currency","2014/03/06",61.25
"Currency","2014/03/05",61.70
"Currency","2014/03/04",61.95
"Currency","2014/03/03",62.03
"Currency","2014/03/02",61.78
"Currency","2014/03/01",61.83
"Currency","2014/02/28",61.98
"Currency","2014/02/27",62.02
"Currency","2014/02/26",62.02
"Currency","2014/02/25",61.99
"Currency","2014/02/24",62.05
"Currency","2014/02/23",62.02
"Currency","2014/02/22",62.13
"Currency","2014/02/21",62.08
"Currency","2014/02/20",62.26
"Currency","2014/02/19",62.23
"Currency","2014/02/18",62.23
"Currency","2014/02/17",61.94
"Currency","2014/02/16",61.84
"Currency","2014/02/15",61.83
"Currency","2014/02/14",62.09
"Currency","2014/02/13",62.37
"Currency","2014/02/12",62.10
"Currency","2014/02/11",62.27
"Currency","2014/02/10",62.36
"Currency","2014/02/09",62.10
"Currency","2014/02/08",62.29
"Currency","2014/02/07",62.36
"Currency","2014/02/06",62.52
"Currency","2014/02/05",62.54
"Currency","2014/02/04",62.62
"Currency","2014/02/03",62.69
"Currency","2014/02/02",62.51
"Currency","2014/02/01",62.50
"Currency","2014/01/31",62.66
"Currency","2014/01/30",62.68
"Currency","2014/01/29",62.46
"Currency","2014/01/28",62.66
"Currency","2014/01/27",63.24
"Currency","2014/01/25",62.74
"Currency","2014/01/24",62.49
"Currency","2014/01/23",61.96
"Currency","2014/01/22",61.85
"Currency","2014/01/21",61.86
"Currency","2014/01/20",61.59
"Currency","2014/01/19",61.56
"Currency","2014/01/18",61.60
"Currency","2014/01/17",61.48
"Currency","2014/01/16",61.56
"Currency","2014/01/15",61.56
"Currency","2014/01/14",61.58
"Currency","2014/01/13",61.58
"Currency","2014/01/12",61.45
"Currency","2014/01/11",61.46
"Currency","2014/01/10",61.95
"Currency","2014/01/09",62.07
"Currency","2014/01/08",62.17
"Currency","2014/01/07",62.32
"Currency","2014/01/06",62.35
"Currency","2014/01/05",62.20
"Currency","2014/01/04",62.19
"Currency","2014/01/03",62.21
"Currency","2014/01/02",62.21
"Currency","2014/01/01",61.86
"Currency","2013/12/31",61.86
"Currency","2013/12/30",61.96
"Currency","2013/12/29",61.95
"Currency","2013/12/28",61.95
"Currency","2013/12/27",61.93
"Currency","2013/12/26",62.07
"Currency","2013/12/25",61.93
"Currency","2013/12/24",61.93
"Currency","2013/12/23",61.98
"Currency","2013/12/22",62.03
"Currency","2013/12/21",61.97
"Currency","2013/12/20",62.14
"Currency","2013/12/19",62.14
"Currency","2013/12/18",62.01
"Currency","2013/12/17",61.97
"Currency","2013/12/16",61.92
"Currency","2013/12/15",62.20
"Currency","2013/12/14",62.16
"Currency","2013/12/13",62.17
"Currency","2013/12/12",61.72
"Currency","2013/12/11",61.28
"Currency","2013/12/10",61.10
"Currency","2013/12/09",61.10
"Currency","2013/12/08",61.44
"Currency","2013/12/07",61.44
"Currency","2013/12/06",61.63
"Currency","2013/12/05",61.78
"Currency","2013/12/04",62.18
"Currency","2013/12/03",62.36
"Currency","2013/12/02",62.26
"Currency","2013/12/01",62.47
"Currency","2013/11/30",62.41
"Currency","2013/11/29",62.49
"Currency","2013/11/28",62.40
"Currency","2013/11/27",62.25
"Currency","2013/11/26",62.46
"Currency","2013/11/25",62.47
"Currency","2013/11/24",62.83
"Currency","2013/11/23",62.86
"Currency","2013/11/22",62.89
"Currency","2013/11/21",62.90
"Currency","2013/11/20",62.55
"Currency","2013/11/19",62.29
"Currency","2013/11/18",62.45
"Currency","2013/11/17",62.72
"Currency","2013/11/16",62.85
"Currency","2013/11/15",63.26
"Currency","2013/11/14",63.26
"Currency","2013/11/13",63.49
"Currency","2013/11/12",63.64
"Currency","2013/11/11",63.28
"Currency","2013/11/10",62.50
"Currency","2013/11/09",62.57
"Currency","2013/11/08",62.73
"Currency","2013/11/07",62.59
"Currency","2013/11/06",62.32
"Currency","2013/11/05",61.67
"Currency","2013/11/04",61.85
"Currency","2013/11/03",61.76
"Currency","2013/11/02",61.75
"Currency","2013/11/01",61.85
"Currency","2013/10/31",61.46
"Currency","2013/10/30",61.30
"Currency","2013/10/29",61.39
"Currency","2013/10/28",61.51
"Currency","2013/10/27",61.48
"Currency","2013/10/26",61.47
"Currency","2013/10/25",61.60
"Currency","2013/10/24",61.42
"Currency","2013/10/23",61.60
"Currency","2013/10/22",61.66
"Currency","2013/10/21",61.50
"Currency","2013/10/20",61.25
"Currency","2013/10/19",61.25
"Currency","2013/10/18",61.25
"Currency","2013/10/17",61.29
"Currency","2013/10/16",61.86
"Currency","2013/10/15",61.86
"Currency","2013/10/14",61.48
"Currency","2013/10/13",61.03
"Currency","2013/10/11",61.14
"Currency","2013/10/10",61.59
"Currency","2013/10/09",61.91
"Currency","2013/10/08",61.87
"Currency","2013/10/07",61.85
"Currency","2013/10/04",61.69
"Currency","2013/10/03",61.77
"Currency","2013/10/02",62.44
"Currency","2013/10/01",62.44
"Currency","2013/09/30",62.61
"Currency","2013/09/29",63.05
"Currency","2013/09/27",62.46
"Currency","2013/09/26",62.07
"Currency","2013/09/25",62.36
"Currency","2013/09/24",62.74
"Currency","2013/09/23",62.50
"Currency","2013/09/20",62.34
"Currency","2013/09/19",61.94
"Currency","2013/09/18",63.27
"Currency","2013/09/17",63.23
"Currency","2013/09/16",62.84
"Currency","2013/09/13",63.39
"Currency","2013/09/12",63.67
"Currency","2013/09/11",63.31
"Currency","2013/09/10",63.96
"Currency","2013/09/09",65.31
"Currency","2013/09/06",65.31
"Currency","2013/09/05",66.17
"Currency","2013/09/04",66.95
"Currency","2013/09/03",67.97
"Currency","2013/09/02",66.11
"Currency","2013/08/30",66.07
"Currency","2013/08/29",66.79
"Currency","2013/08/28",68.15
"Currency","2013/08/27",65.97
"Currency","2013/08/26",64.49
"Currency","2013/08/23",64.01
"Currency","2013/08/22",64.74
"Currency","2013/08/21",64.29
"Currency","2013/08/20",63.56
"Currency","2013/08/19",62.95
"Currency","2013/08/16",61.71
"Currency","2013/08/15",61.43
"Currency","2013/08/14",61.43
"Currency","2013/08/13",61.09
"Currency","2013/08/12",61.15
"Currency","2013/08/09",60.87
"Currency","2013/08/08",60.87
"Currency","2013/08/07",61.21
"Currency","2013/08/06",61.45
"Currency","2013/08/05",60.88
"Currency","2013/08/02",60.91
"Currency","2013/08/01",60.27
"Currency","2013/07/31",60.81
"Currency","2013/07/30",60.36
"Currency","2013/07/29",59.37
"Currency","2013/07/26",58.98
"Currency","2013/07/25",59.12
"Currency","2013/07/24",59.09
"Currency","2013/07/23",59.77
"Currency","2013/07/22",59.57
"Currency","2013/07/19",59.64
"Currency","2013/07/18",59.61
"Currency","2013/07/17",59.49
"Currency","2013/07/16",59.22
"Currency","2013/07/15",59.86
"Currency","2013/07/12",59.93
"Currency","2013/07/11",59.79
"Currency","2013/07/10",59.98
"Currency","2013/07/09",60.33
"Currency","2013/07/08",60.87
"Currency","2013/07/05",60.40
"Currency","2013/07/04",60.12
"Currency","2013/07/03",60.27
"Currency","2013/07/02",59.67
"Currency","2013/07/01",59.43
"Currency","2013/06/28",59.43
"Currency","2013/06/27",60.27
"Currency","2013/06/26",60.57
"Currency","2013/06/25",59.69
"Currency","2013/06/24",59.78
"Currency","2013/06/23",59.64
"Currency","2013/06/21",59.18
"Currency","2013/06/20",59.75
"Currency","2013/06/19",58.74
"Currency","2013/06/18",58.77
"Currency","2013/06/17",57.79
"Currency","2013/06/14",57.56
"Currency","2013/06/13",58.04
"Currency","2013/06/12",57.77
"Currency","2013/06/11",58.50
"Currency","2013/06/10",57.91
"Currency","2013/06/07",57.08
"Currency","2013/06/06",56.89
"Currency","2013/06/05",56.77
"Currency","2013/06/04",56.45
