"Indicator","Time","Value (USD/TRY)"
"Currency","2007/07/16",1.27
"Currency","2007/07/13",1.26
"Currency","2007/07/12",1.27
"Currency","2007/07/11",1.28
"Currency","2007/07/10",1.28
"Currency","2007/07/09",1.28
"Currency","2007/07/06",1.28
"Currency","2007/07/05",1.29
"Currency","2007/07/04",1.28
"Currency","2007/07/03",1.29
"Currency","2007/07/02",1.29
