"Indicator","Time","Value (USD/TRY)"
"Currency","2000/06/07",0.61
"Currency","2000/06/06",0.61
"Currency","2000/06/05",0.61
"Currency","2000/06/02",0.62
"Currency","2000/06/01",0.62
"Currency","2000/05/31",0.62
"Currency","2000/05/30",0.61
"Currency","2000/05/29",0.62
"Currency","2000/05/26",0.62
"Currency","2000/05/25",0.62
"Currency","2000/05/24",0.62
"Currency","2000/05/23",0.62
"Currency","2000/05/22",0.62
"Currency","2000/05/19",0.62
"Currency","2000/05/18",0.62
"Currency","2000/05/17",0.62
"Currency","2000/05/16",0.62
"Currency","2000/05/15",0.62
"Currency","2000/05/12",0.62
"Currency","2000/05/11",0.62
"Currency","2000/05/10",0.61
"Currency","2000/05/09",0.62
"Currency","2000/05/08",0.62
"Currency","2000/05/05",0.62
"Currency","2000/05/04",0.62
"Currency","2000/05/03",0.62
"Currency","2000/05/02",0.61
"Currency","2000/05/01",0.61
"Currency","2000/04/28",0.61
"Currency","2000/04/27",0.61
"Currency","2000/04/26",0.61
"Currency","2000/04/25",0.60
"Currency","2000/04/24",0.60
"Currency","2000/04/21",0.60
"Currency","2000/04/20",0.60
"Currency","2000/04/19",0.60
"Currency","2000/04/18",0.60
"Currency","2000/04/17",0.59
"Currency","2000/04/14",0.59
"Currency","2000/04/13",0.59
"Currency","2000/04/12",0.59
"Currency","2000/04/11",0.59
"Currency","2000/04/10",0.59
"Currency","2000/04/07",0.59
"Currency","2000/04/06",0.59
"Currency","2000/04/05",0.59
"Currency","2000/04/04",0.59
"Currency","2000/04/03",0.59
"Currency","2000/03/30",0.59
"Currency","2000/03/29",0.59
"Currency","2000/03/28",0.58
"Currency","2000/03/27",0.58
"Currency","2000/03/24",0.58
"Currency","2000/03/23",0.58
"Currency","2000/03/22",0.58
"Currency","2000/03/21",0.58
"Currency","2000/03/20",0.58
"Currency","2000/03/16",0.58
"Currency","2000/03/15",0.58
"Currency","2000/03/14",0.58
"Currency","2000/03/13",0.58
"Currency","2000/03/10",0.58
"Currency","2000/03/09",0.58
"Currency","2000/03/08",0.58
"Currency","2000/03/07",0.58
"Currency","2000/03/06",0.58
"Currency","2000/03/03",0.58
"Currency","2000/03/02",0.57
"Currency","2000/03/01",0.57
"Currency","2000/02/29",0.57
"Currency","2000/02/28",0.57
"Currency","2000/02/25",0.57
"Currency","2000/02/24",0.57
"Currency","2000/02/23",0.56
"Currency","2000/02/22",0.56
"Currency","2000/02/21",0.57
"Currency","2000/02/18",0.57
"Currency","2000/02/17",0.56
"Currency","2000/02/16",0.56
"Currency","2000/02/15",0.57
"Currency","2000/02/14",0.56
"Currency","2000/02/11",0.56
"Currency","2000/02/10",0.56
"Currency","2000/02/09",0.56
"Currency","2000/02/08",0.56
"Currency","2000/02/07",0.56
"Currency","2000/02/04",0.56
"Currency","2000/02/03",0.56
"Currency","2000/02/02",0.56
"Currency","2000/02/01",0.56
"Currency","2000/01/31",0.56
"Currency","2000/01/28",0.56
"Currency","2000/01/27",0.56
"Currency","2000/01/26",0.55
"Currency","2000/01/24",0.55
"Currency","2000/01/21",0.55
"Currency","2000/01/19",0.55
"Currency","2000/01/18",0.55
"Currency","2000/01/17",0.55
"Currency","2000/01/14",0.55
"Currency","2000/01/13",0.54
"Currency","2000/01/12",0.54
"Currency","2000/01/11",0.54
"Currency","2000/01/10",0.54
"Currency","2000/01/07",0.54
"Currency","2000/01/06",0.54
"Currency","2000/01/04",0.54
"Currency","2000/01/03",0.54
"Currency","1999/12/30",0.54
"Currency","1999/12/29",0.54
"Currency","1999/12/28",0.54
"Currency","1999/12/27",0.54
"Currency","1999/12/24",0.54
"Currency","1999/12/23",0.54
"Currency","1999/12/22",0.54
"Currency","1999/12/21",0.54
"Currency","1999/12/20",0.53
"Currency","1999/12/17",0.53
"Currency","1999/12/16",0.53
"Currency","1999/12/15",0.53
"Currency","1999/12/14",0.53
"Currency","1999/12/13",0.53
"Currency","1999/12/10",0.53
"Currency","1999/12/09",0.52
"Currency","1999/12/08",0.52
"Currency","1999/12/07",0.52
"Currency","1999/12/06",0.52
"Currency","1999/12/03",0.53
"Currency","1999/12/02",0.52
"Currency","1999/12/01",0.52
"Currency","1999/11/30",0.52
"Currency","1999/11/29",0.52
"Currency","1999/11/26",0.51
"Currency","1999/11/25",0.51
"Currency","1999/11/24",0.51
"Currency","1999/11/23",0.51
"Currency","1999/11/19",0.51
"Currency","1999/11/18",0.50
"Currency","1999/11/17",0.50
"Currency","1999/11/16",0.50
"Currency","1999/11/15",0.50
"Currency","1999/11/12",0.50
"Currency","1999/11/11",0.49
"Currency","1999/11/10",0.49
"Currency","1999/11/08",0.49
"Currency","1999/11/05",0.49
"Currency","1999/11/04",0.49
"Currency","1999/11/03",0.49
"Currency","1999/11/02",0.49
"Currency","1999/11/01",0.48
"Currency","1999/10/28",0.48
"Currency","1999/10/27",0.48
"Currency","1999/10/26",0.48
"Currency","1999/10/25",0.48
"Currency","1999/10/22",0.48
"Currency","1999/10/21",0.47
"Currency","1999/10/20",0.47
"Currency","1999/10/19",0.47
"Currency","1999/10/18",0.47
"Currency","1999/10/15",0.47
"Currency","1999/10/14",0.47
"Currency","1999/10/13",0.47
"Currency","1999/10/12",0.47
"Currency","1999/10/11",0.47
"Currency","1999/10/08",0.47
"Currency","1999/10/07",0.46
"Currency","1999/10/05",0.46
"Currency","1999/10/04",0.46
"Currency","1999/10/01",0.46
"Currency","1999/09/30",0.46
"Currency","1999/09/29",0.46
"Currency","1999/09/28",0.46
"Currency","1999/09/27",0.46
"Currency","1999/09/24",0.46
"Currency","1999/09/23",0.46
"Currency","1999/09/22",0.46
"Currency","1999/09/21",0.46
"Currency","1999/09/20",0.46
"Currency","1999/09/17",0.46
"Currency","1999/09/16",0.46
"Currency","1999/09/15",0.46
"Currency","1999/09/14",0.46
"Currency","1999/09/13",0.46
"Currency","1999/09/10",0.45
"Currency","1999/09/09",0.45
"Currency","1999/09/08",0.45
"Currency","1999/09/07",0.45
"Currency","1999/09/06",0.45
"Currency","1999/09/03",0.45
"Currency","1999/09/02",0.44
"Currency","1999/09/01",0.45
"Currency","1999/08/31",0.45
"Currency","1999/08/30",0.45
"Currency","1999/08/27",0.45
"Currency","1999/08/26",0.45
"Currency","1999/08/25",0.45
"Currency","1999/08/24",0.44
"Currency","1999/08/23",0.44
"Currency","1999/08/20",0.44
"Currency","1999/08/19",0.44
"Currency","1999/08/18",0.44
"Currency","1999/08/17",0.44
"Currency","1999/08/16",0.44
"Currency","1999/08/13",0.44
"Currency","1999/08/12",0.44
"Currency","1999/08/11",0.43
"Currency","1999/08/10",0.43
"Currency","1999/08/09",0.43
"Currency","1999/08/06",0.43
"Currency","1999/08/05",0.43
"Currency","1999/08/04",0.43
"Currency","1999/08/03",0.43
"Currency","1999/08/02",0.43
"Currency","1999/07/30",0.43
"Currency","1999/07/29",0.43
"Currency","1999/07/28",0.43
"Currency","1999/07/27",0.43
"Currency","1999/07/26",0.43
"Currency","1999/07/23",0.43
"Currency","1999/07/22",0.43
"Currency","1999/07/21",0.43
"Currency","1999/07/20",0.43
"Currency","1999/07/19",0.43
"Currency","1999/07/16",0.43
"Currency","1999/07/15",0.43
"Currency","1999/07/14",0.43
"Currency","1999/07/13",0.43
"Currency","1999/07/12",0.43
"Currency","1999/07/09",0.43
"Currency","1999/07/08",0.43
"Currency","1999/07/07",0.43
"Currency","1999/07/06",0.43
"Currency","1999/07/05",0.43
"Currency","1999/07/02",0.43
"Currency","1999/07/01",0.42
"Currency","1999/06/30",0.42
"Currency","1999/06/29",0.42
"Currency","1999/06/28",0.42
"Currency","1999/06/25",0.42
"Currency","1999/06/24",0.42
"Currency","1999/06/23",0.42
"Currency","1999/06/22",0.42
"Currency","1999/06/21",0.42
"Currency","1999/06/18",0.42
"Currency","1999/06/17",0.42
"Currency","1999/06/16",0.42
"Currency","1999/06/15",0.41
"Currency","1999/06/14",0.41
"Currency","1999/06/11",0.41
"Currency","1999/06/10",0.41
"Currency","1999/06/09",0.41
"Currency","1999/06/08",0.41
"Currency","1999/06/07",0.41
"Currency","1999/06/04",0.41
"Currency","1999/06/03",0.41
"Currency","1999/06/02",0.41
"Currency","1999/06/01",0.41
"Currency","1999/05/31",0.41
"Currency","1999/05/28",0.41
"Currency","1999/05/27",0.41
"Currency","1999/05/26",0.40
"Currency","1999/05/25",0.40
"Currency","1999/05/24",0.40
"Currency","1999/05/21",0.40
"Currency","1999/05/20",0.40
"Currency","1999/05/19",0.40
"Currency","1999/05/18",0.40
"Currency","1999/05/17",0.40
"Currency","1999/05/14",0.40
"Currency","1999/05/13",0.40
"Currency","1999/05/12",0.40
"Currency","1999/05/11",0.39
"Currency","1999/05/10",0.39
"Currency","1999/05/07",0.39
"Currency","1999/05/06",0.39
"Currency","1999/05/05",0.39
"Currency","1999/05/04",0.39
"Currency","1999/05/03",0.39
"Currency","1999/04/30",0.39
"Currency","1999/04/29",0.39
"Currency","1999/04/28",0.39
"Currency","1999/04/27",0.39
"Currency","1999/04/26",0.39
"Currency","1999/04/23",0.39
"Currency","1999/04/21",0.39
"Currency","1999/04/20",0.38
"Currency","1999/04/19",0.38
"Currency","1999/04/16",0.38
"Currency","1999/04/15",0.38
"Currency","1999/04/14",0.38
"Currency","1999/04/13",0.38
"Currency","1999/04/12",0.38
"Currency","1999/04/09",0.38
"Currency","1999/04/08",0.38
"Currency","1999/04/07",0.38
"Currency","1999/04/06",0.38
"Currency","1999/04/05",0.38
"Currency","1999/04/02",0.38
"Currency","1999/04/01",0.37
"Currency","1999/03/31",0.37
"Currency","1999/03/30",0.37
"Currency","1999/03/29",0.37
"Currency","1999/03/26",0.37
"Currency","1999/03/25",0.37
"Currency","1999/03/24",0.37
"Currency","1999/03/23",0.37
"Currency","1999/03/22",0.37
"Currency","1999/03/19",0.37
"Currency","1999/03/18",0.36
"Currency","1999/03/17",0.36
"Currency","1999/03/16",0.36
"Currency","1999/03/15",0.36
"Currency","1999/03/12",0.36
"Currency","1999/03/11",0.36
"Currency","1999/03/10",0.36
"Currency","1999/03/09",0.36
"Currency","1999/03/08",0.36
"Currency","1999/03/05",0.36
"Currency","1999/03/04",0.36
"Currency","1999/03/03",0.36
"Currency","1999/03/02",0.36
"Currency","1999/03/01",0.36
"Currency","1999/02/26",0.35
"Currency","1999/02/25",0.35
"Currency","1999/02/24",0.35
"Currency","1999/02/23",0.35
"Currency","1999/02/22",0.35
"Currency","1999/02/19",0.35
"Currency","1999/02/18",0.34
"Currency","1999/02/16",0.35
"Currency","1999/02/15",0.34
"Currency","1999/02/12",0.34
"Currency","1999/02/11",0.34
"Currency","1999/02/10",0.34
"Currency","1999/02/09",0.34
"Currency","1999/02/08",0.34
"Currency","1999/02/05",0.34
"Currency","1999/02/04",0.34
"Currency","1999/02/03",0.34
"Currency","1999/02/01",0.34
"Currency","1999/01/29",0.33
"Currency","1999/01/28",0.33
"Currency","1999/01/27",0.33
"Currency","1999/01/26",0.33
"Currency","1999/01/25",0.33
"Currency","1999/01/22",0.33
"Currency","1999/01/20",0.33
"Currency","1999/01/18",0.33
"Currency","1999/01/15",0.32
"Currency","1999/01/14",0.32
"Currency","1999/01/13",0.32
"Currency","1999/01/12",0.32
"Currency","1999/01/11",0.32
"Currency","1999/01/08",0.32
"Currency","1999/01/07",0.32
"Currency","1999/01/06",0.32
"Currency","1999/01/05",0.32
"Currency","1999/01/01",0.32
"Currency","1998/12/31",0.32
"Currency","1998/12/30",0.31
"Currency","1998/12/28",0.31
"Currency","1998/12/25",0.31
"Currency","1998/12/24",0.31
"Currency","1998/12/23",0.31
"Currency","1998/12/22",0.31
"Currency","1998/12/21",0.31
"Currency","1998/12/18",0.31
"Currency","1998/12/17",0.31
"Currency","1998/12/16",0.30
"Currency","1998/12/15",0.31
"Currency","1998/12/14",0.30
"Currency","1998/12/11",0.31
"Currency","1998/12/09",0.30
"Currency","1998/12/08",0.31
"Currency","1998/12/07",0.30
"Currency","1998/12/04",0.30
"Currency","1998/12/03",0.30
"Currency","1998/12/02",0.30
"Currency","1998/12/01",0.30
"Currency","1998/11/30",0.30
"Currency","1998/11/27",0.30
"Currency","1998/11/26",0.30
"Currency","1998/11/24",0.30
"Currency","1998/11/23",0.30
"Currency","1998/11/20",0.30
"Currency","1998/11/19",0.30
"Currency","1998/11/18",0.30
"Currency","1998/11/17",0.30
"Currency","1998/11/16",0.30
"Currency","1998/11/13",0.30
"Currency","1998/11/12",0.29
"Currency","1998/11/10",0.29
"Currency","1998/11/09",0.29
"Currency","1998/11/05",0.29
"Currency","1998/11/04",0.29
"Currency","1998/11/03",0.29
"Currency","1998/11/02",0.29
"Currency","1998/10/30",0.29
"Currency","1998/10/29",0.29
"Currency","1998/10/28",0.29
"Currency","1998/10/27",0.29
"Currency","1998/10/26",0.28
"Currency","1998/10/23",0.28
"Currency","1998/10/22",0.28
"Currency","1998/10/21",0.28
"Currency","1998/10/20",0.28
"Currency","1998/10/19",0.28
"Currency","1998/10/16",0.28
"Currency","1998/10/15",0.28
"Currency","1998/10/14",0.28
"Currency","1998/10/13",0.28
"Currency","1998/10/09",0.28
"Currency","1998/10/08",0.27
"Currency","1998/10/07",0.28
"Currency","1998/10/06",0.28
"Currency","1998/10/02",0.28
"Currency","1998/10/01",0.28
"Currency","1998/09/30",0.28
"Currency","1998/09/29",0.28
"Currency","1998/09/28",0.28
"Currency","1998/09/24",0.28
"Currency","1998/09/23",0.28
"Currency","1998/09/22",0.28
"Currency","1998/09/18",0.28
"Currency","1998/09/17",0.28
"Currency","1998/09/16",0.28
"Currency","1998/09/15",0.27
"Currency","1998/09/11",0.27
"Currency","1998/09/10",0.27
"Currency","1998/09/09",0.28
"Currency","1998/09/08",0.28
"Currency","1998/09/04",0.28
"Currency","1998/09/02",0.28
"Currency","1998/09/01",0.28
"Currency","1998/08/31",0.28
"Currency","1998/08/27",0.28
"Currency","1998/08/26",0.28
"Currency","1998/08/25",0.28
"Currency","1998/08/24",0.28
"Currency","1998/08/21",0.28
"Currency","1998/08/19",0.28
"Currency","1998/08/18",0.28
"Currency","1998/08/17",0.27
"Currency","1998/08/14",0.27
"Currency","1998/08/13",0.27
"Currency","1998/08/12",0.27
"Currency","1998/08/11",0.27
"Currency","1998/08/10",0.27
"Currency","1998/08/07",0.27
"Currency","1998/08/05",0.27
"Currency","1998/08/04",0.27
"Currency","1998/08/03",0.27
"Currency","1998/07/31",0.27
"Currency","1998/07/30",0.27
"Currency","1998/07/29",0.27
"Currency","1998/07/28",0.27
"Currency","1998/07/27",0.27
"Currency","1998/07/24",0.27
"Currency","1998/07/23",0.27
"Currency","1998/07/22",0.27
"Currency","1998/07/21",0.27
"Currency","1998/07/20",0.27
"Currency","1998/07/17",0.27
"Currency","1998/07/16",0.27
"Currency","1998/07/15",0.27
"Currency","1998/07/14",0.27
"Currency","1998/07/13",0.27
"Currency","1998/07/10",0.27
"Currency","1998/07/09",0.27
"Currency","1998/07/07",0.27
"Currency","1998/07/06",0.27
"Currency","1998/07/02",0.27
"Currency","1998/07/01",0.27
"Currency","1998/06/30",0.27
"Currency","1998/06/29",0.27
"Currency","1998/06/25",0.26
"Currency","1998/06/24",0.26
"Currency","1998/06/23",0.26
"Currency","1998/06/22",0.26
"Currency","1998/06/19",0.26
"Currency","1998/06/18",0.26
"Currency","1998/06/17",0.26
"Currency","1998/06/16",0.26
"Currency","1998/06/15",0.26
"Currency","1998/06/12",0.26
"Currency","1998/06/11",0.26
"Currency","1998/06/10",0.26
"Currency","1998/06/09",0.26
"Currency","1998/06/08",0.26
"Currency","1998/06/05",0.26
"Currency","1998/06/04",0.26
"Currency","1998/06/03",0.26
"Currency","1998/06/02",0.26
"Currency","1998/06/01",0.26
"Currency","1998/05/29",0.26
"Currency","1998/05/28",0.26
"Currency","1998/05/26",0.26
"Currency","1998/05/22",0.25
"Currency","1998/05/21",0.25
"Currency","1998/05/20",0.25
"Currency","1998/05/19",0.26
"Currency","1998/05/18",0.25
"Currency","1998/05/15",0.25
"Currency","1998/05/13",0.25
"Currency","1998/05/12",0.25
"Currency","1998/05/11",0.25
"Currency","1998/05/08",0.25
"Currency","1998/05/07",0.25
"Currency","1998/05/06",0.25
"Currency","1998/05/05",0.25
"Currency","1998/05/04",0.25
"Currency","1998/05/01",0.25
"Currency","1998/04/30",0.25
"Currency","1998/04/29",0.25
"Currency","1998/04/28",0.25
"Currency","1998/04/27",0.25
"Currency","1998/04/24",0.25
"Currency","1998/04/23",0.25
"Currency","1998/04/22",0.25
"Currency","1998/04/21",0.25
"Currency","1998/04/20",0.25
"Currency","1998/04/17",0.25
"Currency","1998/04/16",0.25
"Currency","1998/04/15",0.25
"Currency","1998/04/14",0.25
"Currency","1998/04/13",0.25
"Currency","1998/04/06",0.25
"Currency","1998/04/03",0.25
"Currency","1998/04/01",0.24
"Currency","1998/03/31",0.24
"Currency","1998/03/30",0.24
"Currency","1998/03/27",0.24
"Currency","1998/03/26",0.24
"Currency","1998/03/23",0.24
"Currency","1998/03/20",0.24
"Currency","1998/03/19",0.24
"Currency","1998/03/18",0.24
"Currency","1998/03/17",0.24
"Currency","1998/03/16",0.24
"Currency","1998/03/13",0.24
"Currency","1998/03/12",0.24
"Currency","1998/03/11",0.24
"Currency","1998/03/10",0.23
"Currency","1998/03/09",0.23
"Currency","1998/03/06",0.23
"Currency","1998/03/04",0.23
"Currency","1998/03/03",0.23
"Currency","1998/03/02",0.23
"Currency","1998/02/27",0.23
"Currency","1998/02/26",0.23
"Currency","1998/02/24",0.23
"Currency","1998/02/23",0.23
"Currency","1998/02/20",0.23
"Currency","1998/02/19",0.23
"Currency","1998/02/18",0.23
"Currency","1998/02/17",0.23
"Currency","1998/02/13",0.22
"Currency","1998/02/12",0.22
"Currency","1998/02/10",0.22
"Currency","1998/02/09",0.22
"Currency","1998/02/06",0.22
"Currency","1998/02/05",0.22
"Currency","1998/02/04",0.22
"Currency","1998/02/03",0.22
"Currency","1998/02/02",0.22
"Currency","1998/01/30",0.22
"Currency","1998/01/28",0.22
"Currency","1998/01/27",0.22
"Currency","1998/01/26",0.21
"Currency","1998/01/23",0.21
"Currency","1998/01/22",0.21
"Currency","1998/01/21",0.22
"Currency","1998/01/20",0.22
"Currency","1998/01/16",0.21
"Currency","1998/01/15",0.21
"Currency","1998/01/14",0.21
"Currency","1998/01/09",0.21
"Currency","1998/01/08",0.21
"Currency","1998/01/07",0.21
"Currency","1998/01/06",0.21
"Currency","1998/01/05",0.21
"Currency","1998/01/02",0.21
"Currency","1998/01/01",0.21
"Currency","1997/12/31",0.21
"Currency","1997/12/30",0.20
"Currency","1997/12/29",0.20
"Currency","1997/12/23",0.20
"Currency","1997/12/22",0.20
"Currency","1997/12/19",0.20
"Currency","1997/12/18",0.20
"Currency","1997/12/17",0.20
"Currency","1997/12/16",0.20
"Currency","1997/12/15",0.20
"Currency","1997/12/12",0.20
"Currency","1997/12/11",0.20
"Currency","1997/12/10",0.20
"Currency","1997/12/09",0.20
"Currency","1997/12/08",0.20
"Currency","1997/12/05",0.20
"Currency","1997/12/04",0.20
"Currency","1997/12/03",0.20
"Currency","1997/12/02",0.20
"Currency","1997/12/01",0.20
"Currency","1997/11/28",0.20
"Currency","1997/11/26",0.19
"Currency","1997/11/25",0.19
"Currency","1997/11/24",0.19
"Currency","1997/11/21",0.19
"Currency","1997/11/20",0.19
"Currency","1997/11/19",0.19
"Currency","1997/11/18",0.19
"Currency","1997/11/17",0.19
"Currency","1997/11/14",0.19
"Currency","1997/11/13",0.19
"Currency","1997/11/12",0.19
"Currency","1997/11/10",0.19
"Currency","1997/11/07",0.18
"Currency","1997/11/06",0.18
"Currency","1997/11/05",0.18
"Currency","1997/11/04",0.18
"Currency","1997/11/03",0.18
"Currency","1997/10/31",0.18
"Currency","1997/10/30",0.18
"Currency","1997/10/28",0.18
"Currency","1997/10/27",0.18
"Currency","1997/10/24",0.18
"Currency","1997/10/23",0.18
"Currency","1997/10/22",0.18
"Currency","1997/10/21",0.18
"Currency","1997/10/20",0.18
"Currency","1997/10/17",0.18
"Currency","1997/10/16",0.18
"Currency","1997/10/15",0.18
"Currency","1997/10/14",0.18
"Currency","1997/10/09",0.18
"Currency","1997/10/08",0.18
"Currency","1997/10/07",0.18
"Currency","1997/10/06",0.18
"Currency","1997/10/03",0.18
"Currency","1997/10/02",0.18
"Currency","1997/10/01",0.17
"Currency","1997/09/30",0.17
"Currency","1997/09/29",0.17
"Currency","1997/09/26",0.17
"Currency","1997/09/24",0.17
"Currency","1997/09/23",0.17
"Currency","1997/09/22",0.17
"Currency","1997/09/19",0.17
"Currency","1997/09/18",0.17
"Currency","1997/09/17",0.17
"Currency","1997/09/16",0.17
"Currency","1997/09/15",0.17
"Currency","1997/09/12",0.17
"Currency","1997/09/11",0.17
"Currency","1997/09/09",0.17
"Currency","1997/09/08",0.17
"Currency","1997/09/05",0.17
"Currency","1997/09/04",0.17
"Currency","1997/09/03",0.17
"Currency","1997/09/02",0.17
"Currency","1997/09/01",0.17
"Currency","1997/08/29",0.17
"Currency","1997/08/28",0.17
"Currency","1997/08/27",0.17
"Currency","1997/08/26",0.17
"Currency","1997/08/25",0.17
"Currency","1997/08/22",0.17
"Currency","1997/08/21",0.17
"Currency","1997/08/20",0.17
"Currency","1997/08/19",0.16
"Currency","1997/08/18",0.16
"Currency","1997/08/15",0.16
"Currency","1997/08/14",0.16
"Currency","1997/08/12",0.16
"Currency","1997/08/11",0.16
"Currency","1997/08/08",0.16
"Currency","1997/08/07",0.16
"Currency","1997/08/06",0.16
"Currency","1997/08/05",0.16
"Currency","1997/08/04",0.16
"Currency","1997/08/01",0.16
"Currency","1997/07/31",0.16
"Currency","1997/07/29",0.16
"Currency","1997/07/28",0.16
"Currency","1997/07/25",0.16
"Currency","1997/07/23",0.16
"Currency","1997/07/22",0.16
"Currency","1997/07/21",0.16
"Currency","1997/07/18",0.16
"Currency","1997/07/17",0.15
"Currency","1997/07/16",0.15
"Currency","1997/07/15",0.15
"Currency","1997/07/14",0.15
"Currency","1997/07/11",0.15
"Currency","1997/07/10",0.15
"Currency","1997/07/09",0.15
"Currency","1997/07/07",0.15
"Currency","1997/07/03",0.15
"Currency","1997/07/02",0.15
"Currency","1997/07/01",0.15
"Currency","1997/06/30",0.15
"Currency","1997/06/27",0.15
"Currency","1997/06/26",0.15
"Currency","1997/06/24",0.15
"Currency","1997/06/23",0.15
"Currency","1997/06/20",0.15
"Currency","1997/06/17",0.15
"Currency","1997/06/16",0.15
"Currency","1997/06/13",0.15
"Currency","1997/06/11",0.14
"Currency","1997/06/10",0.14
"Currency","1997/06/09",0.14
"Currency","1997/06/06",0.14
"Currency","1997/06/05",0.14
"Currency","1997/06/04",0.14
"Currency","1997/06/02",0.14
"Currency","1997/05/30",0.14
"Currency","1997/05/29",0.14
"Currency","1997/05/28",0.14
"Currency","1997/05/27",0.14
"Currency","1997/05/26",0.14
"Currency","1997/05/23",0.14
"Currency","1997/05/22",0.14
"Currency","1997/05/21",0.14
"Currency","1997/05/20",0.14
"Currency","1997/05/19",0.14
"Currency","1997/05/16",0.14
"Currency","1997/05/15",0.14
"Currency","1997/05/14",0.14
"Currency","1997/05/13",0.14
"Currency","1997/05/12",0.14
"Currency","1997/05/09",0.14
"Currency","1997/05/08",0.14
"Currency","1997/05/07",0.14
"Currency","1997/05/06",0.14
"Currency","1997/05/05",0.14
"Currency","1997/05/01",0.14
"Currency","1997/04/30",0.14
"Currency","1997/04/28",0.14
"Currency","1997/04/25",0.13
"Currency","1997/04/24",0.13
"Currency","1997/04/23",0.13
"Currency","1997/04/18",0.13
"Currency","1997/04/16",0.13
"Currency","1997/04/14",0.13
"Currency","1997/04/11",0.13
"Currency","1997/04/09",0.13
"Currency","1997/04/03",0.13
"Currency","1997/04/02",0.13
"Currency","1997/04/01",0.13
"Currency","1997/03/31",0.13
"Currency","1997/03/27",0.13
"Currency","1997/03/26",0.13
"Currency","1997/03/25",0.13
"Currency","1997/03/24",0.13
"Currency","1997/03/21",0.13
"Currency","1997/03/18",0.13
"Currency","1997/03/17",0.13
"Currency","1997/03/14",0.13
"Currency","1997/03/13",0.12
"Currency","1997/03/12",0.13
"Currency","1997/03/11",0.12
"Currency","1997/03/10",0.12
"Currency","1997/03/05",0.12
"Currency","1997/03/04",0.12
"Currency","1997/03/03",0.12
"Currency","1997/02/28",0.12
"Currency","1997/02/27",0.12
"Currency","1997/02/26",0.12
"Currency","1997/02/25",0.12
"Currency","1997/02/21",0.12
"Currency","1997/02/20",0.12
"Currency","1997/02/18",0.12
"Currency","1997/02/17",0.12
"Currency","1997/02/13",0.12
"Currency","1997/02/10",0.12
"Currency","1997/02/07",0.12
"Currency","1997/02/06",0.12
"Currency","1997/02/05",0.12
"Currency","1997/02/03",0.12
"Currency","1997/01/31",0.12
"Currency","1997/01/30",0.12
"Currency","1997/01/28",0.12
"Currency","1997/01/27",0.12
"Currency","1997/01/24",0.12
"Currency","1997/01/22",0.11
"Currency","1997/01/21",0.11
"Currency","1997/01/20",0.11
"Currency","1997/01/17",0.11
"Currency","1997/01/16",0.11
"Currency","1997/01/15",0.11
"Currency","1997/01/13",0.11
"Currency","1997/01/09",0.11
"Currency","1997/01/08",0.11
"Currency","1997/01/07",0.11
"Currency","1997/01/06",0.11
"Currency","1997/01/03",0.11
"Currency","1997/01/02",0.11
"Currency","1997/01/01",0.11
"Currency","1996/12/30",0.11
"Currency","1996/12/27",0.11
"Currency","1996/12/26",0.11
"Currency","1996/12/25",0.11
"Currency","1996/12/24",0.11
"Currency","1996/12/23",0.11
"Currency","1996/12/20",0.11
"Currency","1996/12/19",0.11
"Currency","1996/12/18",0.11
"Currency","1996/12/17",0.11
"Currency","1996/12/16",0.11
"Currency","1996/12/13",0.10
"Currency","1996/12/12",0.10
"Currency","1996/12/11",0.10
"Currency","1996/12/10",0.10
"Currency","1996/12/09",0.10
"Currency","1996/12/06",0.10
"Currency","1996/12/04",0.10
"Currency","1996/12/03",0.10
"Currency","1996/12/02",0.10
"Currency","1996/11/29",0.10
"Currency","1996/11/27",0.10
"Currency","1996/11/26",0.10
"Currency","1996/11/25",0.10
"Currency","1996/11/22",0.10
"Currency","1996/11/21",0.10
"Currency","1996/11/20",0.10
"Currency","1996/11/19",0.10
"Currency","1996/11/18",0.10
"Currency","1996/11/15",0.10
"Currency","1996/11/14",0.10
"Currency","1996/11/13",0.10
"Currency","1996/11/12",0.10
"Currency","1996/11/11",0.10
"Currency","1996/11/07",0.10
"Currency","1996/11/06",0.10
"Currency","1996/11/05",0.10
"Currency","1996/11/04",0.10
"Currency","1996/11/01",0.10
"Currency","1996/10/31",0.10
"Currency","1996/10/30",0.10
"Currency","1996/10/29",0.10
"Currency","1996/10/25",0.10
"Currency","1996/10/24",0.10
"Currency","1996/10/23",0.10
"Currency","1996/10/18",0.09
"Currency","1996/10/17",0.09
"Currency","1996/10/16",0.09
"Currency","1996/10/15",0.09
"Currency","1996/10/14",0.10
"Currency","1996/10/11",0.09
"Currency","1996/10/10",0.10
"Currency","1996/10/09",0.09
"Currency","1996/10/07",0.09
"Currency","1996/10/03",0.09
"Currency","1996/10/02",0.09
"Currency","1996/10/01",0.09
"Currency","1996/09/30",0.09
"Currency","1996/09/27",0.09
"Currency","1996/09/26",0.09
"Currency","1996/09/25",0.09
"Currency","1996/09/24",0.09
"Currency","1996/09/23",0.09
"Currency","1996/09/20",0.09
"Currency","1996/09/19",0.09
"Currency","1996/09/18",0.09
"Currency","1996/09/17",0.09
"Currency","1996/09/16",0.09
"Currency","1996/09/13",0.09
"Currency","1996/09/12",0.09
"Currency","1996/09/11",0.09
"Currency","1996/09/10",0.09
"Currency","1996/09/09",0.09
"Currency","1996/09/06",0.09
