"Indicator","Time","Value (USD/DJF)"
"Currency","2014/11/24",177.00
"Currency","2014/11/21",177.05
"Currency","2014/11/20",177.00
"Currency","2014/11/19",176.50
"Currency","2014/11/18",176.00
"Currency","2014/11/17",176.00
"Currency","2014/11/14",176.00
"Currency","2014/11/13",177.05
"Currency","2014/11/12",177.00
"Currency","2014/11/11",177.00
"Currency","2014/11/10",177.00
"Currency","2014/11/07",177.00
"Currency","2014/11/06",177.00
"Currency","2014/11/05",177.00
"Currency","2014/11/04",177.00
"Currency","2014/11/03",177.00
"Currency","2014/10/31",177.00
"Currency","2014/10/30",177.15
"Currency","2014/10/29",177.00
"Currency","2014/10/28",177.00
"Currency","2014/10/27",177.00
"Currency","2014/10/24",177.00
"Currency","2014/10/23",177.00
"Currency","2014/10/22",177.00
"Currency","2014/10/21",176.50
"Currency","2014/10/20",176.00
"Currency","2014/10/17",177.00
"Currency","2014/10/16",177.00
"Currency","2014/10/15",177.05
"Currency","2014/10/14",177.05
"Currency","2014/10/13",177.00
"Currency","2014/10/10",177.00
"Currency","2014/10/09",178.02
"Currency","2014/10/08",178.05
"Currency","2014/10/07",177.00
"Currency","2014/10/06",177.00
"Currency","2014/10/03",177.00
"Currency","2014/10/02",177.05
"Currency","2014/10/01",177.05
"Currency","2014/09/30",177.00
"Currency","2014/09/29",178.02
"Currency","2014/09/26",177.00
"Currency","2014/09/25",177.05
"Currency","2014/09/24",177.01
"Currency","2014/09/23",178.15
"Currency","2014/09/22",177.00
"Currency","2014/09/19",177.05
"Currency","2014/09/18",177.00
"Currency","2014/09/17",177.00
"Currency","2014/09/16",177.00
"Currency","2014/09/15",177.00
"Currency","2014/09/12",177.05
"Currency","2014/09/11",177.00
"Currency","2014/09/10",177.00
"Currency","2014/09/09",176.95
"Currency","2014/09/08",176.65
"Currency","2014/09/05",176.20
"Currency","2014/09/04",176.20
"Currency","2014/09/03",176.20
"Currency","2014/09/02",176.00
"Currency","2014/09/01",176.20
"Currency","2014/08/29",176.20
"Currency","2014/08/28",176.20
"Currency","2014/08/27",176.00
"Currency","2014/08/26",176.20
"Currency","2014/08/25",176.00
"Currency","2014/08/22",176.20
"Currency","2014/08/21",176.00
"Currency","2014/08/20",176.20
"Currency","2014/08/19",176.20
"Currency","2014/08/18",176.00
"Currency","2014/08/15",177.00
"Currency","2014/08/14",177.15
"Currency","2014/08/13",177.00
"Currency","2014/08/12",177.00
"Currency","2014/08/11",177.00
"Currency","2014/08/08",177.15
"Currency","2014/08/07",177.00
"Currency","2014/08/06",177.10
"Currency","2014/08/05",177.00
"Currency","2014/08/04",177.00
"Currency","2014/08/01",177.05
"Currency","2014/07/31",176.00
"Currency","2014/07/30",178.02
"Currency","2014/07/29",178.05
"Currency","2014/07/28",177.00
"Currency","2014/07/25",176.00
"Currency","2014/07/24",177.05
"Currency","2014/07/23",178.05
"Currency","2014/07/22",177.05
"Currency","2014/07/21",177.01
"Currency","2014/07/18",177.01
"Currency","2014/07/17",177.00
"Currency","2014/07/16",177.01
"Currency","2014/07/15",178.03
"Currency","2014/07/14",178.05
"Currency","2014/07/11",177.01
"Currency","2014/07/10",177.00
"Currency","2014/07/09",177.00
"Currency","2014/07/08",177.00
"Currency","2014/07/07",177.00
"Currency","2014/07/04",176.20
"Currency","2014/07/03",178.02
"Currency","2014/07/02",178.02
"Currency","2014/07/01",177.00
"Currency","2014/06/30",177.00
"Currency","2014/06/27",177.00
"Currency","2014/06/26",177.00
"Currency","2014/06/25",177.00
"Currency","2014/06/24",177.00
"Currency","2014/06/23",178.05
"Currency","2014/06/20",177.00
"Currency","2014/06/19",177.00
"Currency","2014/06/18",177.00
"Currency","2014/06/17",178.02
"Currency","2014/06/16",178.02
"Currency","2014/06/13",177.00
"Currency","2014/06/12",177.00
"Currency","2014/06/11",177.00
"Currency","2014/06/10",177.00
"Currency","2014/06/09",176.20
"Currency","2014/06/06",177.00
"Currency","2014/06/05",177.00
"Currency","2014/06/04",177.05
"Currency","2014/06/03",178.02
"Currency","2014/06/02",176.20
"Currency","2014/05/30",177.00
"Currency","2014/05/29",176.20
"Currency","2014/05/28",177.00
"Currency","2014/05/27",176.20
"Currency","2014/05/26",176.20
"Currency","2014/05/23",177.05
"Currency","2014/05/22",176.20
"Currency","2014/05/21",176.20
"Currency","2014/05/20",176.20
"Currency","2014/05/19",176.20
"Currency","2014/05/16",176.20
"Currency","2014/05/15",176.20
"Currency","2014/05/14",176.20
"Currency","2014/05/13",176.20
"Currency","2014/05/12",176.20
"Currency","2014/05/09",176.20
"Currency","2014/05/08",176.20
"Currency","2014/05/07",176.20
"Currency","2014/05/06",177.00
"Currency","2014/05/05",178.15
"Currency","2014/05/02",176.20
"Currency","2014/05/01",176.20
"Currency","2014/04/30",176.20
"Currency","2014/04/29",176.20
"Currency","2014/04/28",176.20
"Currency","2014/04/25",177.00
"Currency","2014/04/24",176.20
"Currency","2014/04/23",177.00
"Currency","2014/04/22",176.20
"Currency","2014/04/21",176.20
"Currency","2014/04/18",176.20
"Currency","2014/04/17",176.20
"Currency","2014/04/16",176.20
"Currency","2014/04/15",176.20
"Currency","2014/04/14",176.20
"Currency","2014/04/11",175.00
"Currency","2014/04/10",176.20
"Currency","2014/04/09",176.20
"Currency","2014/04/08",176.20
"Currency","2014/04/07",176.20
"Currency","2014/04/04",176.20
"Currency","2014/04/03",176.20
"Currency","2014/04/02",174.70
"Currency","2014/04/01",176.20
"Currency","2014/03/31",176.20
"Currency","2014/03/28",176.20
"Currency","2014/03/27",176.20
"Currency","2014/03/26",176.15
"Currency","2014/03/25",176.15
"Currency","2014/03/24",176.15
"Currency","2014/03/21",176.15
"Currency","2014/03/20",176.00
"Currency","2014/03/19",176.15
"Currency","2014/03/18",176.15
"Currency","2014/03/17",175.00
"Currency","2014/03/14",176.15
"Currency","2014/03/13",176.15
"Currency","2014/03/12",176.00
"Currency","2014/03/11",176.15
"Currency","2014/03/10",175.00
"Currency","2014/03/07",176.00
"Currency","2014/03/06",176.15
"Currency","2014/03/05",175.00
"Currency","2014/03/04",176.00
"Currency","2014/03/03",175.00
"Currency","2014/02/28",176.15
"Currency","2014/02/27",176.15
"Currency","2014/02/26",176.15
"Currency","2014/02/25",176.00
"Currency","2014/02/24",175.00
"Currency","2014/02/21",175.50
"Currency","2014/02/20",175.00
"Currency","2014/02/19",175.50
"Currency","2014/02/18",175.75
"Currency","2014/02/17",174.70
"Currency","2014/02/14",175.00
"Currency","2014/02/13",175.75
"Currency","2014/02/12",175.00
"Currency","2014/02/11",175.00
"Currency","2014/02/10",175.75
"Currency","2014/02/07",175.75
"Currency","2014/02/06",176.00
"Currency","2014/02/05",176.00
"Currency","2014/02/04",175.75
"Currency","2014/02/03",175.75
"Currency","2014/01/31",175.75
"Currency","2014/01/30",174.70
"Currency","2014/01/29",175.75
"Currency","2014/01/28",175.75
"Currency","2014/01/27",176.00
"Currency","2014/01/24",175.75
"Currency","2014/01/23",175.75
"Currency","2014/01/22",175.75
"Currency","2014/01/21",175.00
"Currency","2014/01/20",175.75
"Currency","2014/01/17",176.00
"Currency","2014/01/16",175.00
"Currency","2014/01/15",176.00
"Currency","2014/01/14",176.00
"Currency","2014/01/13",175.75
"Currency","2014/01/10",176.00
"Currency","2014/01/09",175.75
"Currency","2014/01/08",175.75
"Currency","2014/01/07",175.75
"Currency","2014/01/06",175.00
"Currency","2014/01/03",176.00
"Currency","2014/01/02",176.00
"Currency","2014/01/01",174.70
"Currency","2013/12/31",176.00
"Currency","2013/12/30",175.75
"Currency","2013/12/27",175.75
"Currency","2013/12/26",175.75
"Currency","2013/12/25",175.75
"Currency","2013/12/24",175.75
"Currency","2013/12/23",175.75
"Currency","2013/12/20",175.25
"Currency","2013/12/19",174.95
"Currency","2013/12/18",175.00
"Currency","2013/12/17",175.75
"Currency","2013/12/16",175.75
"Currency","2013/12/13",175.75
"Currency","2013/12/12",175.75
"Currency","2013/12/11",175.95
"Currency","2013/12/10",175.97
"Currency","2013/12/09",175.75
"Currency","2013/12/06",175.75
"Currency","2013/12/05",174.70
"Currency","2013/12/04",174.70
"Currency","2013/12/03",174.70
"Currency","2013/12/02",174.70
"Currency","2013/11/29",174.70
"Currency","2013/11/28",174.70
"Currency","2013/11/27",174.70
"Currency","2013/11/26",174.70
"Currency","2013/11/25",174.70
"Currency","2013/11/22",174.70
"Currency","2013/11/21",174.70
"Currency","2013/11/20",174.70
"Currency","2013/11/19",174.70
"Currency","2013/11/18",174.70
"Currency","2013/11/15",174.70
"Currency","2013/11/14",174.70
"Currency","2013/11/13",174.70
"Currency","2013/11/12",175.50
"Currency","2013/11/11",174.55
"Currency","2013/11/08",174.50
"Currency","2013/11/07",174.50
"Currency","2013/11/06",174.55
"Currency","2013/11/05",174.00
"Currency","2013/11/04",174.70
"Currency","2013/11/01",174.00
"Currency","2013/10/31",174.00
"Currency","2013/10/30",174.00
"Currency","2013/10/29",174.00
"Currency","2013/10/28",174.50
"Currency","2013/10/25",174.50
"Currency","2013/10/24",174.50
"Currency","2013/10/23",174.50
"Currency","2013/10/22",174.50
"Currency","2013/10/21",174.50
"Currency","2013/10/18",174.55
"Currency","2013/10/17",174.55
"Currency","2013/10/16",174.55
"Currency","2013/10/15",174.70
"Currency","2013/10/14",174.70
"Currency","2013/10/11",174.50
"Currency","2013/10/10",174.50
"Currency","2013/10/09",174.55
"Currency","2013/10/08",174.50
"Currency","2013/10/07",174.55
"Currency","2013/10/04",174.50
"Currency","2013/10/03",174.50
"Currency","2013/10/02",174.55
"Currency","2013/10/01",174.50
"Currency","2013/09/30",174.50
"Currency","2013/09/27",174.55
"Currency","2013/09/26",174.50
"Currency","2013/09/25",174.55
"Currency","2013/09/24",174.50
"Currency","2013/09/23",174.50
"Currency","2013/09/20",174.70
"Currency","2013/09/19",174.70
"Currency","2013/09/18",174.70
"Currency","2013/09/17",174.70
"Currency","2013/09/16",174.70
"Currency","2013/09/13",174.70
"Currency","2013/09/12",174.70
"Currency","2013/09/11",174.70
"Currency","2013/09/10",174.70
"Currency","2013/09/09",174.70
"Currency","2013/09/06",174.70
"Currency","2013/09/05",174.70
"Currency","2013/09/04",174.70
"Currency","2013/09/03",174.70
"Currency","2013/09/02",174.70
"Currency","2013/08/30",175.00
"Currency","2013/08/29",175.00
"Currency","2013/08/28",175.00
"Currency","2013/08/27",175.00
"Currency","2013/08/26",174.70
"Currency","2013/08/23",175.00
"Currency","2013/08/22",174.75
"Currency","2013/08/21",174.70
"Currency","2013/08/20",174.80
"Currency","2013/08/19",174.70
"Currency","2013/08/16",174.75
"Currency","2013/08/15",174.70
"Currency","2013/08/14",175.00
"Currency","2013/08/13",175.00
"Currency","2013/08/12",175.00
"Currency","2013/08/09",175.00
"Currency","2013/08/08",175.00
"Currency","2013/08/07",175.00
"Currency","2013/08/06",175.00
"Currency","2013/08/05",175.00
"Currency","2013/08/02",175.00
"Currency","2013/08/01",175.00
"Currency","2013/07/31",175.00
"Currency","2013/07/30",175.00
"Currency","2013/07/29",175.00
"Currency","2013/07/26",175.00
"Currency","2013/07/25",175.00
"Currency","2013/07/24",174.70
"Currency","2013/07/23",175.00
"Currency","2013/07/22",175.00
"Currency","2013/07/19",175.00
"Currency","2013/07/18",175.00
"Currency","2013/07/17",175.00
"Currency","2013/07/16",175.00
"Currency","2013/07/15",175.00
"Currency","2013/07/12",175.00
"Currency","2013/07/11",175.00
"Currency","2013/07/10",175.00
"Currency","2013/07/09",175.00
"Currency","2013/07/08",175.00
"Currency","2013/07/05",175.00
"Currency","2013/07/04",174.70
"Currency","2013/07/03",175.00
"Currency","2013/07/02",174.75
"Currency","2013/07/01",175.00
"Currency","2013/06/28",175.00
"Currency","2013/06/27",175.00
"Currency","2013/06/26",175.00
"Currency","2013/06/25",174.75
"Currency","2013/06/24",175.00
"Currency","2013/06/21",175.00
"Currency","2013/06/20",175.00
"Currency","2013/06/19",175.00
"Currency","2013/06/18",175.00
"Currency","2013/06/17",175.00
"Currency","2013/06/14",175.00
"Currency","2013/06/13",175.00
"Currency","2013/06/12",174.90
"Currency","2013/06/11",174.90
"Currency","2013/06/10",174.90
"Currency","2013/06/07",174.95
"Currency","2013/06/06",175.00
"Currency","2013/06/05",174.99
"Currency","2013/06/04",174.95
"Currency","2013/06/03",174.95
"Currency","2013/05/31",175.00
"Currency","2013/05/30",174.97
"Currency","2013/05/29",175.00
"Currency","2013/05/28",174.70
"Currency","2013/05/27",174.70
"Currency","2013/05/24",174.70
"Currency","2013/05/23",174.70
"Currency","2013/05/22",174.70
"Currency","2013/05/21",174.70
"Currency","2013/05/20",174.75
"Currency","2013/05/17",174.75
"Currency","2013/05/16",174.70
"Currency","2013/05/15",174.75
