"Indicator","Time","Value (USD/PKR)"
"Currency","2015/06/15",101.70
"Currency","2015/06/12",101.75
"Currency","2015/06/11",101.85
"Currency","2015/06/10",101.80
"Currency","2015/06/09",101.80
"Currency","2015/06/08",101.85
"Currency","2015/06/05",101.80
"Currency","2015/06/04",101.75
"Currency","2015/06/03",101.85
"Currency","2015/06/02",101.80
"Currency","2015/06/01",101.91
"Currency","2015/05/29",101.85
"Currency","2015/05/28",101.90
"Currency","2015/05/27",101.80
"Currency","2015/05/26",100.49
"Currency","2015/05/25",101.90
"Currency","2015/05/22",101.80
"Currency","2015/05/21",101.80
"Currency","2015/05/20",101.80
"Currency","2015/05/19",101.75
"Currency","2015/05/18",101.70
"Currency","2015/05/15",100.51
"Currency","2015/05/14",101.70
"Currency","2015/05/13",101.70
"Currency","2015/05/12",101.80
"Currency","2015/05/11",101.75
"Currency","2015/05/08",101.75
"Currency","2015/05/07",101.70
"Currency","2015/05/04",101.80
"Currency","2015/05/01",101.75
"Currency","2015/04/30",101.75
"Currency","2015/04/29",101.70
"Currency","2015/04/28",101.80
"Currency","2015/04/27",99.60
"Currency","2015/04/24",101.60
"Currency","2015/04/23",101.50
"Currency","2015/04/22",101.55
"Currency","2015/04/21",101.80
"Currency","2015/04/20",100.19
"Currency","2015/04/17",99.61
"Currency","2015/04/16",101.80
"Currency","2015/04/15",101.65
"Currency","2015/04/14",101.80
"Currency","2015/04/13",101.80
"Currency","2015/04/10",100.38
"Currency","2015/04/09",101.80
"Currency","2015/04/08",101.80
"Currency","2015/04/07",101.80
"Currency","2015/04/06",101.80
"Currency","2015/04/03",99.85
"Currency","2015/04/02",101.75
"Currency","2015/04/01",100.47
"Currency","2015/03/31",101.80
"Currency","2015/03/30",100.34
"Currency","2015/03/27",101.90
"Currency","2015/03/26",101.90
"Currency","2015/03/25",101.80
"Currency","2015/03/24",101.70
"Currency","2015/03/23",101.80
"Currency","2015/03/20",101.75
"Currency","2015/03/19",101.65
"Currency","2015/03/18",101.80
"Currency","2015/03/17",101.70
"Currency","2015/03/16",101.70
"Currency","2015/03/13",101.70
"Currency","2015/03/12",101.80
"Currency","2015/03/11",101.83
"Currency","2015/03/10",101.80
"Currency","2015/03/09",101.75
"Currency","2015/03/06",101.70
"Currency","2015/03/05",101.75
"Currency","2015/03/04",101.80
"Currency","2015/03/03",101.75
"Currency","2015/03/02",101.70
"Currency","2015/02/27",101.85
"Currency","2015/02/26",101.65
"Currency","2015/02/25",101.60
"Currency","2015/02/24",101.50
"Currency","2015/02/23",101.55
"Currency","2015/02/20",101.50
"Currency","2015/02/19",101.30
"Currency","2015/02/18",101.50
"Currency","2015/02/17",100.02
"Currency","2015/02/16",101.20
"Currency","2015/02/13",101.10
"Currency","2015/02/12",99.91
"Currency","2015/02/11",100.95
"Currency","2015/02/10",100.90
"Currency","2015/02/09",101.00
"Currency","2015/02/06",100.85
"Currency","2015/02/05",101.00
"Currency","2015/02/04",100.80
"Currency","2015/02/03",101.35
"Currency","2015/02/02",100.95
"Currency","2015/01/30",100.90
"Currency","2015/01/29",100.80
"Currency","2015/01/28",100.75
"Currency","2015/01/27",100.80
"Currency","2015/01/26",98.86
"Currency","2015/01/23",100.60
"Currency","2015/01/22",100.65
"Currency","2015/01/21",100.60
"Currency","2015/01/20",99.30
"Currency","2015/01/19",100.55
"Currency","2015/01/16",100.50
"Currency","2015/01/15",100.55
"Currency","2015/01/14",99.17
"Currency","2015/01/13",99.35
"Currency","2015/01/12",100.60
"Currency","2015/01/09",100.60
"Currency","2015/01/08",100.80
"Currency","2015/01/07",100.80
"Currency","2015/01/06",100.60
"Currency","2015/01/05",100.70
"Currency","2015/01/02",99.68
"Currency","2015/01/01",100.65
"Currency","2014/12/31",100.45
"Currency","2014/12/30",101.00
"Currency","2014/12/29",100.60
"Currency","2014/12/26",99.22
"Currency","2014/12/25",99.22
"Currency","2014/12/24",99.22
"Currency","2014/12/23",100.42
"Currency","2014/12/22",99.33
"Currency","2014/12/19",100.45
"Currency","2014/12/18",99.18
"Currency","2014/12/17",100.35
"Currency","2014/12/16",100.25
"Currency","2014/12/15",100.45
"Currency","2014/12/12",99.30
"Currency","2014/12/11",99.57
"Currency","2014/12/10",100.95
"Currency","2014/12/09",101.20
"Currency","2014/12/08",101.37
"Currency","2014/12/05",101.40
"Currency","2014/12/04",100.35
"Currency","2014/12/03",100.79
"Currency","2014/12/02",101.75
"Currency","2014/12/01",100.68
"Currency","2014/11/28",100.46
"Currency","2014/11/27",100.07
"Currency","2014/11/26",100.24
"Currency","2014/11/25",100.07
"Currency","2014/11/24",101.50
"Currency","2014/11/23",101.60
"Currency","2014/11/22",101.60
"Currency","2014/11/21",100.25
"Currency","2014/11/20",101.50
"Currency","2014/11/19",101.50
"Currency","2014/11/18",100.89
"Currency","2014/11/17",99.70
"Currency","2014/11/16",101.65
"Currency","2014/11/15",101.68
"Currency","2014/11/14",100.28
"Currency","2014/11/13",100.65
"Currency","2014/11/12",99.92
"Currency","2014/11/10",100.19
"Currency","2014/11/09",102.35
"Currency","2014/11/08",102.37
"Currency","2014/11/07",102.31
"Currency","2014/11/06",101.46
"Currency","2014/11/05",101.14
"Currency","2014/11/04",102.20
"Currency","2014/11/03",101.97
"Currency","2014/11/02",102.75
"Currency","2014/11/01",102.75
"Currency","2014/10/31",101.83
"Currency","2014/10/30",102.57
"Currency","2014/10/29",101.49
"Currency","2014/10/28",101.51
"Currency","2014/10/27",101.54
"Currency","2014/10/26",102.80
"Currency","2014/10/25",103.00
"Currency","2014/10/24",101.82
"Currency","2014/10/23",102.80
"Currency","2014/10/22",101.94
"Currency","2014/10/21",102.75
"Currency","2014/10/20",102.75
"Currency","2014/10/19",102.80
"Currency","2014/10/18",102.84
"Currency","2014/10/17",101.12
"Currency","2014/10/16",100.16
"Currency","2014/10/15",101.58
"Currency","2014/10/14",101.06
"Currency","2014/10/13",101.85
"Currency","2014/10/12",102.80
"Currency","2014/10/11",102.80
"Currency","2014/10/10",102.06
"Currency","2014/10/09",101.21
"Currency","2014/10/08",100.63
"Currency","2014/10/07",100.37
"Currency","2014/10/06",102.07
"Currency","2014/10/05",102.51
"Currency","2014/10/04",102.55
"Currency","2014/10/03",102.45
"Currency","2014/10/02",102.50
"Currency","2014/10/01",101.03
"Currency","2014/09/30",101.29
"Currency","2014/09/29",101.94
"Currency","2014/09/28",102.71
"Currency","2014/09/27",102.80
"Currency","2014/09/26",101.19
"Currency","2014/09/25",101.99
"Currency","2014/09/24",101.73
"Currency","2014/09/23",101.42
"Currency","2014/09/22",101.72
"Currency","2014/09/21",102.70
"Currency","2014/09/20",102.63
"Currency","2014/09/19",101.12
"Currency","2014/09/18",102.43
"Currency","2014/09/17",101.40
"Currency","2014/09/16",102.85
"Currency","2014/09/15",100.99
"Currency","2014/09/14",102.20
"Currency","2014/09/13",102.27
"Currency","2014/09/12",102.20
"Currency","2014/09/11",101.12
"Currency","2014/09/10",100.39
"Currency","2014/09/09",101.90
"Currency","2014/09/08",100.91
"Currency","2014/09/05",102.28
"Currency","2014/09/04",100.98
"Currency","2014/09/03",100.86
"Currency","2014/09/02",101.15
"Currency","2014/09/01",100.74
"Currency","2014/08/29",100.78
"Currency","2014/08/28",99.76
"Currency","2014/08/27",100.77
"Currency","2014/08/26",99.94
"Currency","2014/08/25",99.90
"Currency","2014/08/22",99.80
"Currency","2014/08/21",99.92
"Currency","2014/08/20",99.19
"Currency","2014/08/19",98.70
"Currency","2014/08/18",98.63
"Currency","2014/08/15",99.30
"Currency","2014/08/14",98.90
"Currency","2014/08/13",98.90
"Currency","2014/08/12",98.80
"Currency","2014/08/11",98.70
"Currency","2014/08/08",98.75
"Currency","2014/08/07",98.70
"Currency","2014/08/06",97.75
"Currency","2014/08/05",98.80
"Currency","2014/08/04",98.60
"Currency","2014/08/01",98.70
"Currency","2014/07/31",98.60
"Currency","2014/07/30",98.70
"Currency","2014/07/29",98.70
"Currency","2014/07/28",98.60
"Currency","2014/07/25",98.75
"Currency","2014/07/24",98.55
"Currency","2014/07/23",97.74
"Currency","2014/07/22",98.65
"Currency","2014/07/21",97.55
"Currency","2014/07/19",98.80
"Currency","2014/07/18",98.65
"Currency","2014/07/17",98.65
"Currency","2014/07/16",98.60
"Currency","2014/07/15",98.60
"Currency","2014/07/14",98.60
"Currency","2014/07/13",98.71
"Currency","2014/07/12",98.65
"Currency","2014/07/11",98.65
"Currency","2014/07/10",97.26
"Currency","2014/07/09",98.70
"Currency","2014/07/08",98.70
"Currency","2014/07/07",97.50
"Currency","2014/07/06",98.55
"Currency","2014/07/05",98.55
"Currency","2014/07/04",98.53
"Currency","2014/07/03",98.45
"Currency","2014/07/02",98.40
"Currency","2014/07/01",98.70
"Currency","2014/06/30",98.50
"Currency","2014/06/29",98.75
"Currency","2014/06/28",98.70
"Currency","2014/06/27",98.50
"Currency","2014/06/26",98.60
"Currency","2014/06/25",98.50
"Currency","2014/06/24",97.41
"Currency","2014/06/23",97.09
"Currency","2014/06/22",98.43
"Currency","2014/06/21",98.41
"Currency","2014/06/20",98.25
"Currency","2014/06/19",98.25
"Currency","2014/06/18",98.30
"Currency","2014/06/17",98.55
"Currency","2014/06/16",98.50
"Currency","2014/06/15",98.30
"Currency","2014/06/14",98.30
"Currency","2014/06/13",97.18
"Currency","2014/06/12",98.50
"Currency","2014/06/11",98.50
"Currency","2014/06/10",98.50
"Currency","2014/06/09",97.28
"Currency","2014/06/08",98.58
"Currency","2014/06/07",98.50
"Currency","2014/06/06",96.97
"Currency","2014/06/05",98.40
"Currency","2014/06/04",98.50
"Currency","2014/06/03",98.40
"Currency","2014/06/02",98.60
"Currency","2014/06/01",98.70
"Currency","2014/05/31",98.70
"Currency","2014/05/30",98.60
"Currency","2014/05/29",98.60
"Currency","2014/05/28",97.63
"Currency","2014/05/27",97.72
"Currency","2014/05/26",98.65
"Currency","2014/05/24",98.90
"Currency","2014/05/23",98.65
"Currency","2014/05/22",98.70
"Currency","2014/05/21",98.80
"Currency","2014/05/20",98.50
"Currency","2014/05/19",97.26
"Currency","2014/05/18",98.50
"Currency","2014/05/17",98.40
"Currency","2014/05/16",98.50
"Currency","2014/05/15",98.65
"Currency","2014/05/14",98.60
"Currency","2014/05/13",98.40
"Currency","2014/05/12",98.45
"Currency","2014/05/11",98.55
"Currency","2014/05/10",98.55
"Currency","2014/05/09",98.50
"Currency","2014/05/08",98.10
"Currency","2014/05/07",98.55
"Currency","2014/05/06",98.65
"Currency","2014/05/05",98.65
"Currency","2014/05/04",98.86
"Currency","2014/05/03",98.83
"Currency","2014/05/02",98.50
"Currency","2014/05/01",98.50
"Currency","2014/04/30",98.25
"Currency","2014/04/29",98.00
"Currency","2014/04/28",98.00
"Currency","2014/04/27",98.10
"Currency","2014/04/26",98.10
"Currency","2014/04/25",97.80
"Currency","2014/04/24",97.40
"Currency","2014/04/23",97.40
"Currency","2014/04/22",97.40
"Currency","2014/04/21",95.65
"Currency","2014/04/20",97.60
"Currency","2014/04/19",97.30
"Currency","2014/04/18",96.65
"Currency","2014/04/17",96.40
"Currency","2014/04/16",95.90
"Currency","2014/04/15",95.95
"Currency","2014/04/14",95.32
"Currency","2014/04/13",96.43
"Currency","2014/04/12",96.43
"Currency","2014/04/11",97.00
"Currency","2014/04/10",97.00
"Currency","2014/04/09",97.10
"Currency","2014/04/08",98.00
"Currency","2014/04/07",96.96
"Currency","2014/04/06",98.16
"Currency","2014/04/05",98.12
"Currency","2014/04/04",98.00
"Currency","2014/04/03",97.11
"Currency","2014/04/02",98.00
"Currency","2014/04/01",97.90
"Currency","2014/03/31",96.76
"Currency","2014/03/30",97.93
"Currency","2014/03/29",98.07
"Currency","2014/03/28",97.70
"Currency","2014/03/27",97.90
"Currency","2014/03/26",96.90
"Currency","2014/03/25",97.75
"Currency","2014/03/24",96.70
"Currency","2014/03/23",98.09
"Currency","2014/03/22",98.10
"Currency","2014/03/21",98.00
"Currency","2014/03/20",98.80
"Currency","2014/03/19",98.80
"Currency","2014/03/18",99.00
"Currency","2014/03/17",97.96
"Currency","2014/03/16",99.38
"Currency","2014/03/15",99.39
"Currency","2014/03/14",98.80
"Currency","2014/03/13",97.70
"Currency","2014/03/12",100.10
"Currency","2014/03/11",100.80
"Currency","2014/03/10",101.87
"Currency","2014/03/09",102.90
"Currency","2014/03/08",102.88
"Currency","2014/03/07",104.20
"Currency","2014/03/06",104.20
"Currency","2014/03/05",104.78
"Currency","2014/03/04",104.80
"Currency","2014/03/03",103.68
"Currency","2014/03/02",104.90
"Currency","2014/03/01",104.91
"Currency","2014/02/28",104.90
"Currency","2014/02/27",104.90
"Currency","2014/02/26",104.97
"Currency","2014/02/25",104.80
"Currency","2014/02/24",103.51
"Currency","2014/02/23",105.00
"Currency","2014/02/22",104.88
"Currency","2014/02/21",104.80
"Currency","2014/02/20",104.80
"Currency","2014/02/19",104.75
"Currency","2014/02/18",103.76
"Currency","2014/02/17",103.78
"Currency","2014/02/16",104.85
"Currency","2014/02/15",104.84
"Currency","2014/02/14",105.00
"Currency","2014/02/13",105.10
"Currency","2014/02/12",105.25
"Currency","2014/02/11",105.25
"Currency","2014/02/10",103.67
"Currency","2014/02/09",105.40
"Currency","2014/02/08",105.43
"Currency","2014/02/07",105.35
"Currency","2014/02/06",105.45
"Currency","2014/02/05",105.30
"Currency","2014/02/04",105.41
"Currency","2014/02/03",104.73
"Currency","2014/02/02",105.49
"Currency","2014/02/01",105.49
"Currency","2014/01/31",105.42
"Currency","2014/01/30",105.34
"Currency","2014/01/29",105.35
"Currency","2014/01/28",105.40
"Currency","2014/01/27",104.63
"Currency","2014/01/25",105.44
"Currency","2014/01/24",105.30
"Currency","2014/01/23",105.30
"Currency","2014/01/22",105.40
"Currency","2014/01/21",104.29
"Currency","2014/01/20",104.58
"Currency","2014/01/19",105.35
"Currency","2014/01/18",105.35
"Currency","2014/01/17",105.25
"Currency","2014/01/16",105.30
"Currency","2014/01/15",105.80
"Currency","2014/01/14",105.55
"Currency","2014/01/13",103.69
"Currency","2014/01/12",105.50
"Currency","2014/01/11",105.50
"Currency","2014/01/10",105.50
"Currency","2014/01/09",105.41
"Currency","2014/01/08",105.59
"Currency","2014/01/07",105.30
"Currency","2014/01/06",104.55
"Currency","2014/01/05",105.45
"Currency","2014/01/04",105.33
"Currency","2014/01/03",105.41
"Currency","2014/01/02",104.21
"Currency","2014/01/01",105.25
"Currency","2013/12/31",105.60
"Currency","2013/12/30",105.26
"Currency","2013/12/29",105.50
"Currency","2013/12/28",105.50
"Currency","2013/12/27",106.15
"Currency","2013/12/26",106.15
"Currency","2013/12/25",106.15
"Currency","2013/12/24",106.15
"Currency","2013/12/23",104.83
"Currency","2013/12/22",106.15
"Currency","2013/12/21",106.20
"Currency","2013/12/20",106.20
"Currency","2013/12/19",106.40
"Currency","2013/12/18",106.70
"Currency","2013/12/17",106.80
"Currency","2013/12/16",105.87
"Currency","2013/12/15",107.15
"Currency","2013/12/14",107.15
"Currency","2013/12/13",107.23
"Currency","2013/12/12",107.01
"Currency","2013/12/11",107.75
"Currency","2013/12/10",108.20
"Currency","2013/12/09",106.90
"Currency","2013/12/08",108.35
"Currency","2013/12/07",108.35
"Currency","2013/12/06",108.55
"Currency","2013/12/05",108.50
"Currency","2013/12/04",108.60
"Currency","2013/12/03",108.40
"Currency","2013/12/02",107.43
"Currency","2013/12/01",108.45
"Currency","2013/11/30",108.48
"Currency","2013/11/29",107.28
"Currency","2013/11/28",108.30
"Currency","2013/11/27",108.30
"Currency","2013/11/26",107.80
"Currency","2013/11/25",106.11
"Currency","2013/11/24",107.60
"Currency","2013/11/23",107.60
"Currency","2013/11/22",107.50
"Currency","2013/11/21",107.60
"Currency","2013/11/20",107.30
"Currency","2013/11/19",107.30
"Currency","2013/11/18",105.94
"Currency","2013/11/17",107.50
"Currency","2013/11/16",107.23
"Currency","2013/11/15",106.17
"Currency","2013/11/14",107.40
"Currency","2013/11/13",107.50
"Currency","2013/11/12",106.13
"Currency","2013/11/11",106.58
"Currency","2013/11/10",107.40
"Currency","2013/11/09",107.40
"Currency","2013/11/08",106.73
"Currency","2013/11/07",106.09
"Currency","2013/11/06",106.27
"Currency","2013/11/05",105.97
"Currency","2013/11/04",105.89
"Currency","2013/11/03",106.90
"Currency","2013/11/02",106.90
"Currency","2013/11/01",106.03
"Currency","2013/10/31",105.87
"Currency","2013/10/30",105.72
"Currency","2013/10/29",105.56
"Currency","2013/10/28",105.21
"Currency","2013/10/27",106.40
"Currency","2013/10/26",106.42
"Currency","2013/10/25",106.40
"Currency","2013/10/24",105.02
"Currency","2013/10/23",104.34
"Currency","2013/10/22",105.21
"Currency","2013/10/21",105.03
"Currency","2013/10/20",106.10
"Currency","2013/10/19",105.78
"Currency","2013/10/18",104.64
"Currency","2013/10/17",105.12
"Currency","2013/10/16",104.76
"Currency","2013/10/15",105.05
"Currency","2013/10/14",105.02
"Currency","2013/10/13",106.10
"Currency","2013/10/11",104.91
"Currency","2013/10/10",104.79
"Currency","2013/10/09",104.58
"Currency","2013/10/08",105.91
"Currency","2013/10/07",105.16
