"Indicator","Time","Value (USD/MWK)"
"Currency","2015/04/08",438.75
"Currency","2015/04/07",438.04
"Currency","2015/04/06",437.89
"Currency","2015/04/03",437.79
"Currency","2015/04/02",437.84
"Currency","2015/04/01",437.89
"Currency","2015/03/31",437.59
"Currency","2015/03/30",437.29
"Currency","2015/03/27",436.84
"Currency","2015/03/26",436.75
"Currency","2015/03/25",436.75
"Currency","2015/03/24",436.75
"Currency","2015/03/23",436.84
"Currency","2015/03/20",436.84
"Currency","2015/03/19",436.64
"Currency","2015/03/18",436.79
"Currency","2015/03/17",436.79
"Currency","2015/03/16",436.79
"Currency","2015/03/13",436.95
"Currency","2015/03/12",436.89
"Currency","2015/03/11",436.95
"Currency","2015/03/10",437.45
"Currency","2015/03/09",437.45
"Currency","2015/03/06",437.45
"Currency","2015/03/05",437.29
"Currency","2015/03/04",437.29
"Currency","2015/03/03",437.29
"Currency","2015/03/02",437.29
"Currency","2015/02/27",437.29
"Currency","2015/02/26",437.29
"Currency","2015/02/25",437.34
"Currency","2015/02/24",437.39
"Currency","2015/02/23",437.09
"Currency","2015/02/20",455.00
"Currency","2015/02/19",437.89
"Currency","2015/02/18",437.00
"Currency","2015/02/17",435.75
"Currency","2015/02/16",436.59
"Currency","2015/02/13",437.20
"Currency","2015/02/12",438.34
"Currency","2015/02/11",441.84
"Currency","2015/02/10",442.70
"Currency","2015/02/09",442.89
"Currency","2015/02/06",443.95
"Currency","2015/02/05",445.09
"Currency","2015/02/04",447.00
"Currency","2015/02/03",447.04
"Currency","2015/02/02",462.50
"Currency","2015/01/30",449.25
"Currency","2015/01/29",449.64
"Currency","2015/01/28",451.59
"Currency","2015/01/27",460.00
"Currency","2015/01/26",453.64
"Currency","2015/01/23",454.34
"Currency","2015/01/22",454.34
"Currency","2015/01/21",463.50
"Currency","2015/01/20",455.20
"Currency","2015/01/19",456.39
"Currency","2015/01/16",456.70
"Currency","2015/01/15",456.75
"Currency","2015/01/14",457.00
"Currency","2015/01/13",457.14
"Currency","2015/01/12",457.75
"Currency","2015/01/09",457.59
"Currency","2015/01/08",458.54
"Currency","2015/01/07",462.00
"Currency","2015/01/06",472.50
"Currency","2015/01/05",460.64
"Currency","2015/01/02",464.34
"Currency","2015/01/01",464.75
"Currency","2014/12/31",464.75
"Currency","2014/12/30",465.45
"Currency","2014/12/29",467.29
"Currency","2014/12/26",467.00
"Currency","2014/12/25",468.00
"Currency","2014/12/24",468.00
"Currency","2014/12/23",469.34
"Currency","2014/12/22",472.39
"Currency","2014/12/19",474.95
"Currency","2014/12/18",476.54
"Currency","2014/12/17",477.84
"Currency","2014/12/16",478.50
"Currency","2014/12/15",480.75
"Currency","2014/12/12",481.75
"Currency","2014/12/11",483.95
"Currency","2014/12/10",486.00
"Currency","2014/12/09",487.54
"Currency","2014/12/08",488.50
"Currency","2014/12/05",489.64
"Currency","2014/12/04",490.34
"Currency","2014/12/03",483.00
"Currency","2014/12/02",491.20
"Currency","2014/12/01",488.50
"Currency","2014/11/28",492.20
"Currency","2014/11/27",491.79
"Currency","2014/11/26",491.79
"Currency","2014/11/25",492.04
"Currency","2014/11/24",491.84
"Currency","2014/11/21",475.00
"Currency","2014/11/20",482.50
"Currency","2014/11/19",488.00
"Currency","2014/11/18",485.70
"Currency","2014/11/17",458.50
"Currency","2014/11/14",482.54
"Currency","2014/11/13",468.50
"Currency","2014/11/12",480.09
"Currency","2014/11/11",458.50
"Currency","2014/11/10",458.50
"Currency","2014/11/07",478.50
"Currency","2014/11/06",458.50
"Currency","2014/11/05",458.50
"Currency","2014/11/04",458.50
"Currency","2014/11/03",458.50
"Currency","2014/10/31",465.50
"Currency","2014/10/30",458.50
"Currency","2014/10/29",453.50
"Currency","2014/10/28",452.50
"Currency","2014/10/27",452.50
"Currency","2014/10/24",451.20
"Currency","2014/10/23",452.50
"Currency","2014/10/22",445.70
"Currency","2014/10/21",442.09
"Currency","2014/10/20",434.09
"Currency","2014/10/17",429.89
"Currency","2014/10/16",429.25
"Currency","2014/10/15",426.45
"Currency","2014/10/14",426.45
"Currency","2014/10/13",423.34
"Currency","2014/10/10",421.34
"Currency","2014/10/09",392.50
"Currency","2014/10/08",393.00
"Currency","2014/10/07",393.00
"Currency","2014/10/06",393.00
"Currency","2014/10/03",393.50
"Currency","2014/10/02",392.50
"Currency","2014/10/01",392.50
"Currency","2014/09/30",392.50
"Currency","2014/09/29",393.00
"Currency","2014/09/26",393.00
"Currency","2014/09/25",393.00
"Currency","2014/09/24",393.00
"Currency","2014/09/23",393.50
"Currency","2014/09/22",393.00
"Currency","2014/09/19",393.50
"Currency","2014/09/18",393.00
"Currency","2014/09/17",393.00
"Currency","2014/09/16",390.50
"Currency","2014/09/15",393.00
"Currency","2014/09/12",393.00
"Currency","2014/09/11",392.50
"Currency","2014/09/10",395.00
"Currency","2014/09/09",390.00
"Currency","2014/09/08",392.50
"Currency","2014/09/05",392.50
"Currency","2014/09/04",392.50
"Currency","2014/09/03",391.50
"Currency","2014/09/02",393.00
"Currency","2014/09/01",400.50
"Currency","2014/08/29",392.50
"Currency","2014/08/28",395.50
"Currency","2014/08/27",395.50
"Currency","2014/08/26",392.50
"Currency","2014/08/25",393.50
"Currency","2014/08/22",392.50
"Currency","2014/08/21",391.50
"Currency","2014/08/20",389.50
"Currency","2014/08/19",390.50
"Currency","2014/08/18",391.50
"Currency","2014/08/15",395.50
"Currency","2014/08/14",392.50
"Currency","2014/08/13",395.50
"Currency","2014/08/12",395.50
"Currency","2014/08/11",392.50
"Currency","2014/08/08",393.50
"Currency","2014/08/07",392.50
"Currency","2014/08/06",392.50
"Currency","2014/08/05",393.50
"Currency","2014/08/04",392.50
"Currency","2014/08/01",393.50
"Currency","2014/07/31",393.50
"Currency","2014/07/30",392.50
"Currency","2014/07/29",392.50
"Currency","2014/07/28",393.50
"Currency","2014/07/25",393.50
"Currency","2014/07/24",392.50
"Currency","2014/07/23",393.50
"Currency","2014/07/22",392.50
"Currency","2014/07/21",393.50
"Currency","2014/07/18",393.50
"Currency","2014/07/17",392.50
"Currency","2014/07/16",393.50
"Currency","2014/07/15",392.50
"Currency","2014/07/14",393.00
"Currency","2014/07/11",393.50
"Currency","2014/07/10",393.50
"Currency","2014/07/09",393.50
"Currency","2014/07/08",393.00
"Currency","2014/07/07",393.00
"Currency","2014/07/04",392.50
"Currency","2014/07/03",393.50
"Currency","2014/07/02",390.00
"Currency","2014/07/01",393.00
"Currency","2014/06/30",392.50
"Currency","2014/06/27",395.00
"Currency","2014/06/26",390.00
"Currency","2014/06/25",392.50
"Currency","2014/06/24",390.00
"Currency","2014/06/23",393.00
"Currency","2014/06/20",392.50
"Currency","2014/06/19",393.50
"Currency","2014/06/18",392.00
"Currency","2014/06/17",391.50
"Currency","2014/06/16",392.50
"Currency","2014/06/13",392.00
"Currency","2014/06/12",392.50
"Currency","2014/06/11",392.50
"Currency","2014/06/10",392.50
"Currency","2014/06/09",394.57
"Currency","2014/06/06",391.50
"Currency","2014/06/05",392.50
"Currency","2014/06/04",390.50
"Currency","2014/06/03",391.50
"Currency","2014/06/02",392.50
"Currency","2014/05/30",392.00
"Currency","2014/05/29",393.56
"Currency","2014/05/28",392.50
"Currency","2014/05/27",392.50
"Currency","2014/05/26",392.50
"Currency","2014/05/23",392.50
"Currency","2014/05/22",398.13
"Currency","2014/05/21",394.06
"Currency","2014/05/20",398.13
"Currency","2014/05/19",392.50
"Currency","2014/05/16",393.55
"Currency","2014/05/15",392.50
"Currency","2014/05/14",392.50
"Currency","2014/05/13",392.50
"Currency","2014/05/12",392.50
"Currency","2014/05/09",394.57
"Currency","2014/05/08",391.50
"Currency","2014/05/07",392.50
"Currency","2014/05/06",392.50
"Currency","2014/05/05",392.50
"Currency","2014/05/02",392.50
"Currency","2014/05/01",392.50
"Currency","2014/04/30",392.50
"Currency","2014/04/29",392.50
"Currency","2014/04/28",392.50
"Currency","2014/04/25",387.50
"Currency","2014/04/24",401.57
"Currency","2014/04/23",397.12
"Currency","2014/04/22",396.11
"Currency","2014/04/21",394.57
"Currency","2014/04/18",394.57
"Currency","2014/04/17",392.50
"Currency","2014/04/16",392.50
"Currency","2014/04/15",392.50
"Currency","2014/04/14",390.50
"Currency","2014/04/11",392.50
"Currency","2014/04/10",393.50
"Currency","2014/04/09",393.50
"Currency","2014/04/08",412.50
"Currency","2014/04/07",412.50
"Currency","2014/04/04",412.50
"Currency","2014/04/03",413.20
"Currency","2014/04/02",413.20
"Currency","2014/04/01",413.20
"Currency","2014/03/31",412.20
"Currency","2014/03/28",414.67
"Currency","2014/03/27",414.67
"Currency","2014/03/26",412.50
"Currency","2014/03/25",412.50
"Currency","2014/03/24",412.50
"Currency","2014/03/21",411.50
"Currency","2014/03/20",415.00
"Currency","2014/03/19",415.00
"Currency","2014/03/18",422.50
"Currency","2014/03/17",420.00
"Currency","2014/03/14",420.00
"Currency","2014/03/13",420.00
"Currency","2014/03/12",425.00
"Currency","2014/03/11",420.00
"Currency","2014/03/10",425.00
"Currency","2014/03/07",422.50
"Currency","2014/03/06",425.00
"Currency","2014/03/05",425.00
"Currency","2014/03/04",425.00
"Currency","2014/03/03",425.00
"Currency","2014/02/28",420.00
"Currency","2014/02/27",422.50
"Currency","2014/02/26",421.50
"Currency","2014/02/25",422.00
"Currency","2014/02/24",422.50
"Currency","2014/02/21",420.00
"Currency","2014/02/20",422.50
"Currency","2014/02/19",420.00
"Currency","2014/02/18",425.00
"Currency","2014/02/17",422.50
"Currency","2014/02/14",425.00
"Currency","2014/02/13",422.50
"Currency","2014/02/12",422.50
"Currency","2014/02/11",425.00
"Currency","2014/02/10",425.00
"Currency","2014/02/07",425.00
"Currency","2014/02/06",423.50
"Currency","2014/02/05",425.00
"Currency","2014/02/04",423.50
"Currency","2014/02/03",423.50
"Currency","2014/01/31",422.50
"Currency","2014/01/30",426.50
"Currency","2014/01/29",425.00
"Currency","2014/01/28",421.00
"Currency","2014/01/27",420.00
"Currency","2014/01/24",447.50
"Currency","2014/01/23",450.00
"Currency","2014/01/22",450.00
"Currency","2014/01/21",450.00
"Currency","2014/01/20",450.00
"Currency","2014/01/17",448.00
"Currency","2014/01/16",450.00
"Currency","2014/01/15",450.00
"Currency","2014/01/14",450.00
"Currency","2014/01/13",450.00
"Currency","2014/01/10",435.00
"Currency","2014/01/09",450.00
"Currency","2014/01/08",450.00
"Currency","2014/01/07",417.00
"Currency","2014/01/06",417.00
"Currency","2014/01/03",410.00
"Currency","2014/01/02",410.00
"Currency","2014/01/01",430.00
"Currency","2013/12/31",430.00
"Currency","2013/12/30",430.00
"Currency","2013/12/27",410.00
"Currency","2013/12/26",430.00
"Currency","2013/12/25",430.00
"Currency","2013/12/24",430.00
"Currency","2013/12/23",430.00
"Currency","2013/12/20",420.00
"Currency","2013/12/19",420.00
"Currency","2013/12/18",426.00
"Currency","2013/12/17",424.00
"Currency","2013/12/16",424.00
"Currency","2013/12/13",421.00
"Currency","2013/12/12",424.00
"Currency","2013/12/11",424.00
"Currency","2013/12/10",415.00
"Currency","2013/12/09",415.00
"Currency","2013/12/06",415.00
"Currency","2013/12/05",415.00
"Currency","2013/12/04",415.00
"Currency","2013/12/03",415.00
"Currency","2013/12/02",415.00
"Currency","2013/11/29",410.00
"Currency","2013/11/28",410.00
"Currency","2013/11/27",410.00
"Currency","2013/11/26",410.00
"Currency","2013/11/25",410.00
"Currency","2013/11/22",404.00
"Currency","2013/11/21",404.00
"Currency","2013/11/20",404.00
"Currency","2013/11/19",400.00
"Currency","2013/11/18",400.00
"Currency","2013/11/15",400.00
"Currency","2013/11/14",370.00
"Currency","2013/11/13",370.00
"Currency","2013/11/12",367.00
"Currency","2013/11/11",400.00
"Currency","2013/11/08",365.00
"Currency","2013/11/07",378.00
"Currency","2013/11/06",378.00
"Currency","2013/11/05",378.00
"Currency","2013/11/04",379.00
"Currency","2013/11/01",365.00
"Currency","2013/10/31",366.00
"Currency","2013/10/30",390.00
"Currency","2013/10/29",394.00
"Currency","2013/10/28",366.00
"Currency","2013/10/25",369.00
"Currency","2013/10/24",367.00
"Currency","2013/10/23",365.00
"Currency","2013/10/22",365.00
"Currency","2013/10/21",365.00
"Currency","2013/10/18",366.00
"Currency","2013/10/17",363.00
"Currency","2013/10/16",365.00
"Currency","2013/10/15",365.00
"Currency","2013/10/14",366.00
"Currency","2013/10/11",365.00
"Currency","2013/10/10",363.00
"Currency","2013/10/09",365.00
"Currency","2013/10/08",370.00
"Currency","2013/10/07",370.00
"Currency","2013/10/04",366.00
"Currency","2013/10/03",366.00
"Currency","2013/10/02",365.00
"Currency","2013/10/01",365.00
"Currency","2013/09/30",362.00
"Currency","2013/09/27",366.00
"Currency","2013/09/26",366.00
"Currency","2013/09/25",375.00
"Currency","2013/09/24",338.00
"Currency","2013/09/23",338.00
"Currency","2013/09/20",338.00
"Currency","2013/09/19",350.00
"Currency","2013/09/18",326.00
"Currency","2013/09/17",326.00
"Currency","2013/09/16",326.00
"Currency","2013/09/13",328.00
"Currency","2013/09/12",326.00
"Currency","2013/09/11",326.00
"Currency","2013/09/10",326.00
"Currency","2013/09/09",326.00
"Currency","2013/09/06",326.00
"Currency","2013/09/05",326.00
"Currency","2013/09/04",325.00
"Currency","2013/09/03",326.00
"Currency","2013/09/02",326.00
"Currency","2013/08/30",325.00
"Currency","2013/08/29",326.00
"Currency","2013/08/28",326.00
"Currency","2013/08/27",325.00
"Currency","2013/08/26",326.00
"Currency","2013/08/23",325.00
"Currency","2013/08/22",328.00
"Currency","2013/08/21",326.00
"Currency","2013/08/20",325.00
"Currency","2013/08/19",327.50
"Currency","2013/08/16",331.00
"Currency","2013/08/15",330.00
"Currency","2013/08/14",327.50
"Currency","2013/08/13",340.00
"Currency","2013/08/12",330.00
"Currency","2013/08/09",330.04
"Currency","2013/08/08",330.00
"Currency","2013/08/07",330.00
"Currency","2013/08/06",330.00
"Currency","2013/08/05",326.50
"Currency","2013/08/02",330.00
"Currency","2013/08/01",326.00
"Currency","2013/07/31",326.00
"Currency","2013/07/30",326.00
"Currency","2013/07/29",326.00
"Currency","2013/07/26",326.00
"Currency","2013/07/25",328.00
"Currency","2013/07/24",326.00
"Currency","2013/07/23",326.00
"Currency","2013/07/22",326.00
"Currency","2013/07/19",325.00
"Currency","2013/07/18",326.00
"Currency","2013/07/17",326.00
"Currency","2013/07/16",326.00
"Currency","2013/07/15",335.00
"Currency","2013/07/12",326.00
"Currency","2013/07/11",325.00
"Currency","2013/07/10",326.00
"Currency","2013/07/09",326.00
"Currency","2013/07/08",330.00
"Currency","2013/07/05",331.00
"Currency","2013/07/04",332.00
"Currency","2013/07/03",331.00
"Currency","2013/07/02",326.00
"Currency","2013/07/01",326.00
"Currency","2013/06/28",326.00
"Currency","2013/06/27",326.00
"Currency","2013/06/26",329.00
"Currency","2013/06/25",335.00
"Currency","2013/06/24",329.00
"Currency","2013/06/21",329.00
"Currency","2013/06/20",326.00
"Currency","2013/06/19",326.00
"Currency","2013/06/18",326.00
"Currency","2013/06/17",326.00
"Currency","2013/06/14",330.00
"Currency","2013/06/13",326.00
"Currency","2013/06/12",326.00
"Currency","2013/06/11",326.00
"Currency","2013/06/10",326.00
"Currency","2013/06/07",326.00
"Currency","2013/06/06",326.00
"Currency","2013/06/05",326.00
"Currency","2013/06/04",335.00
"Currency","2013/06/03",326.00
"Currency","2013/05/31",330.00
"Currency","2013/05/30",330.00
"Currency","2013/05/29",332.50
"Currency","2013/05/28",332.50
"Currency","2013/05/27",349.00
"Currency","2013/05/24",350.00
"Currency","2013/05/23",338.00
"Currency","2013/05/22",349.00
"Currency","2013/05/21",350.00
"Currency","2013/05/20",362.00
"Currency","2013/05/17",364.00
"Currency","2013/05/16",365.00
"Currency","2013/05/15",356.00
"Currency","2013/05/14",363.00
"Currency","2013/05/13",357.00
"Currency","2013/05/10",366.00
"Currency","2013/05/09",370.00
"Currency","2013/05/08",407.00
"Currency","2013/05/07",393.00
"Currency","2013/05/06",405.00
"Currency","2013/05/03",415.00
"Currency","2013/05/02",397.50
"Currency","2013/05/01",391.00
"Currency","2013/04/30",395.50
"Currency","2013/04/29",398.50
"Currency","2013/04/26",397.50
"Currency","2013/04/25",397.50
"Currency","2013/04/24",397.50
"Currency","2013/04/23",406.00
"Currency","2013/04/22",406.00
"Currency","2013/04/19",408.00
"Currency","2013/04/18",398.00
"Currency","2013/04/17",397.50
"Currency","2013/04/16",397.50
"Currency","2013/04/15",395.50
"Currency","2013/04/12",398.00
"Currency","2013/04/11",396.00
"Currency","2013/04/10",397.50
"Currency","2013/04/09",397.50
"Currency","2013/04/08",397.50
"Currency","2013/04/05",397.50
"Currency","2013/04/04",393.00
"Currency","2013/04/03",397.50
"Currency","2013/04/02",397.50
"Currency","2013/04/01",383.00
"Currency","2013/03/29",387.50
"Currency","2013/03/28",387.50
"Currency","2013/03/27",387.50
"Currency","2013/03/26",387.50
"Currency","2013/03/25",387.50
